N	3gram	Bakhtin_Pr_1	Problemy
1	с точки зрения	6	9
2	до сих пор	1	8
3	не может быть	11	8
4	в большинстве случаев	5	8
5	и не может	2	7
6	по отношению к	19	5
7	то же время	3	5
8	в то же	3	5
9	в самом деле	3	4
10	то есть в	1	4
11	к себе самому	1	3
12	в отличие от	5	3
13	как мы увидим	3	3
14	с самим собою	1	3
15	с другой стороны	4	3
16	как и в	1	3
17	а следовательно и	1	2
18	хотя и не	1	2
19	то есть я	1	2
20	дело в том	1	2
21	в этом смысле	3	2
22	и в других	1	2
23	сами по себе	1	2
24	в узком смысле	1	2
25	в строгом смысле	2	2
26	но и в	2	2
27	можно было бы	3	2
28	но конечно не	1	2
29	на этот вопрос	1	2
30	в том что	3	2
31	но в то	1	2
32	в свое время	1	2
33	можно сказать что	2	2
34	той или иной	2	2
35	как мы уже	1	2
36	конечно не в	1	2
37	во всех его	4	2
38	выходят за пределы	1	2
39	и не в	1	2
40	может войти в	1	1
41	в этом его	1	1
42	но в большинстве	1	1
43	следует отметить что	1	1
44	в художественном творчестве	9	1
45	иметь в виду	1	1
46	а вовсе не	1	1
47	в известной степени	2	1
48	в этом последнем	1	1
49	также и в	1	1
50	отношению к этой	1	1
51	а между тем	1	1
52	в том же	2	1
53	одной стороны и	1	1
54	всех его разновидностях	2	1
55	себя в известной	1	1
56	не могли быть	1	1
57	это в корне	1	1
58	и во всех	2	1
59	и в то	2	1
60	в этом глубокое	1	1
61	хотя бы и	1	1
62	можно определить и	1	1
63	бы ни было	1	1
64	между тем как	5	1
65	на самом же	1	1
66	мы можем говорить	2	1
67	для понимания же	1	1
68	строгом смысле слова	1	1
69	резко отличается от	1	1
70	действительно может иметь	1	1
71	смысле слова и	1	1
72	в известной мере	1	1
73	может быть и	1	1
74	действительности то есть	1	1
75	в значительной степени	1	1
76	не совпадает с	2	1
77	может служить и	1	1
78	его как целое	1	1
79	в данном случае	4	1
80	не в его	1	1
81	с одной стороны	3	1
82	им и не	1	1
83	может обойтись без	1	1
84	и не вполне	1	1
85	как мы это	1	1
86	не входит в	4	1
87	по сравнению с	1	1
88	никогда не может	2	1
89	и в нем	3	1
90	и в их	1	1
91	в нем не	1	1
92	в связи с	1	1
93	к своему предмету	1	1
94	в виду что	1	1
95	не должна быть	1	1
96	конечно совершенно невозможно	1	1
97	со словом в	1	1
98	снова и снова	1	1
99	нее она не	1	1
100	таким образом и	1	1
101	о которых мы	1	1
102	самом же деле	1	1
103	для историка литературы	1	1
104	ней в ее	1	1
105	в этом произведении	1	1
106	в него как	1	1
107	так и в	2	1
108	как бы вбирает	1	1
109	вовсе не как	1	1
110	то что не	1	1
111	существенно отличается от	1	1
112	каково бы ни	1	1
113	себе и не	1	1
114	не только в	2	1
115	язык в его	1	1
116	выходит за пределы	1	1
117	но именно поэтому	1	1
118	не может обойтись	1	1
119	если бы не	1	1
120	может быть лишь	1	1
121	к тому что	1	1
122	мы уже указывали	1	1
123	не о том	1	1
124	и его значение	1	1
125	слово он получает	1	1
126	то есть являются	1	1
127	лицом к лицу	1	1
128	и между ними	1	1
129	в высшей степени	5	1
130	бы не было	1	1
131	дело конечно не	1	1
132	мы будем рассматривать	1	1
133	но для нее	1	1
134	то есть к	1	1
