N	2gram	Bakhtin_Fr_1	EvropaiC
1	в том	16	31
2	и в	65	24
3	том что	6	20
4	все эти	10	19
5	не может	3	18
6	то что	3	17
7	может быть	6	15
8	все же	6	15
9	точки зрения	7	13
10	самом деле	3	12
11	в своем	8	12
12	до сих	4	12
13	в этом	15	12
14	сих пор	4	12
15	с этим	1	11
16	между тем	5	11
17	все это	9	11
18	во всех	9	10
19	по отношению	1	10
20	культуры и	8	10
21	так и	10	10
22	как бы	22	10
23	отношению к	1	10
24	культуры в	4	10
25	все что	1	10
26	на то	1	9
27	при этом	6	9
28	как и	5	9
29	с другом	1	9
30	друг с	1	9
31	в результате	1	9
32	что в	3	9
33	а и	1	8
34	в самом	4	8
35	касается до	1	8
36	с точки	3	8
37	мы говорили	1	8
38	не в	4	8
39	и все	5	8
40	а между	1	7
41	на самом	6	7
42	из этих	2	7
43	европейской культуры	3	7
44	о которых	1	7
45	не менее	1	7
46	того чтобы	1	7
47	по своей	3	7
48	к тому	2	7
49	развития культуры	1	7
50	о том	2	7
51	что он	3	7
52	для того	1	7
53	но и	10	7
54	приобщение к	2	7
55	и не	22	7
56	начало и	2	6
57	еще не	6	6
58	и на	11	6
59	в общем	4	6
60	что касается	1	6
61	в этой	4	6
62	несмотря на	2	6
63	и при	1	6
64	от друга	1	6
65	с ним	3	6
66	что и	1	6
67	того что	2	6
68	говорили выше	1	6
69	только в	7	6
70	все они	1	6
71	так как	6	6
72	друг от	1	6
73	с другой	3	6
74	отличается от	1	6
75	как на	1	6
76	между двумя	1	5
77	из всех	2	5
78	как к	1	5
79	и к	4	5
80	но в	14	5
81	в которой	1	5
82	ступени развития	1	5
83	в целом	2	5
84	в себе	3	5
85	тому же	1	5
86	не только	10	5
87	и если	1	5
88	но все	3	5
89	что все	1	5
90	и с	3	5
91	на все	2	5
92	лишь в	1	5
93	его в	7	5
94	и без	2	5
95	так называемого	1	5
96	что с	1	5
97	в то	1	5
98	что при	1	5
99	в его	9	5
100	потому что	5	5
101	и их	3	5
102	у него	1	5
103	именно в	1	5
104	далеко не	3	5
105	другой стороны	1	5
106	по своему	8	5
107	и для	2	5
108	и от	2	5
109	к этому	1	5
110	народ в	1	4
111	одним из	2	4
112	то же	1	4
113	мы уже	12	4
114	отношение к	4	4
115	что как	1	4
116	хотя и	2	4
117	своем развитии	1	4
118	он не	2	4
119	всех этих	8	4
120	из них	4	4
121	и конец	1	4
122	и культуры	1	4
123	в их	4	4
124	из которых	1	4
125	связи с	4	4
126	многие из	2	4
127	в дальнейшем	8	4
128	никогда не	6	4
129	выше и	1	4
130	и у	6	4
131	а потому	1	4
132	в конце	1	4
133	в области	7	4
134	которых мы	1	4
135	его собственной	1	4
136	не могут	3	4
137	в течение	1	4
138	культуре и	2	4
139	в состоянии	3	4
140	хотя бы	1	4
141	совершенно не	4	4
142	в таком	2	4
143	не вполне	2	3
144	мы будем	3	3
145	которые не	1	3
146	что по	1	3
147	и наконец	2	3
148	в нашем	1	3
149	в тех	3	3
150	этой культуры	4	3
151	развиваться в	1	3
152	в нем	13	3
153	народ не	1	3
154	и по	2	3
155	и может	1	3
156	они должны	1	3
157	в совершенно	1	3
158	на этой	3	3
159	это не	3	3
160	в жизни	4	3
161	в этих	2	3
162	культуры а	1	3
163	представление о	1	3
164	даже в	3	3
165	освободиться от	1	3
166	образом в	2	3
167	лучше и	1	3
168	для нас	4	3
169	в разных	1	3
170	во всем	2	3
171	от того	2	3
172	у нас	1	3
173	и это	2	3
174	жизнь и	1	3
175	и вообще	3	3
176	с одной	2	3
177	настоящее время	1	3
178	различия между	2	3
179	сомнению что	1	3
180	конечно не	1	3
181	в начале	1	3
182	и других	3	3
183	отличие от	5	3
184	прежде всего	11	3
185	в связи	1	3
186	и потому	10	3
187	целом ряде	1	3
188	не подлежит	2	3
189	в настоящее	1	3
190	от него	2	3
191	бы в	1	3
192	что мы	2	3
193	тех же	1	2
194	этого последнего	1	2
195	от своей	1	2
196	и до	4	2
197	входящих в	1	2
198	по его	3	2
199	общества и	1	2
200	почти все	1	2
201	что элементы	1	2
202	в сущности	16	2
203	и ее	1	2
204	мы и	3	2
205	в ней	6	2
206	во всяком	1	2
207	но как	3	2
208	либо как	2	2
209	вступают в	1	2
210	есть в	5	2
211	но на	3	2
212	культуры все	2	2
213	этот процесс	1	2
214	широком смысле	1	2
215	о которой	1	2
216	из него	1	2
217	а затем	2	2
218	конечно в	2	2
219	то есть	45	2
220	смотреть на	1	2
221	в них	5	2
222	нет в	1	2
223	в общей	1	2
224	и особенно	2	2
225	и уже	1	2
226	такой же	1	2
227	на таких	1	2
228	на первый	1	2
229	в эту	1	2
230	которую он	1	2
231	можно ли	1	2
232	в которых	1	2
233	он тоже	1	2
234	точку зрения	1	2
235	совершенно иной	2	2
236	и более	1	2
237	она не	1	2
238	между людьми	5	2
239	тем самым	1	2
240	одна из	1	2
241	на него	2	2
242	в процессе	2	2
243	в основе	8	2
244	говорить о	1	2
