N	3gram	Tiupa_Narr_1	Myslijsy
1	по отношению к	6	13
2	в том что	8	13
3	не может быть	5	9
4	тем не менее	3	6
5	с другой стороны	4	5
6	в свою очередь	3	4
7	само по себе	1	4
8	в этом смысле	1	4
9	подобно тому как	2	3
10	с точки зрения	2	3
11	с одной стороны	7	3
12	то же время	3	3
13	и как бы	1	3
14	так и в	1	3
15	не только в	2	3
16	в то же	3	3
17	что иное как	2	2
18	только потому что	1	2
19	дело в том	1	2
20	в разные времена	1	2
21	в таком случае	2	2
22	мы не имеем	1	2
23	бы то ни	3	2
24	что не только	1	2
25	по крайней мере	1	2
26	и при этом	1	2
27	все то что	1	2
28	и того же	1	2
29	том что по	1	2
30	одного и того	1	2
31	не что иное	2	2
32	друг от друга	1	2
33	как и в	1	2
34	между людьми и	1	1
35	он не есть	1	1
36	вопроса а как	1	1
37	больше или меньше	1	1
38	а не в	2	1
39	на самом деле	1	1
40	в себе самом	1	1
41	есть переход от	1	1
42	сам по себе	1	1
43	сами по себе	2	1
44	только то что	1	1
45	в этом отношении	3	1
46	том что именно	1	1
47	до сих пор	1	1
48	но это не	1	1
49	можно было бы	2	1
50	но и самого	1	1
51	он не мог	1	1
52	она может быть	1	1
53	может быть только	1	1
54	с этой точки	1	1
55	может быть без	1	1
56	не в состоянии	1	1
57	в ней не	1	1
58	еще не есть	1	1
59	то есть его	1	1
60	более или менее	2	1
61	то ни было	3	1
62	даже независимо от	1	1
63	так же как	2	1
64	рода но и	1	1
65	в связи с	2	1
66	все без исключения	1	1
67	это не так	1	1
68	истории но и	1	1
69	именно в том	2	1
70	что несмотря на	1	1
71	не мог бы	1	1
72	по себе не	1	1
73	она могла стать	1	1
74	по себе а	1	1
75	по всей вероятности	2	1
76	известного рода но	1	1
77	если же в	1	1
78	ни для кого	1	1
79	и тем самым	3	1
80	о том что	6	1
81	имеет место только	1	1
82	этой точки зрения	2	1
83	и тем более	1	1
84	и не могло	1	1
85	но все же	4	1
86	мог бы быть	2	1
87	в первом случае	2	1
88	легко может быть	1	1
89	точно так же	2	1
90	как мы видели	1	1
