N	3gram	Berdyaev_M_2	Istorich
1	так же как	3	12
2	до сих пор	3	5
3	же как и	3	4
4	не может быть	8	4
5	приводит нас к	1	4
6	что иное как	3	3
7	т е в	2	3
8	по сравнению с	1	3
9	это приводит нас	1	3
10	на то что	1	3
11	не что иное	3	3
12	о том что	2	2
13	так как он	2	2
14	смысле этого слова	1	2
15	после того как	2	2
16	мы увидим что	2	2
17	потому что он	2	1
18	но так как	1	1
19	подобно тому как	2	1
20	в нем самом	1	1
21	было бы назвать	1	1
22	как и все	1	1
23	делает то же	1	1
24	что он не	1	1
25	друг на друга	1	1
26	но и в	1	1
27	мы видим в	1	1
28	тому как в	1	1
29	все те же	1	1
30	отец и мать	1	1
31	может быть и	2	1
32	но и это	1	1
33	а не только	1	1
34	не потому что	1	1
35	но он же	1	1
36	одни и те	1	1
37	он уже не	1	1
38	что у него	1	1
39	хотя и в	1	1
40	берет на себя	1	1
41	не мог бы	1	1
42	процесс может быть	1	1
43	есть не что	3	1
44	в этом он	2	1
45	но сам он	1	1
46	это и есть	3	1
47	но он не	1	1
48	у него есть	1	1
49	и не хотел	1	1
50	и те же	2	1
51	по своей основной	1	1
52	она не имеет	2	1
53	и во всем	1	1
54	к тому что	3	1
55	мы видим уже	1	1
56	как отец и	1	1
57	и не случайно	1	1
58	как и в	2	1
59	что и в	4	1
60	только тогда когда	1	1
61	в центре внимания	1	1
62	у него было	1	1
