N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	31
2	в том	3	30
3	и т	28	26
4	то есть	26	26
5	может быть	14	22
6	таким образом	9	20
7	при этом	6	19
8	так как	3	18
9	художественного произведения	1	17
10	не может	14	17
11	как и	4	16
12	том что	2	16
13	т п	23	16
14	и не	16	16
15	точки зрения	16	15
16	только в	6	14
17	не только	16	13
18	что и	1	13
19	а не	15	13
20	мы не	2	12
21	если мы	2	12
22	так же	2	12
23	в этом	12	12
24	с таким	1	11
25	в самом	5	11
26	не в	7	11
27	могут быть	19	11
28	в сущности	13	10
29	на то	1	10
30	того что	3	10
31	потому что	2	10
32	ни в	1	9
33	как в	8	9
34	т д	5	8
35	и что	1	8
36	никогда не	3	8
37	что мы	1	8
38	вместе с	1	8
39	все это	5	8
40	во всяком	7	8
41	заключается в	1	7
42	сказать что	2	7
43	того чтобы	1	7
44	и его	14	7
45	о том	3	7
46	есть в	1	7
47	зависимости от	3	6
48	целый ряд	1	6
49	из этих	3	6
50	что она	1	6
51	для того	2	6
52	было бы	3	6
53	если бы	1	6
54	в его	13	6
55	всяком случае	5	6
56	вовсе не	7	6
57	и даже	6	6
58	одной стороны	4	6
59	до конца	12	6
60	а в	6	6
61	и есть	1	5
62	в зависимости	3	5
63	то же	14	5
64	время как	2	5
65	в ее	2	5
66	с одной	4	5
67	в целом	2	5
68	и совершенно	1	5
69	несмотря на	1	5
70	она не	3	5
71	в то	14	5
72	в процессе	4	5
73	не является	2	5
74	то время	2	5
75	для нас	2	5
76	с другой	5	5
77	мы видим	2	5
78	в какой	1	5
79	так что	2	5
80	был бы	2	5
81	совершенно не	2	5
82	как бы	12	5
83	этой точки	1	5
84	все же	7	5
85	и для	4	5
86	формы и	3	5
87	и все	4	5
88	другой стороны	4	5
89	же как	2	4
90	в котором	2	4
91	мы имеем	1	4
92	в которой	4	4
93	в виду	1	4
94	столь же	2	4
95	точка зрения	8	4
96	у него	3	4
97	со всеми	1	4
98	отличие от	1	4
99	в себе	3	4
100	и если	1	4
101	по существу	3	4
102	одной и	1	4
103	различие между	1	4
104	тому что	2	4
105	одна из	2	4
106	у нас	2	4
107	очень часто	1	4
108	к тому	3	4
109	те же	2	4
110	со стороны	1	4
111	прежде всего	8	4
112	между тем	2	4
113	все время	3	4
114	один из	4	4
115	и у	2	4
116	там где	4	4
117	и так	1	4
118	этого слова	1	4
119	с этой	3	4
120	и о	2	4
121	в результате	3	4
122	в этих	2	4
123	и другие	1	4
124	к этому	2	4
125	смысле слова	2	3
126	например в	2	3
127	почти всегда	3	3
128	той же	2	3
129	самое же	1	3
130	в которых	1	3
131	именно эти	1	3
132	но не	2	3
133	с этим	3	3
134	стороны и	1	3
135	в своем	3	3
136	хотя и	2	3
137	что по	1	3
138	и к	5	3
139	но в	8	3
140	та же	1	3
141	у каждого	2	3
142	в этой	1	3
143	его и	3	3
144	и по	2	3
145	в каждом	4	3
146	может стать	1	3
147	в слове	7	3
148	в своей	7	3
149	его форму	1	3
150	в отличие	1	3
151	и той	2	3
152	точку зрения	3	3
153	случае в	1	3
154	только не	1	3
155	во всем	1	3
156	внутреннюю форму	1	3
157	все то	1	3
158	не могут	3	3
159	не есть	2	3
160	и это	1	3
161	но только	1	3
162	что все	2	3
163	нет никакой	1	3
164	роль в	2	3
165	так и	11	3
166	каждого из	1	3
167	исследования и	1	3
168	что самое	1	3
169	он не	3	3
170	нуждается в	1	3
171	в частности	2	3
172	дело с	1	3
173	только на	2	3
174	и других	3	3
175	мышления и	1	3
176	а потому	1	3
177	слова в	8	3
178	от того	1	3
179	и только	1	3
180	точек зрения	5	3
181	до сих	2	3
182	не было	3	3
183	в одной	1	3
184	из его	1	3
185	евгении онегине	2	3
186	в состоянии	1	3
187	сих пор	2	3
188	но это	1	3
189	потому не	1	3
190	и другими	1	3
191	от всех	1	3
192	жизни и	1	3
193	все что	1	3
194	как на	1	3
195	в таком	1	3
196	ту же	4	2
197	того же	6	2
198	и то	2	2
199	и без	1	2
200	на самом	2	2
201	тех же	1	2
202	оно было	2	2
203	поэзии и	4	2
204	из всех	1	2
205	есть не	1	2
206	как мы	8	2
207	это отношение	2	2
208	но даже	1	2
209	но как	1	2
210	а только	1	2
211	отношение к	7	2
212	или иное	1	2
213	построения этого	1	2
214	что они	2	2
215	как к	2	2
216	более или	3	2
217	в себя	1	2
218	бы и	3	2
219	есть для	2	2
220	в известном	2	2
221	и тот	1	2
222	в нем	30	2
223	или иных	1	2
224	совпадают с	1	2
225	и с	4	2
226	не дает	1	2
227	его в	3	2
228	на почве	4	2
229	форму и	1	2
230	и тем	2	2
231	произведение как	1	2
232	в них	6	2
233	далеко не	5	2
234	автора или	2	2
235	или менее	3	2
236	с точки	8	2
237	бы мы	1	2
238	одном из	1	2
239	каждое из	1	2
240	тем не	1	2
241	том и	2	2
242	том же	4	2
243	даже в	2	2
244	не менее	1	2
245	с теми	1	2
246	в основе	5	2
247	мы все	2	2
248	эта внутренняя	2	2
249	ничего не	4	2
250	показывает как	1	2
251	видим что	1	2
252	тех или	1	2
253	в сознании	2	2
254	этом отношении	1	2
255	их от	1	2
256	есть к	1	2
257	мы найдем	3	2
258	в основу	1	2
259	есть только	1	2
260	на это	1	2
261	без всякого	1	2
262	то или	1	2
263	приводит к	1	2
264	этими словами	1	2
265	это только	1	2
266	с ним	7	2
267	все дело	1	2
268	и здесь	3	2
269	зрения на	7	2
270	но и	16	2
271	случае не	1	2
272	нас в	2	2
273	в евгении	2	2
274	и во	3	2
275	этих слов	1	2
276	направлений в	1	2
277	в другой	2	2
278	наконец в	2	2
279	и следовательно	7	2
280	в него	3	2
281	к нему	5	2
282	тот же	1	2
283	которых они	1	2
284	и потому	4	2
285	никак нельзя	1	2
286	бы ни	3	2
287	в качестве	3	2
288	которой оно	1	2
289	из которого	1	2
290	вот что	1	2
291	уже не	2	2
292	в поэзии	3	2
293	в жизни	1	2
294	от других	2	2
295	из них	3	2
296	и их	1	2
297	в одном	2	2
298	к ним	1	2
299	но что	1	2
300	речь и	3	2
301	как раз	2	2
302	в каком	1	2
303	себя и	1	2
304	что для	1	2
305	подводится под	1	2
306	то и	1	2
307	того который	1	2
308	о чем	1	2
309	когда она	1	2
310	мы видели	1	2
311	в особый	2	2
312	и там	3	2
313	образ и	1	2
314	в изучении	1	2
315	отличается от	1	2
316	от социального	1	2
317	не знаем	1	2
318	и может	3	2
319	и от	4	2
320	его не	1	2
321	от него	1	2
322	бы в	1	2
323	на один	2	2
324	из этого	3	2
325	всегда в	2	1
326	от этой	2	1
327	что отношение	1	1
328	рассматривается как	1	1
329	связана с	2	1
330	поэтической речи	1	1
331	в первом	3	1
332	по преимуществу	4	1
333	ведь и	1	1
334	чем именно	1	1
335	не дано	1	1
336	в несколько	1	1
337	при анализе	1	1
338	попытки создания	1	1
339	и свой	1	1
340	в первый	1	1
341	единство и	3	1
342	именно к	1	1
343	однако этот	2	1
344	но она	1	1
345	и ее	3	1
346	степени не	1	1
347	в ней	4	1
348	свою очередь	2	1
349	относит к	1	1
350	который может	1	1
351	роман как	1	1
352	на другом	1	1
353	собой в	1	1
354	еще не	4	1
355	и на	14	1
356	в последних	1	1
357	время в	1	1
358	может сделать	1	1
359	бы то	1	1
360	с его	4	1
361	во всех	17	1
362	там и	1	1
363	по своему	2	1
364	а следовательно	1	1
365	в сторону	1	1
366	для всякого	1	1
367	нет и	1	1
368	в прозу	1	1
369	за пределы	4	1
370	один и	1	1
371	каково бы	1	1
372	сущности всегда	1	1
373	к автору	2	1
374	каждое поколение	1	1
375	плоскости с	1	1
376	что как	1	1
377	в различные	2	1
378	в известной	2	1
379	и нет	1	1
380	в одних	1	1
381	перед нами	4	1
382	и слова	1	1
383	могли бы	1	1
384	и наконец	4	1
385	его к	1	1
386	вносит в	2	1
387	конечно не	3	1
388	и свою	1	1
389	от самого	1	1
390	то в	2	1
391	из самых	1	1
392	этот новый	1	1
393	еще далеко	1	1
394	выражение в	3	1
395	разных точек	1	1
396	и создается	1	1
397	только один	1	1
398	и те	2	1
399	вследствие этого	1	1
400	одно и	2	1
401	а вовсе	2	1
402	широком смысле	2	1
403	на его	8	1
404	весь свой	1	1
405	труда и	1	1
406	как оно	3	1
407	задний план	1	1
408	в лирике	1	1
409	время и	2	1
410	вокруг себя	1	1
411	различные формы	2	1
412	в понимании	3	1
413	он должен	1	1
414	к одному	1	1
415	все ее	1	1
416	этого мышления	1	1
417	ни было	2	1
418	мнения по	1	1
419	пример может	1	1
420	одному и	2	1
421	в нее	1	1
422	конца и	3	1
423	не бывает	1	1
424	человека в	1	1
425	лирическими но	1	1
426	могла бы	1	1
427	а затем	1	1
428	есть все	1	1
429	учением о	1	1
430	конечно в	1	1
431	связанных с	4	1
432	на все	2	1
433	только своим	2	1
434	а как	2	1
435	не умеет	1	1
436	особенно в	1	1
437	подходит к	1	1
438	это не	6	1
439	этого целого	1	1
440	но их	1	1
441	и правды	1	1
442	чаще всего	1	1
443	в большей	3	1
444	от всякой	3	1
445	на этот	1	1
446	исходили из	1	1
447	ни одной	1	1
448	автору и	1	1
449	и уже	1	1
450	всегда и	1	1
451	и вне	1	1
452	человек имеет	1	1
453	как сказано	3	1
454	значит не	1	1
455	чем в	1	1
456	автора и	4	1
457	как таковой	1	1
458	и того	1	1
459	и индивидуальная	2	1
460	двух планах	1	1
461	или к	3	1
462	и становится	1	1
463	освобождает от	1	1
464	места в	1	1
465	для него	3	1
466	вносят в	2	1
467	но если	1	1
468	из общего	1	1
469	возможности в	2	1
470	мы называем	1	1
471	языка от	1	1
472	что говорит	1	1
473	социально но	1	1
474	простое и	1	1
475	и задачами	1	1
476	всего именно	1	1
477	и более	1	1
478	только те	1	1
479	например стихотворение	1	1
480	однако в	1	1
481	с такими	1	1
482	ним в	1	1
483	зрения и	2	1
484	этой работы	1	1
485	же мы	1	1
486	этих эпох	1	1
487	определяют собою	1	1
488	приводят к	1	1
489	произведения это	1	1
490	при всех	2	1
491	и развивается	1	1
492	оба эти	1	1
493	самого начала	1	1
494	дело не	2	1
495	ними не	1	1
496	дело в	1	1
497	к изучению	1	1
498	в самых	2	1
499	на котором	1	1
500	только и	1	1
501	через этот	1	1
502	поэтическое произведение	1	1
