N	4gram	Trubetskoy_1	Myshleni
1	заключается в том что	1	6
2	одного и того же	1	4
3	и во всяком случае	1	2
4	и вместе с тем	2	2
5	в том виде как	1	2
6	во всяком случае не	1	1
7	друг с другом в	1	1
8	не подлежит никакому сомнению	1	1
9	в том числе и	1	1
10	на том основании что	1	1
11	подлежит никакому сомнению что	1	1
12	бы то ни было	1	1
13	в тот или иной	1	1
14	указывает на то что	1	1
15	в основе его лежит	1	1
16	основе его лежит не	1	1
17	во всех этих случаях	1	1
18	мы говорили в начале	1	1
19	в совершенно ином виде	1	1
