N	4gram	Tiupa_Disk_2	Analitik
1	покойного ивана петровича белкина	1	4
2	повести покойного ивана петровича	1	3
3	ивана петровича белкина изданные	1	3
4	одного и того же	2	3
5	в то же время	4	3
6	петровича белкина изданные а.п	1	3
7	в поход почти отроками	1	2
8	одной и той же	1	2
9	суженого конем не объедешь	1	2
10	мы имеем дело не	1	2
11	ивана петровича белкина в	1	2
12	дело в том что	2	2
13	присутствия я в мире	1	2
14	что в имени тебе	1	2
15	притчи о блудном сыне	2	2
16	недостаточность психологических мотивировок в	1	1
17	должен не у-влекать слушателей	1	1
18	сюжетов гробовщика и барышни-крестьянки	1	1
19	стрелке-мухобое вы смеетесь графиня?	1	1
20	анекдота граф б с	1	1
21	без сапог обойдется а	1	1
22	и безымянного шестнадцатилетнего улана	1	1
23	уникальный контрапункт пронизывающий поэтику	1	1
24	из станционного смотрителя сегодня	1	1
25	сентенцию ср из станционного	1	1
26	бутылку или из барышни-крестьянки	1	1
27	тогдашних офицеров не сознается	1	1
28	была минута тогда как	1	1
29	этими атрибутами гусарства отставного	1	1
30	остроту ср из выстрела	1	1
31	чин приличный юноше но	1	1
32	всей серьезностью осуществляющие некий	1	1
33	этом и сам текст	1	1
34	историческую действительность с универсальными	1	1
35	практике притчевую схему блудного	1	1
36	им совпадают с теми	1	1
37	излишним впрочем уверяем читателя	1	1
38	пронизывающий поэтику данного цикла	1	1
39	сердце при слове отечество	1	1
40	с типичными героями анекдота	1	1
41	а для него отца-государя	1	1
42	притче как и анекдоту	1	1
43	своем анекдот конденсируется в	1	1
44	что русской женщине обязан	1	1
45	которого пушкинские повести с	1	1
46	в пределах одной фразы	1	1
47	поскольку вполне принадлежат первый	1	1
48	композиции неразвернутость характеристик и	1	1
49	явную анекдотичность сюжетов гробовщика	1	1
50	помещаем полагая его излишним	1	1
51	одной фразы обнаруживается порой	1	1
52	из барышни-крестьянки куда нам	1	1
53	анекдотам назидательность однозначную серьезность	1	1
54	на практике притчевую схему	1	1
55	и анекдоту их общим	1	1
56	так называемого чувства юмора	1	1
57	укрупненных деталей краткость и	1	1
58	вследствие которого пушкинские повести	1	1
59	сам текст анекдота выбор	1	1
60	повести с позиций классического	1	1
61	из тогдашних офицеров не	1	1
62	остаются на границах литературного	1	1
63	которого анекдот легко может	1	1
64	общечеловеческими ценностями ср с	1	1
65	даже в пределах одной	1	1
66	исторического бытия с малым	1	1
67	него отца-государя в.т какая	1	1
68	картинок но они же	1	1
69	герой притчи владимир развивающий	1	1
70	индивидуального интимного быта ср	1	1
71	в атласе да бархате	1	1
72	акцентированная роль немногочисленных и	1	1
73	шлафорк упоминаемые в метели	1	1
74	покаянного возвращения по схеме	1	1
75	запрета есть профанация священного	1	1
76	на примере такой частности	1	1
77	блудных детей становится героем	1	1
78	поэтику данного цикла в	1	1
79	священного новелла ночной жанр	1	1
80	или острота наизнанку глупость	1	1
