N	2gram	Tiupa_Narr_1	Istorich
1	что он	3	24
2	и т	1	19
3	не только	31	18
4	т д	1	18
5	может быть	15	17
6	мы имеем	3	15
7	и в	11	15
8	никогда не	4	15
9	в лесу	1	15
10	так как	1	14
11	но и	27	14
12	так же	1	13
13	что в	3	12
14	то что	9	12
15	а в	13	12
16	в этом	12	11
17	об этом	6	11
18	в этих	2	11
19	и не	23	11
20	то же	8	10
21	его в	1	10
22	этих случаях	1	10
23	еще не	4	9
24	все же	4	9
25	в другом	1	9
26	с тем	1	9
27	и здесь	1	9
28	потому что	5	9
29	должны были	1	8
30	он не	3	8
31	связи с	2	8
32	один из	6	8
33	мы увидим	1	8
34	мы можем	2	8
35	детей в	1	8
36	в нем	4	7
37	таким образом	1	7
38	том что	7	7
39	не в	6	7
40	ничего не	2	7
41	смерти и	1	7
42	вместе с	2	7
43	сих пор	2	7
44	но в	7	6
45	что это	1	6
46	в его	6	6
47	что и	1	6
48	мы уже	1	6
49	до сих	2	6
50	наряду с	1	6
51	как бы	6	6
52	в том	8	6
53	только в	12	6
54	точно так	1	6
55	же как	1	5
56	и есть	1	5
57	представляет собой	8	5
58	как в	4	5
59	с этим	1	5
60	и наконец	1	5
61	что она	1	5
62	но все	1	5
63	этого не	2	5
64	в котором	1	5
65	в русской	3	5
66	так и	5	5
67	она не	2	5
68	к нему	4	5
69	в одном	4	5
70	прежде всего	4	5
71	а не	13	5
72	в связи	2	5
73	не может	8	5
74	к тому	6	5
75	в ней	4	4
76	и на	5	4
77	в себе	6	4
78	в этой	6	4
79	и они	1	4
80	при этом	19	4
81	и с	3	4
82	но они	3	4
83	дело не	2	4
84	того как	1	4
85	для нас	1	4
86	о нем	3	4
87	с одной	1	4
88	его и	2	4
89	у нее	4	4
90	у него	7	4
91	тем что	1	4
92	связь с	1	4
93	но это	1	4
94	как она	2	4
95	одной из	1	4
96	к этой	1	4
97	они не	1	4
98	мы не	3	3
99	не происходит	1	3
100	не совсем	1	3
101	он был	1	3
102	что ее	1	3
103	когда он	1	3
104	привести к	1	3
105	из этих	4	3
106	как он	1	3
107	на то	2	3
108	подобно тому	3	3
109	на печке	1	3
110	уже знаем	1	3
111	он и	2	3
112	не мог	6	3
113	в их	1	3
114	когда она	1	3
115	что после	1	3
116	что этот	1	3
117	и его	10	3
118	как будто	3	3
119	встречается в	1	3
120	так в	4	3
121	роль в	2	3
122	мог бы	1	3
123	по мере	2	3
124	о том	4	3
125	а именно	1	3
126	того что	4	3
127	же можно	1	3
128	в качестве	14	3
129	по отношению	3	3
130	представляют собой	3	3
131	одной стороны	1	3
132	что мы	2	3
133	как это	3	3
134	тому как	3	3
135	все это	1	3
136	отношению к	3	3
137	например в	1	2
138	самом деле	3	2
139	на самом	1	2
140	так у	1	2
141	этих действий	1	2
142	и для	2	2
143	в сущности	2	2
144	что иное	1	2
145	принадлежит к	1	2
146	ни один	1	2
147	хотя бы	2	2
148	и то	3	2
149	в которых	1	2
150	иное как	1	2
151	во всех	1	2
152	но не	4	2
153	не все	1	2
154	не просто	1	2
155	его на	1	2
156	вспомним что	1	2
157	перед нами	5	2
158	к чему	3	2
159	в которой	1	2
160	это за	1	2
161	тому же	6	2
162	не могла	2	2
163	главным образом	1	2
164	так сказать	2	2
165	состоит в	10	2
166	в силу	1	2
167	и по	1	2
168	человека в	2	2
169	могла бы	1	2
170	из них	4	2
