N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	56
2	в его	1	18
3	все эти	2	15
4	в этом	7	14
5	в том	8	13
6	так и	2	13
7	в то	2	12
8	и его	1	12
9	в них	4	11
10	в этих	1	11
11	и т.п	2	11
12	и до	1	10
13	мы уже	1	10
14	еще не	3	10
15	в эпоху	9	10
16	эпохи в	1	9
17	в самом	1	9
18	и не	11	9
19	только в	1	9
20	но и	3	9
21	в сущности	1	8
22	во всех	3	8
23	не только	5	8
24	в нем	5	8
25	и с	2	8
26	и их	1	8
27	и даже	2	8
28	до сих	1	8
29	по своему	4	8
30	сих пор	1	8
31	все это	5	8
32	том что	2	8
33	и на	2	7
34	в большинстве	1	7
35	были еще	1	7
36	у него	2	7
37	в ее	3	6
38	в этой	1	6
39	но в	2	6
40	эпохи и	4	6
41	большинстве случаев	1	6
42	связаны с	2	6
43	прежде всего	4	6
44	в той	1	6
45	все они	2	6
46	и все	4	6
47	потому что	4	6
48	с ее	5	5
49	с его	6	5
50	но не	2	5
51	он не	8	5
52	роль в	2	5
53	такой же	2	5
54	во время	1	5
55	своего рода	1	5
56	никогда не	6	5
57	в области	1	5
58	не было	4	5
59	как и	7	5
60	что в	9	5
61	есть и	1	5
62	они не	1	5
63	и потому	4	4
64	в ней	5	4
65	не был	1	4
66	за пределы	3	4
67	и к	5	4
68	в которой	1	4
69	в себе	2	4
70	их в	1	4
71	что все	2	4
72	и более	1	4
73	одна из	2	4
74	того чтобы	2	4
75	по своей	1	4
76	во всем	1	4
77	в духе	3	4
78	того времени	1	4
79	времени и	2	4
80	и которые	1	4
81	о том	4	4
82	с одной	2	4
83	конечно не	3	4
84	так как	1	4
85	в основе	3	4
86	на них	1	3
87	в своем	1	3
88	во времена	1	3
89	не в	6	3
90	но он	1	3
91	во все	1	3
92	характер и	1	3
93	в образе	1	3
94	а также	1	3
95	времени в	2	3
96	это была	1	3
97	как например	1	3
98	уже не	2	3
99	может быть	7	3
100	к которому	1	3
101	не на	1	3
102	сказать что	3	3
103	не были	1	3
104	он видел	1	3
105	то что	4	3
106	том числе	1	3
107	новое время	4	2
108	лишь там	1	2
109	в средние	3	2
110	по преимуществу	1	2
111	был и	1	2
112	из всех	1	2
113	мы не	2	2
114	с другой	3	2
115	совсем не	12	2
116	значение и	1	2
117	себе и	1	2
118	в центре	2	2
119	хотя и	2	2
120	с их	2	2
121	что она	2	2
122	и еще	1	2
123	людей и	1	2
124	эпоху ренессанса	1	2
125	в мире	3	2
126	ни в	6	2
127	с тем	3	2
128	он и	1	2
129	в своей	3	2
130	в котором	1	2
131	мир и	2	2
132	не могли	2	2
133	и отдельных	1	2
134	в каком	1	2
135	числе и	1	2
136	и явления	1	2
137	культуры и	7	2
138	то время	1	2
139	с собой	1	2
140	во многом	1	2
141	с ним	1	2
142	можно сказать	1	2
143	в значительной	1	2
144	и во	1	2
145	к нему	1	2
146	власти и	1	2
147	было бы	1	2
148	что он	1	2
149	это не	4	2
150	вопрос об	1	2
151	уже в	1	2
152	в известном	1	2
153	из них	1	2
154	к ним	3	2
155	для того	1	2
156	человека и	3	2
157	возможно что	1	2
158	нового времени	12	2
159	одной стороны	2	2
160	а на	1	2
161	был в	1	2
162	не может	16	2
163	вместе с	2	2
164	так же	2	2
165	всех странах	1	2
166	нет ни	1	2
167	а не	17	2
168	возврата к	1	2
169	но это	6	2
170	никогда еще	1	2
171	и для	4	2
172	себя на	1	2
173	мира и	2	2
174	в эту	1	2
175	основе их	1	2
176	а в	2	2
177	связанный с	1	2
178	другой стороны	2	2
179	средние века	7	2
180	от всех	1	2
181	культуры в	5	2
182	он часто	1	2
183	смысле слова	3	1
184	ночь не	1	1
185	он также	1	1
186	своей замечательной	1	1
187	в этот	1	1
188	того же	1	1
189	становится в	1	1
190	перед лицом	1	1
191	времени он	1	1
192	большую роль	4	1
193	вопрос о	3	1
194	равно как	2	1
195	то это	1	1
196	жизни это	1	1
197	в чем	1	1
198	обоснования и	1	1
199	то он	1	1
200	в эти	1	1
201	в новом	2	1
202	значение для	1	1
203	основу их	1	1
204	себя в	2	1
205	одного и	1	1
206	как в	3	1
207	для всех	1	1
208	что нет	1	1
209	на человека	1	1
210	глубже чем	1	1
211	жизни к	4	1
212	мира эти	1	1
213	и у	1	1
214	он в	1	1
215	из этих	1	1
216	техникой и	1	1
217	все слова	1	1
218	но ведь	1	1
219	можно лишь	1	1
220	жизнью и	1	1
221	вообще не	1	1
222	для нового	2	1
223	к одному	1	1
224	не к	2	1
225	подобно тому	3	1
226	в нее	1	1
227	можно было	2	1
228	в основу	1	1
229	это конечно	1	1
230	всех великих	1	1
231	из духовной	1	1
232	лишь в	6	1
233	это было	3	1
234	с другими	1	1
235	отсутствие единого	1	1
236	этом смысле	2	1
237	и правды	1	1
238	в новое	3	1
239	новый мир	1	1
240	нового исторического	1	1
