N	3gram	Bakhtin_Pr_1	Myslijsy
1	в том что	3	16
2	смысле этого слова	1	7
3	по отношению к	19	5
4	не в том	1	5
5	а в том	1	5
6	то же время	3	5
7	в то же	3	5
8	с другой стороны	4	4
9	но и в	2	4
10	не есть ни	1	4
11	в то время	1	4
12	не только в	2	4
13	то есть не	1	4
14	далеко не все	1	3
15	до сих пор	1	3
16	может быть только	3	3
17	с одной стороны	3	3
18	в том как	1	3
19	в свою очередь	1	3
20	и т д	1	3
21	в том смысле	1	3
22	тем не менее	3	3
23	для того чтобы	2	3
24	не может быть	11	3
25	то есть к	1	3
26	и может быть	1	2
27	а между тем	1	2
28	в этом последнем	1	2
29	подобно тому как	1	2
30	в том же	2	2
31	именно то что	1	2
32	в этом отношении	2	2
33	и т п	13	2
34	не могла бы	1	2
35	в первом случае	1	2
36	не могут быть	2	2
37	и в том	1	2
38	именно в том	1	2
39	так и в	2	2
40	как и в	1	2
41	и в самом	1	2
42	можно сказать что	2	2
43	к тому что	1	2
44	имеет для него	1	2
45	одной стороны и	1	1
46	том смысле что	1	1
47	могли бы быть	1	1
48	в чем не	2	1
49	дает нам право	1	1
50	и теперь еще	1	1
51	в свое время	1	1
52	в слове как	1	1
53	проч но не	1	1
54	значение слова для	1	1
55	равно как и	1	1
56	не говоря уже	1	1
57	на самом деле	3	1
58	в самом деле	3	1
59	то же самое	2	1
60	в искусстве по	1	1
61	искусства может быть	1	1
62	всего человека с	1	1
63	говоря уже о	1	1
64	и в других	1	1
65	сами по себе	1	1
66	то есть вне	1	1
67	бы ни было	1	1
68	в строгом смысле	2	1
69	что все эти	1	1
70	но каким образом	1	1
71	относится к нему	1	1
72	в поэтическом произведении	1	1
73	и не менее	1	1
74	от них в	1	1
75	относится к содержанию	1	1
76	с ними в	1	1
77	но не все	1	1
78	в противном случае	3	1
79	не может но	1	1
80	со всех сторон	2	1
81	к миру и	2	1
82	то время как	1	1
83	его связь с	1	1
84	в таких случаях	1	1
85	по себе не	1	1
86	в данном случае	4	1
87	к вопросу о	1	1
88	отношения к миру	1	1
89	художественное произведение и	1	1
90	например при восприятии	1	1
91	притом не только	1	1
92	не имели бы	1	1
93	его отношение к	1	1
94	и проч а	1	1
95	при восприятии не	1	1
96	только в таком	1	1
97	в себе все	1	1
98	строгом смысле этого	1	1
99	внутреннего и внешнего	1	1
100	уже не к	1	1
101	и содержание в	1	1
102	и проч и	1	1
103	так относится к	1	1
104	таким образом в	1	1
105	тем что оно	1	1
106	тем самым и	1	1
107	далеко не всегда	3	1
108	и тем самым	2	1
109	если бы мы	1	1
110	скажем только что	1	1
111	нас за пределы	2	1
112	в художественном произведении	4	1
113	не может стать	1	1
114	на то что	1	1
115	может и не	2	1
116	как мы уже	1	1
117	таким образом и	1	1
118	значение только как	1	1
119	может быть объяснено	1	1
120	форму в художественном	1	1
121	быть не может	1	1
122	так и художественное	1	1
123	все то что	3	1
124	и проч но	3	1
125	формы и содержания	2	1
126	то что называют	1	1
