N	2gram	Vygotskiy__3	Problema
1	и в	38	44
2	вовсе не	8	37
3	и не	10	35
4	не есть	1	35
5	то есть	15	34
6	может быть	19	28
7	потому что	14	25
8	не просто	2	23
9	то что	35	23
10	в том	25	21
11	только в	4	19
12	а не	7	18
13	в этом	13	17
14	если мы	6	16
15	для нас	8	16
16	сказать что	4	16
17	когда мы	2	15
18	художественного произведения	1	14
19	и то	8	14
20	не только	12	14
21	и даже	4	14
22	и т	14	13
23	то же	10	13
24	т д	4	13
25	не в	12	13
26	но в	3	12
27	том что	14	12
28	так что	8	12
29	в басне	37	11
30	не является	1	11
31	то это	2	10
32	отнюдь не	2	10
33	так и	1	10
34	как и	8	10
35	у нас	2	10
36	в виду	4	10
37	но и	5	10
38	не имеет	6	9
39	в нем	4	9
40	и с	1	9
41	это не	1	9
42	и тем	3	9
43	в то	3	9
44	и это	8	9
45	никак не	7	9
46	в его	5	9
47	что и	4	9
48	что он	11	9
49	так как	6	9
50	в данном	2	9
51	как бы	14	9
52	же самое	10	9
53	таким образом	12	9
54	во всяком	2	9
55	у гоголя	1	8
56	перед нами	8	8
57	в себе	4	8
58	он не	6	8
59	было бы	12	8
60	ни в	3	8
61	но это	3	8
62	и вообще	1	8
63	как раз	8	8
64	как мы	7	8
65	здесь не	3	8
66	того что	4	8
67	при помощи	4	8
68	а именно	1	8
69	что же	2	8
70	художественное произведение	1	8
71	что мы	1	8
72	что в	20	8
73	это и	1	7
74	мы не	5	7
75	на самом	2	7
76	все эти	4	7
77	мы должны	1	7
78	указывает на	6	7
79	ничего общего	1	7
80	данном случае	2	7
81	с ним	2	7
82	и что	18	7
83	с другой	7	7
84	уже не	2	7
85	еще и	2	7
86	не может	7	7
87	и потому	1	7
88	в целом	4	6
89	все же	8	6
90	и к	3	6
91	о том	6	6
92	и если	6	6
93	ясно что	6	6
94	того или	1	6
95	но если	4	6
96	но только	8	6
97	никогда не	4	6
98	для этого	2	6
99	можно сказать	1	6
100	и только	3	6
101	всяком случае	2	6
102	мы можем	7	6
103	в виде	2	6
104	жизни и	1	6
105	и есть	1	5
106	едва ли	3	5
107	есть не	1	5
108	еще не	1	5
109	что они	4	5
110	в своем	5	5
111	хотя и	1	5
112	с тем	8	5
113	есть именно	2	5
114	точки зрения	16	5
115	в своей	5	5
116	нас не	1	5
117	тем самым	1	5
118	как о	1	5
119	и его	6	5
120	и о	3	5
121	которое мы	3	5
122	в ней	15	5
123	и здесь	6	5
124	что здесь	2	5
125	с той	4	5
126	только на	1	5
127	то и	3	5
128	гораздо более	1	5
129	в конце	2	5
130	не было	1	5
131	так же	2	5
132	как в	4	5
133	этого слова	2	5
134	все это	3	5
135	собственно говоря	1	5
136	а в	7	5
137	с ней	1	5
138	другой стороны	5	5
139	в таком	3	5
140	скажет что	1	4
141	не имеют	2	4
142	мы уже	7	4
143	время как	4	4
144	в чем	1	4
145	но как	2	4
146	только при	1	4
147	тут же	1	4
148	и вовсе	1	4
149	могли бы	5	4
150	то время	2	4
151	при этом	4	4
152	образа и	1	4
153	заключается в	7	4
154	тому что	6	4
155	нет никакого	2	4
156	можно ли	1	4
157	дело в	1	4
158	и притом	1	4
159	есть только	2	4
160	отличается от	1	4
161	в ее	7	4
162	можно было	1	4
163	это вовсе	1	4
164	мы в	2	4
165	мы могли	4	4
166	всякого рода	1	4
167	что даже	2	4
168	совсем другое	1	4
169	никакого отношения	1	4
170	тем что	3	4
171	это будет	2	4
172	нас в	1	4
173	мы говорим	1	4
174	ни от	1	4
175	это значит	1	4
176	или в	5	4
177	совершенно не	5	4
178	отношения к	2	3
179	же как	1	3
180	то в	1	3
181	выражается в	1	3
182	и больше	2	3
183	и значение	3	3
184	часто бывает	1	3
185	и ее	2	3
186	это же	2	3
187	там и	1	3
188	но не	1	3
189	с самой	2	3
190	уже как	2	3
191	кроме того	1	3
192	и как	8	3
193	в самом	25	3
194	что это	10	3
195	в этой	13	3
196	на то	16	3
197	что у	7	3
198	что тут	1	3
199	одно и	3	3
200	но все	1	3
201	значение в	1	3
202	его в	3	3
