N	2gram	Ircho_Kome_1	Problemy
1	и в	22	35
2	как бы	1	31
3	и не	8	27
4	что он	6	24
5	в его	5	21
6	но в	4	19
7	как и	9	18
8	к себе	1	18
9	не может	2	18
10	в нем	4	16
11	то есть	1	16
12	то же	6	15
13	и все	3	15
14	в сущности	2	14
15	в этом	3	14
16	и его	8	14
17	может быть	9	14
18	но и	11	14
19	все это	5	14
20	он не	3	13
21	к нему	2	13
22	и с	3	12
23	в другом	4	12
24	прежде всего	5	12
25	и к	1	12
26	по замыслу	1	11
27	в то	10	11
28	слова и	1	11
29	не только	10	10
30	не в	6	10
31	же время	4	10
32	то что	2	10
33	на самом	1	9
34	в отношении	6	9
35	ни одного	1	9
36	мы уже	1	8
37	все же	3	8
38	самого начала	1	8
39	как мы	4	8
40	с самого	1	8
41	так и	5	8
42	и для	1	8
43	потому что	5	8
44	еще не	2	7
45	таким образом	8	7
46	для себя	2	7
47	и сам	3	7
48	в виде	3	7
49	вовсе не	2	7
50	так же	3	7
51	что же	1	7
52	точки зрения	4	7
53	с ним	1	7
54	а в	6	7
55	отношении к	1	7
56	отношению к	3	7
57	и на	3	6
58	но не	2	6
59	по отношению	3	6
60	отношение к	3	6
61	что они	4	6
62	в самом	2	6
63	что у	2	6
64	в каждом	1	6
65	к тому	6	6
66	он с	1	6
67	в одном	8	6
68	и что	1	6
69	только в	3	6
70	но это	2	6
71	от него	1	6
72	не знает	1	6
73	что в	6	6
74	как в	5	5
75	в себе	2	5
76	на протяжении	4	5
77	в конце	6	5
78	даже в	3	5
79	во время	5	5
80	на него	4	5
81	да и	3	5
82	его с	1	5
83	и это	1	5
84	диалог с	1	5
85	в глаза	1	5
86	в том	11	5
87	так что	1	5
88	и даже	5	5
89	к своему	1	5
90	этого слова	1	5
91	в мире	1	4
92	он в	1	4
93	в чем	3	4
94	над собой	1	4
95	что это	1	4
96	на его	5	4
97	и вот	4	4
98	вы думаете	1	4
99	последнее слово	1	4
100	но все	1	4
101	же не	1	4
102	его в	3	4
103	в них	3	4
104	в эту	1	4
105	но он	2	4
106	друг другу	1	4
107	по себе	1	4
108	и без	2	4
109	во всем	1	4
110	как раз	3	4
111	слова о	2	4
112	как будто	2	4
113	протяжении всего	2	4
114	где он	2	4
115	говорили что	1	4
116	еще в	5	4
117	все его	1	4
118	между тем	5	4
119	говорит он	1	4
120	наконец в	1	4
121	которым он	1	4
122	и у	3	4
123	только на	1	4
124	не принимает	1	4
125	всяком случае	2	4
126	так как	4	4
127	у него	3	4
128	тем что	4	4
129	с другой	5	4
130	и прежде	1	4
131	до конца	2	4
132	по своему	3	4
133	в той	1	4
134	бы в	1	4
135	но зато	1	4
136	тот же	3	4
137	во всяком	2	4
138	а между	1	3
139	за собой	1	3
140	высшей степени	1	3
141	говорить о	1	3
142	бы то	2	3
143	во всех	1	3
144	совсем не	2	3
145	в общем	1	3
146	за пределы	2	3
147	с этим	1	3
148	когда он	1	3
149	его к	1	3
150	поэтому он	1	3
151	в целом	3	3
152	ее как	1	3
153	тому же	6	3
154	в братьях	1	3
155	то ни	2	3
156	было бы	2	3
157	нет в	1	3
158	в высшей	1	3
159	с тем	1	3
160	такой же	2	3
161	в котором	4	3
162	к одному	1	3
163	собой и	2	3
164	которого он	1	3
165	ничего не	3	3
166	к концу	1	3
167	с ее	2	3
168	всего этого	2	3
169	с человеком	1	3
170	время не	1	3
171	и во	2	3
172	что и	4	3
173	в форме	2	3
174	того что	1	3
175	нуждается в	1	3
176	думаете что	1	3
177	уже в	5	3
178	из них	10	3
179	даже и	1	3
180	а с	1	3
181	эти слова	1	3
182	сам не	1	3
183	в начале	3	3
184	которой он	1	3
185	не мог	3	3
186	конце концов	4	3
187	только что	2	3
188	ни было	2	3
189	том что	12	3
190	сказать что	1	3
191	другой стороны	5	3
192	зависимость от	1	2
193	чтобы не	1	2
194	сам по	1	2
195	его же	1	2
196	из его	4	2
197	а как	1	2
198	же ты	1	2
199	время как	4	2
200	в каждой	1	2
201	в ней	1	2
202	в которых	1	2
203	быть в	1	2
204	столь же	2	2
205	бы не	1	2
206	но конечно	1	2
207	должна была	2	2
208	друг на	1	2
209	отличие от	2	2
210	однако в	3	2
211	материалом для	1	2
212	в своем	1	2
213	мы можем	4	2
214	хотя и	3	2
215	и как	3	2
216	них он	1	2
217	в этот	1	2
