N	2gram	Voloshinov_1	PoTuStor
1	может быть	14	17
2	и в	12	16
3	и пр	3	12
4	в этом	4	9
5	и проч	3	9
6	таким образом	12	9
7	и только	1	9
8	мы можем	2	9
9	прежде всего	8	9
10	и с	3	8
11	точки зрения	14	8
12	в психике	2	8
13	и его	13	8
14	не может	16	8
15	с его	2	7
16	не только	4	7
17	сказать что	7	7
18	я и	1	6
19	самом деле	3	6
20	конечно не	3	6
21	при этом	6	6
22	с точки	2	6
23	и это	1	6
24	для него	3	6
25	и к	4	6
26	еще не	3	5
27	в чем	2	5
28	отношение к	4	5
29	все эти	3	5
30	сознание и	1	5
31	только для	1	5
32	ни в	3	5
33	нуждается в	3	5
34	как бы	13	5
35	на самом	4	4
36	и ее	3	4
37	и на	4	4
38	отнюдь не	5	4
39	и наконец	3	4
40	но в	5	4
41	в нем	6	4
42	его в	4	4
43	художественного творчества	3	4
44	все это	3	4
45	самого начала	1	4
46	как мы	1	4
47	с ее	1	4
48	с самого	1	4
49	так и	4	4
50	но мы	2	4
51	можно сказать	5	4
52	в его	2	4
53	только в	6	4
54	и их	1	4
55	так как	9	4
56	но и	3	4
57	и не	10	4
58	и все	2	4
59	хотя бы	5	4
60	едва ли	2	3
61	и значение	2	3
62	во всех	1	3
63	в общем	1	3
64	и художественного	1	3
65	и вот	1	3
66	на этом	1	3
67	этом смысле	1	3
68	том что	5	3
69	сих пор	3	3
70	в одном	1	3
71	по крайней	1	3
72	и притом	2	3
73	в основе	1	3
74	до сих	3	3
75	чем не	1	3
76	и оно	1	3
77	те же	2	3
78	в конечном	1	3
79	с другими	2	3
80	крайней мере	1	3
81	и она	1	3
82	в том	6	3
83	в большинстве	1	3
84	только на	3	3
85	всяком случае	1	3
86	в области	1	3
87	и др	5	3
88	вместе с	2	3
89	и потому	2	3
90	как это	2	3
91	могут быть	2	3
92	в основном	2	3
93	что в	2	3
94	в этих	2	3
95	то что	5	3
96	между ними	2	3
97	только как	1	3
98	жизни и	4	3
99	во всяком	1	3
100	ту же	1	2
101	же как	1	2
102	нам кажется	1	2
103	определить как	1	2
104	в самом	4	2
105	мы уже	1	2
106	мы не	3	2
107	и о	1	2
108	что можно	1	2
109	на них	1	2
110	между собой	2	2
111	конечном счете	1	2
112	за пределы	4	2
113	что это	1	2
114	в переводе	1	2
115	он не	2	2
116	нашего времени	1	2
117	и по	3	2
118	то же	5	2
119	связанных с	1	2
120	на ранних	1	2
121	на протяжении	1	2
122	и мы	1	2
123	было бы	1	2
124	в жизни	5	2
125	кажется что	1	2
126	в них	3	2
127	как и	5	2
128	в своей	3	2
129	можем сказать	2	2
130	и вся	1	2
131	не менее	3	2
132	в науке	1	2
133	не нуждается	1	2
134	никогда не	5	2
135	только и	1	2
136	всей жизни	1	2
137	сводится к	1	2
138	здесь же	1	2
139	так называемый	1	2
140	в каком	3	2
141	все то	1	2
142	не могут	1	2
143	на границе	3	2
144	что оно	1	2
145	как не	2	2
146	на основе	1	2
147	только то	1	2
148	в пределах	3	2
149	по аналогии	1	2
150	для этого	1	2
151	и вообще	3	2
152	с ним	3	2
153	о том	3	2
154	аналогии с	1	2
155	для нас	7	2
156	ранних ступенях	1	2
157	что и	2	2
158	субъективного сознания	1	2
159	и так	2	2
160	есть в	1	2
161	не можем	1	2
162	если мы	1	2
163	можно определить	1	2
164	на этих	1	2
165	в душе	2	2
166	к ним	2	2
167	у него	1	2
168	момент в	1	2
169	дела с	1	2
170	и т.п	1	2
171	оно не	2	2
172	себя и	2	2
173	что не	4	2
174	не на	1	2
175	что мы	5	2
176	с помощью	6	2
177	в частности	1	2
178	так же	3	2
179	ненависть к	1	2
180	с этой	2	2
181	но это	2	2
182	и таким	1	2
183	это последнее	1	2
184	протяжении всей	1	2
185	к другим	1	2
186	и для	3	2
187	не существует	1	2
188	но отнюдь	2	2
189	но зато	2	2
190	ни было	4	2
191	не есть	2	2
192	это делает	1	2
193	все остальные	1	2
194	не знает	1	2
195	всех других	1	2
196	к этому	2	2
197	они не	1	2
198	вырастает из	1	1
199	мы здесь	1	1
200	и то	2	1
201	словами и	2	1
202	других областей	1	1
203	это и	1	1
204	когда человек	1	1
205	не имеют	1	1
206	высшей степени	1	1
207	случае нельзя	1	1
208	каком отношении	2	1
209	со всех	2	1
210	хорошо и	1	1
211	мы имеем	2	1
212	совершенно своеобразно	1	1
213	же определения	1	1
214	почти исключительно	2	1
215	зависимости от	4	1
216	тесной зависимости	1	1
217	всех сторон	1	1
218	в ней	6	1
219	столь же	1	1
220	бы то	3	1
221	но не	2	1
222	коем случае	1	1
223	теряет свой	1	1
224	значение и	1	1
225	каком направлении	1	1
226	менее всего	1	1
227	в свои	1	1
228	что они	1	1
229	нашего сознания	2	1
230	в особом	1	1
231	общего с	2	1
232	сказать то	1	1
233	пути в	1	1
234	она как	1	1
235	все же	4	1
236	хотя и	1	1
237	когда он	3	1
238	но несмотря	1	1
239	его к	2	1
240	увидим что	1	1
241	чего же	1	1
242	уже не	4	1
243	лежит на	2	1
244	та же	1	1
245	точку зрения	2	1
246	в нашем	11	1
247	и следа	1	1
248	изолированно взятого	1	1
249	имеем в	2	1
250	во многих	1	1
251	по мнению	1	1
252	всей его	1	1
253	что она	1	1
254	по самому	1	1
255	и последовательное	1	1
256	даже тогда	1	1
257	именно и	1	1
258	в корне	2	1
259	идеологического творчества	2	1
260	и единство	1	1
261	из него	2	1
262	подобно тому	1	1
263	от нее	1	1
264	то ни	3	1
265	не должна	3	1
266	конечно в	2	1
267	методов так	1	1
268	на все	2	1
269	или наконец	1	1
270	входит в	1	1
271	отношения которые	1	1
272	искусства в	1	1
273	может стать	2	1
274	форму и	2	1
275	для них	1	1
276	социального целого	1	1
277	одна и	1	1
278	несмотря на	1	1
279	все моменты	1	1
280	форма и	1	1
281	и того	1	1
282	смысл и	2	1
283	но если	1	1
284	основной тон	2	1
285	к предмету	5	1
286	что до	1	1
287	свой смысл	1	1
288	что я	1	1
289	но эта	1	1
290	которые в	1	1
291	включая сюда	1	1
292	и общества	1	1
293	и почти	1	1
294	формальную структуру	1	1
295	же мы	1	1
296	на один	2	1
297	в атмосфере	2	1
298	и внешней	1	1
299	в смысле	1	1
300	и форму	1	1
301	тогда когда	2	1
302	дело в	4	1
303	только из	1	1
304	того чтобы	1	1
305	для всего	1	1
306	это мы	1	1
307	в коем	1	1
308	ничего не	2	1
309	эта сторона	1	1
310	этих двух	2	1
311	они являются	1	1
312	того в	1	1
313	связи с	1	1
314	в виду	5	1
315	уже и	1	1
316	и делает	1	1
317	один шаг	1	1
318	от того	4	1
319	моменты определяющие	1	1
320	же самое	2	1
321	должны быть	1	1
322	к тому	1	1
323	ориентируется в	1	1
324	на это	2	1
325	она не	2	1
326	ничего общего	1	1
327	опираясь на	2	1
328	бы по	1	1
329	своеобразно и	2	1
330	данном случае	2	1
331	характер и	1	1
332	вообще по	1	1
333	в себя	2	1
334	и что	2	1
335	в другом	1	1
336	можно было	1	1
337	это только	1	1
338	формы то	2	1
339	если бы	9	1
340	из одного	1	1
341	экономический базис	1	1
342	и здесь	2	1
343	в порядке	1	1
344	имеем дело	1	1
345	и та	2	1
346	др и	1	1
347	жизни если	2	1
348	отметить что	1	1
349	и содержания	2	1
350	и можно	1	1
351	деле в	1	1
352	герой нашего	1	1
353	нем и	1	1
354	все время	6	1
355	каких бы	1	1
356	и мир	1	1
357	к нему	4	1
358	что здесь	1	1
359	тот же	1	1
360	к делу	1	1
361	на другие	1	1
362	дело с	2	1
363	мы увидим	1	1
364	отчетливее и	1	1
365	каждый момент	2	1
366	представления мысли	1	1
367	это же	1	1
368	делает его	2	1
369	с одной	2	1
370	в качестве	1	1
371	себя в	1	1
372	события и	1	1
373	уже в	2	1
374	нами и	1	1
375	в обращение	1	1
376	его и	1	1
377	ведь это	1	1
378	вовсе не	1	1
379	как его	1	1
380	направлении может	1	1
381	этом отношении	1	1
382	даже и	1	1
383	образом к	1	1
384	в высшей	1	1
385	имеет и	1	1
386	с другой	4	1
387	моменты и	1	1
388	само нуждается	1	1
389	и тех	1	1
390	и прежде	1	1
391	в свою	1	1
392	а с	1	1
393	мы еще	1	1
394	в высшую	1	1
395	что для	1	1
396	говорит о	1	1
397	в некоторых	3	1
398	них и	1	1
399	у нас	1	1
400	одной стороны	2	1
401	и самый	1	1
402	зависит от	2	1
403	а не	5	1
404	в руках	1	1
405	в комнате	2	1
406	не всегда	1	1
407	художественной формы	5	1
408	оно ни	1	1
409	в момент	2	1
410	бы оно	2	1
411	связь с	2	1
412	ценность для	1	1
413	но особенно	1	1
414	легче всего	1	1
415	в данном	2	1
416	он будет	1	1
417	тому как	1	1
418	быть только	2	1
419	из этой	1	1
420	и психологический	1	1
421	точно и	1	1
422	особом объяснении	1	1
423	это уже	1	1
424	только одна	1	1
425	известной степени	2	1
426	другими моментами	1	1
427	при таком	1	1
428	потому не	1	1
429	формы и	3	1
430	которой можно	1	1
431	серьезной попытки	1	1
432	особого рода	1	1
433	это часто	1	1
434	было на	1	1
435	еще более	1	1
436	теряет свою	1	1
437	мы должны	1	1
438	жизни в	1	1
439	нет ничего	2	1
440	с ней	1	1
441	от всех	2	1
442	является и	1	1
443	т.е как	1	1
444	этой точки	3	1
445	и эта	1	1
446	как на	2	1
