N	3gram	Losev_Prob_3	Narrotol
1	в том что	9	8
2	с одной стороны	1	7
3	о том что	3	6
4	в отличие от	2	5
5	не может быть	5	5
6	и не в	1	4
7	в данном случае	7	4
8	все же не	1	4
9	к тому же	1	4
10	с другой стороны	5	4
11	той или иной	8	4
12	можно сказать что	2	4
13	бы то ни	4	3
14	то ни было	3	3
15	тем не менее	10	3
16	и тем самым	2	3
17	в то же	4	3
18	что иное как	4	2
19	в той или	2	2
20	а не в	1	2
21	более или менее	1	2
22	в том или	2	2
23	с точки зрения	2	2
24	в таком случае	4	2
25	сами по себе	6	2
26	можно было бы	3	2
27	не отличается от	1	2
28	перед нами не	1	2
29	точно так же	3	2
30	то или иное	2	2
31	ту или иную	1	2
32	так же как	1	2
33	не что иное	4	2
34	в первом случае	1	2
35	не только в	2	2
36	на первый взгляд	2	2
37	значении этого слова	1	2
38	в связи с	7	2
39	этой точки зрения	2	2
40	того или иного	3	2
41	а во втором	1	2
42	то есть в	3	2
43	речь идет о	1	2
44	по сути дела	1	2
45	том или ином	2	2
46	здесь не в	3	2
47	так или иначе	1	2
48	и того же	1	1
49	в чистом виде	2	1
50	что в этом	1	1
51	он сам без	1	1
52	только потому что	2	1
53	вовсе и не	1	1
54	дело в том	3	1
55	которая может быть	1	1
56	на самом деле	2	1
57	в самом деле	1	1
58	тем самым мы	1	1
59	том что он	1	1
60	то же самое	7	1
61	же как и	2	1
62	ничем не отличается	1	1
63	по крайней мере	5	1
64	до сих пор	2	1
65	сам по себе	6	1
66	есть нечто большее	1	1
67	в первую очередь	3	1
68	только то что	2	1
69	что не только	1	1
70	к тому или	1	1
71	и то что	7	1
72	несмотря на свою	1	1
73	но это не	1	1
74	а то и	1	1
75	во всей его	1	1
76	узком значении этого	1	1
77	с этой точки	1	1
78	что оно есть	1	1
79	может быть и	3	1
80	еще не есть	2	1
81	не только художественной	1	1
82	что это за	3	1
83	или ином отношении	1	1
84	содержит в себе	3	1
85	сказать что если	1	1
86	и не было	1	1
87	содержащий в себе	1	1
88	связаны между собой	1	1
89	и как бы	2	1
90	по себе без	1	1
91	иметь в виду	1	1
92	дело здесь не	3	1
93	в нем не	1	1
94	чего нельзя сказать	1	1
95	в структуру этого	1	1
96	по себе не	1	1
97	быть не только	1	1
98	самой по себе	2	1
99	здесь не только	1	1
100	есть не что	4	1
101	никогда и не	1	1
102	по себе а	3	1
103	так и в	1	1
104	в том чтобы	1	1
105	само по себе	3	1
106	но в его	1	1
107	и тем более	2	1
108	ни с чем	1	1
109	может показаться что	1	1
110	далеко не все	1	1
111	он не есть	4	1
112	или может быть	1	1
113	одного и того	1	1
114	друг от друга	2	1
115	уже никто не	1	1
116	есть прежде всего	1	1
117	тех или иных	4	1
118	как и в	1	1
119	в себе не	1	1
120	в отрыве от	1	1
121	поскольку речь идет	1	1
122	как мы видели	2	1
