N	3gram	Propp_Russ_1	Istorich
1	и т д	9	8
2	в этом случае	5	6
3	в том что	15	5
4	здесь мы имеем	1	4
5	не только в	1	4
6	о том что	4	4
7	вместе с тем	6	3
8	в данном случае	1	3
9	так как это	1	3
10	в тех случаях	1	3
11	в то время	1	3
12	но есть и	1	3
13	тех случаях когда	1	3
14	потому что он	1	2
15	речь будет ниже	1	2
16	том что в	6	2
17	мы не будем	2	2
18	приводит нас к	1	2
19	точно так же	1	2
20	так как он	1	2
21	т е в	1	2
22	в своих целях	1	2
23	с этим в	1	2
24	во всяком случае	1	2
25	по отношению к	1	2
26	но все же	2	2
27	после того как	2	2
28	можно было бы	1	2
29	мы уже знаем	1	2
30	как и в	1	2
31	что и в	1	2
32	как мы видели	1	2
33	перед нами как	1	2
34	китае и в	1	1
35	и один из	1	1
36	что иное как	2	1
37	имели целью воздействовать	1	1
38	день за днем	1	1
39	еще далеко не	1	1
40	только потому что	1	1
41	в китае и	1	1
42	и в китае	1	1
43	так как в	1	1
44	из приведенных материалов	1	1
45	одно из значений	1	1
46	же как и	1	1
47	все эти случаи	1	1
48	в таком случае	1	1
49	в этих случаях	1	1
50	наряду с этим	1	1
51	обряды связаны с	1	1
52	между тем одно	1	1
53	с тем что	1	1
54	интересно не только	1	1
55	еще не означает	1	1
56	так же в	1	1
57	но это не	2	1
58	эта связь не	1	1
59	тем одно из	1	1
60	на этот вопрос	1	1
61	не случайно что	1	1
62	а иногда и	3	1
63	воздействовать на урожай	1	1
64	целью воздействовать на	1	1
65	не может считаться	1	1
66	что они были	1	1
67	так же как	1	1
68	не потому что	1	1
69	чтобы лучше понять	2	1
70	но и на	2	1
71	мы наблюдаем что	1	1
72	так как они	2	1
73	мы можем предположить	1	1
74	всяком случае не	1	1
75	что говорилось о	1	1
76	все же не	2	1
77	но вместе с	1	1
78	это не значит	2	1
79	в других местах	2	1
80	получить хороший урожай	1	1
81	должно было способствовать	1	1
82	и в том	1	1
83	что от этого	1	1
84	есть вместе с	1	1
85	как уже указывалось	3	1
86	можем предположить что	1	1
87	независимо от того	1	1
88	так например в	1	1
89	и некоторые другие	2	1
90	не означает что	1	1
91	связанные с рождением	1	1
92	которые не имели	1	1
93	к выводу что	2	1
94	и те же	1	1
95	и что от	1	1
96	с земли на	1	1
97	подобно тому как	1	1
98	несмотря на все	1	1
99	можно сказать что	1	1
100	как мы видим	1	1
101	на то что	1	1
102	сказывается и в	1	1
103	в других случаях	2	1
104	не значит что	2	1
105	не что иное	2	1
106	так как по	1	1
107	тем не менее	3	1
108	друг с другом	1	1
109	и в обрядах	1	1
