N	3gram	Bakhtin_Pr_3	Vladivir
1	в том что	3	9
2	в связи с	1	8
3	во всяком случае	1	6
4	тем не менее	2	6
5	и то что	1	5
6	по крайней мере	1	4
7	более или менее	3	3
8	с точки зрения	2	3
9	в последний год	1	3
10	в отличие от	1	3
11	в то же	5	3
12	в конце концов	1	3
13	так или иначе	1	3
14	то же время	5	3
15	о том что	2	3
16	хотя и не	1	2
17	и вообще в	2	2
18	сказать что в	1	2
19	в дальнейшем мы	1	2
20	как мы сказали	1	2
21	можно было бы	1	2
22	так как это	1	2
23	и на его	2	2
24	не то что	3	2
25	после того как	1	2
26	что можно назвать	1	1
27	что иное как	1	1
28	и в конце	1	1
29	ни за что	1	1
30	очень глубокая и	1	1
31	равно как и	1	1
32	правда в этом	1	1
33	что для этого	1	1
34	также и в	1	1
35	в том числе	11	1
36	и в более	1	1
37	в своих воспоминаниях	1	1
38	и кроме того	1	1
39	до сих пор	5	1
40	и в то	2	1
41	и если б	3	1
42	в сознании и	1	1
43	а может быть	1	1
44	в этом отношении	1	1
45	в собственном смысле	2	1
46	но вот что	1	1
47	на первом плане	1	1
48	может быть и	2	1
49	в них нет	1	1
50	но в то	1	1
51	очень важный момент	1	1
52	и все его	1	1
53	а также и	3	1
54	то что можно	1	1
55	все это очень	1	1
56	на земле в	1	1
57	своего развития а	1	1
58	них нет ничего	1	1
59	и наконец в	2	1
60	в разной степени	1	1
61	это конечно не	1	1
62	не может быть	1	1
63	та которая была	1	1
64	здесь перед нами	1	1
65	ничего не было	1	1
66	то что я	1	1
67	в той же	1	1
68	вместе с ним	1	1
69	но и она	1	1
70	но тем не	1	1
71	мы находим у	1	1
72	но только в	1	1
73	всей своей жизни	1	1
74	здесь как и	1	1
75	со всеми своими	1	1
76	с самого начала	3	1
77	и прежде всего	5	1
78	здесь не о	1	1
79	можно сказать что	4	1
80	нужно сказать что	2	1
81	в этом смысле	1	1
82	как мы уже	3	1
83	не что иное	1	1
84	и в нем	1	1
85	находим у достоевского	1	1
86	можно себе представить	1	1
87	мы и будем	1	1
88	которую можно назвать	1	1
