N	2gram	Nazirov_Vr_1	Narrotol
1	не только	9	31
2	но и	7	27
3	и не	5	23
4	при этом	4	19
5	может быть	4	15
6	в качестве	1	14
7	в частности	1	14
8	как и	6	13
9	а в	2	13
10	в этом	8	12
11	и в	8	11
12	тогда как	2	10
13	своего рода	1	10
14	и его	3	10
15	то что	7	9
16	то же	5	8
17	не может	2	8
18	в том	3	8
19	уже не	2	8
20	и т.п	2	8
21	в рассказе	1	8
22	но в	6	7
23	том что	3	7
24	у него	5	7
25	и он	2	6
26	в самом	1	6
27	в этой	2	6
28	в себе	2	6
29	тому же	1	6
30	об этом	5	6
31	не мог	2	6
32	у чехова	1	6
33	и т.д	1	6
34	в его	3	6
35	как бы	4	6
36	один из	1	6
37	как раз	2	6
38	а также	2	6
39	жизни и	1	6
40	как правило	1	5
41	так и	1	5
42	точки зрения	2	5
43	в своей	2	5
44	тем самым	1	5
45	потому что	1	5
46	в соответствии	1	5
47	столь же	2	5
48	то в	1	4
49	еще не	2	4
50	с его	3	4
51	но не	1	4
52	как в	1	4
53	все же	6	4
54	хотя и	1	4
55	в нем	6	4
56	в мире	2	4
57	из них	2	4
58	соответствии с	1	4
59	в одном	1	4
60	вплоть до	1	4
61	в то	5	4
62	одна из	2	4
63	в эпизоде	1	4
64	никогда не	2	4
65	к себе	2	4
66	в ней	4	4
67	так в	2	4
68	что у	3	4
69	о том	4	4
70	же время	5	4
71	к нему	1	4
72	в литературе	1	4
73	того что	1	4
74	для него	2	4
75	прежде всего	1	4
76	о чем	2	4
77	матери и	3	4
78	как известно	1	3
79	речь идет	3	3
80	также и	1	3
81	и то	2	3
82	идет о	1	3
83	едва ли	1	3
84	он сам	2	3
85	но как	2	3
86	в своем	3	3
87	и как	3	3
88	в целом	1	3
89	он не	3	3
90	и с	6	3
91	в глазах	2	3
92	это не	4	3
93	в жизни	1	3
94	не всегда	1	3
95	еще раз	1	3
96	и ее	2	3
97	тем не	1	3
98	их в	2	3
99	однако в	1	3
100	не менее	2	3
101	но они	1	3
102	в русской	3	3
103	этом отношении	1	3
104	начиная с	2	3
105	и о	3	3
106	но при	1	3
107	еще в	1	3
108	о нем	6	3
109	его жизни	1	3
110	между тем	5	3
111	что он	4	3
112	именно в	1	3
113	не было	5	3
114	в начале	6	3
115	но для	1	3
116	и все	7	3
117	героя в	1	3
118	что в	7	3
119	а о	1	2
120	ему в	1	2
121	в чем	3	2
122	если в	1	2
123	в е	1	2
124	во сне	1	2
125	отнюдь не	2	2
126	в той	2	2
127	в известном	2	2
128	раз в	3	2
129	роль в	1	2
130	на то	3	2
131	не могла	1	2
132	о смерти	1	2
133	ключ к	1	2
134	одно и	1	2
135	человека в	3	2
136	не будет	1	2
137	это было	1	2
138	все равно	1	2
139	этого не	1	2
140	а за	1	2
141	он и	1	2
142	в москве	1	2
143	в этих	1	2
144	в войне	1	2
145	сих пор	1	2
146	войне и	1	2
147	у тургенева	11	2
148	в повести	2	2
149	от сознания	2	2
150	в обоих	1	2
151	не имеет	1	2
152	не могло	1	2
153	ничего не	1	2
154	ему было	1	2
155	и мире	1	2
156	связи с	3	2
157	была на	1	2
158	ли не	1	2
159	у себя	1	2
160	с ее	1	2
161	свою очередь	1	2
162	другой стороны	1	2
163	с ним	4	2
164	до сих	1	2
165	с другой	1	2
166	это была	1	2
167	нас в	1	2
168	в форме	1	2
169	же в	2	2
170	известном смысле	1	2
171	он уже	1	2
172	всяком случае	1	2
173	себя в	1	2
174	до конца	1	2
175	его и	2	2
176	в конце	3	2
177	к ним	2	2
178	друг друга	1	2
179	каждый из	1	2
180	за человек	1	2
181	в особенности	1	2
182	и даже	6	2
183	о своей	1	2
184	после смерти	2	2
185	и стал	2	2
186	только от	1	2
187	позволяет нам	1	2
188	вместе с	2	2
189	по своему	1	2
190	да и	1	2
191	в первой	1	2
192	быть и	1	2
193	в связи	3	2
194	и от	1	2
195	в году	18	2
196	тот кто	1	2
197	но зато	1	2
198	только что	1	2
199	в романе	6	2
200	в свою	2	2
201	все что	1	2
202	в таком	1	2
203	во всяком	1	2
204	через месяц	1	1
205	одним из	3	1
206	же как	2	1
207	не имел	1	1
208	е годы	1	1
209	это и	1	1
210	говорилось выше	1	1
211	и есть	1	1
212	ему что	1	1
213	но после	2	1
214	социального неравенства	1	1
215	за границей	2	1
216	с просьбой	1	1
217	по его	1	1
218	из всех	1	1
219	полагает что	1	1
220	говорилось об	1	1
221	пока только	1	1
222	он как	1	1
223	событий и	1	1
224	не совсем	1	1
225	из которых	1	1
226	он был	3	1
227	не все	1	1
228	ответ на	2	1
229	отношение к	2	1
230	тут же	1	1
231	преступление и	1	1
232	к автору	2	1
233	и я	1	1
234	его на	2	1
235	с этим	1	1
236	и лишь	1	1
237	что ее	1	1
238	целый ряд	4	1
239	и наконец	1	1
240	это то	1	1
241	что слово	1	1
242	нарастало и	1	1
243	что это	1	1
244	это за	1	1
245	за это	1	1
246	во многих	1	1
247	к своей	1	1
248	что к	2	1
249	но ведь	1	1
250	как он	1	1
251	но на	1	1
252	одному из	1	1
253	имело бы	1	1
254	что писатель	1	1
255	в силу	1	1
256	уже говорилось	1	1
257	людей и	1	1
258	таким образом	2	1
259	в одну	2	1
260	вскоре в	1	1
261	той же	1	1
262	говорить не	1	1
263	его в	3	1
264	в тишине	1	1
265	в итоге	1	1
266	далеко не	3	1
267	в ее	1	1
268	фабула мыслилась	1	1
269	анекдот о	1	1
270	может идти	1	1
271	во время	2	1
272	в котором	6	1
273	с точки	2	1
274	в их	1	1
275	больше не	1	1
276	в авторском	1	1
277	дама с	1	1
278	что я	2	1
279	и уж	1	1
280	по крайней	1	1
281	не слишком	1	1
282	что этот	1	1
283	что эта	1	1
284	раз и	1	1
285	внимание к	1	1
286	на три	1	1
287	того как	1	1
288	было не	1	1
289	из их	1	1
290	и уже	3	1
291	для всех	1	1
292	на разрыв	1	1
293	реплики персонажей	1	1
294	по своей	1	1
295	за исключением	1	1
296	во всем	1	1
297	мы бы	1	1
298	ему не	1	1
299	тем это	1	1
300	в момент	2	1
301	умер но	1	1
302	в мировой	1	1
303	тургенева в	7	1
304	могут быть	1	1
305	отличается от	1	1
306	не любил	1	1
307	об одном	1	1
308	по характеру	1	1
309	в виду	4	1
310	как по	1	1
311	верит в	1	1
312	ему текста	1	1
313	и сам	1	1
314	из двух	1	1
315	на нее	1	1
316	не с	1	1
317	ясно что	1	1
318	живет в	1	1
319	так называемую	1	1
320	он писал	2	1
321	чем у	1	1
322	вошел в	1	1
323	во второй	1	1
324	том как	1	1
325	но у	1	1
326	с героем	1	1
327	канонический текст	1	1
328	и вообще	1	1
329	иисуса христа	1	1
330	приближается к	1	1
331	на страницах	1	1
332	ее и	1	1
333	для нас	4	1
