N	2gram	Tiupa_Teor_1	Myslijsy
1	то есть	12	34
2	потому что	3	33
3	то что	3	29
4	может быть	17	26
5	таким образом	3	24
6	в этом	8	23
7	в том	16	23
8	и в	18	23
9	в слове	3	22
10	и не	13	18
11	что в	9	17
12	при этом	12	15
13	только в	6	15
14	то же	7	14
15	в себе	9	14
16	как и	4	14
17	того что	4	14
18	так как	1	14
19	если бы	3	13
20	не было	1	12
21	а не	9	12
22	том что	9	12
23	не в	7	11
24	по себе	1	11
25	но и	9	11
26	не может	4	11
27	по отношению	4	10
28	не только	16	10
29	для меня	2	10
30	тем что	1	10
31	и потому	2	10
32	между тем	5	9
33	в своем	4	8
34	но в	9	8
35	заключает в	1	8
36	было бы	1	8
37	о том	1	8
38	сказать что	3	8
39	отношению к	4	8
40	мы говорим	1	7
41	как в	5	7
42	что это	1	7
43	на то	1	7
44	в нем	4	7
45	в силу	1	7
46	когда я	1	7
47	это не	2	7
48	и что	3	7
49	что и	2	7
50	вовсе не	3	7
51	с тем	1	7
52	могут быть	4	7
53	этого слова	3	7
54	независимо от	1	6
55	и к	3	6
56	в которой	2	6
57	в лес	1	6
58	человеческого духа	1	6
59	так и	10	6
60	что не	1	6
61	для того	1	6
62	в ряду	1	6
63	вместе с	2	6
64	тем и	1	6
65	и то	2	5
66	говорить о	3	5
67	хотя и	3	5
68	есть для	1	5
69	как бы	5	5
70	должно быть	1	5
71	по крайней	1	5
72	не менее	4	5
73	к нему	1	5
74	крайней мере	1	5
75	так что	1	5
76	есть в	2	5
77	в его	6	5
78	для него	2	5
79	слова и	1	5
80	все это	2	5
81	тем более	1	5
82	а в	13	5
83	одно слово	2	5
84	таким же	1	5
85	а между	1	4
86	есть не	1	4
87	и о	4	4
88	могли бы	2	4
89	что все	1	4
90	его в	2	4
91	с другими	5	4
92	и тем	3	4
93	мы имеем	7	4
94	точки зрения	9	4
95	тем не	3	4
96	и более	1	4
97	в то	6	4
98	на котором	1	4
99	того чтобы	1	4
100	в каком	1	4
101	же самое	1	4
102	быть может	1	4
103	на вопрос	1	4
104	можно сказать	3	4
105	что он	1	4
106	в одном	2	4
107	тогда как	15	4
108	только на	1	4
109	а именно	2	4
110	быть названо	2	4
111	так же	2	4
112	в данном	8	4
113	в той	2	4
114	в сравнении	1	4
115	слово в	1	4
116	между ними	4	4
117	по поводу	1	4
118	тем самым	4	4
119	например в	1	3
120	человека и	1	3
121	в первом	2	3
122	и до	1	3
123	слова в	2	3
124	той же	1	3
125	которое в	1	3
126	еще не	4	3
127	и на	1	3
128	в действительности	1	3
129	в самом	4	3
130	все эти	2	3
131	так в	4	3
132	на его	1	3
133	к одному	1	3
134	и по	2	3
135	ни был	2	3
136	на нее	1	3
137	в каждом	1	3
138	не будет	2	3
139	том случае	1	3
140	лишь в	6	3
141	в них	2	3
142	ведет к	1	3
143	с точки	3	3
144	их в	3	3
145	ее не	1	3
146	на себе	1	3
147	только не	2	3
148	никогда не	4	3
149	же время	5	3
150	связи с	1	3
151	к тому	2	3
152	слова с	1	3
153	быть назван	1	3
154	те же	1	3
155	ту же	1	3
156	мы в	2	3
157	в виду	5	3
158	для говорящего	1	3
159	и только	1	3
160	с ними	1	3
161	то в	2	3
162	этим словом	1	3
163	с нею	1	3
164	уже не	4	3
165	в поэзии	2	3
166	слова не	1	3
167	и их	1	3
168	со стороны	2	3
169	именно в	3	3
170	до этого	1	3
171	более чем	1	3
172	со словом	1	3
173	известной степени	3	3
174	и другим	1	3
175	в этих	3	3
176	и состоит	1	3
177	в искусстве	6	3
178	на деле	2	2
179	можно лишь	1	2
180	и себя	1	2
181	как мы	1	2
182	что иное	1	2
183	не вполне	2	2
184	я не	2	2
185	иное как	1	2
186	столь же	2	2
187	этих случаях	1	2
188	тем как	1	2
189	внутренняя форма	1	2
190	к ним	1	2
191	и я	1	2
192	имеет в	2	2
193	так или	4	2
194	в нашем	4	2
195	из этих	3	2
196	во многих	1	2
197	в наших	1	2
198	с языком	2	2
199	что она	2	2
200	не следует	4	2
201	он не	3	2
202	состоит в	17	2
203	отношений между	1	2
204	из виду	1	2
205	для понимания	2	2
206	подобно тому	1	2
207	но самое	1	2
208	значительной степени	1	2
209	бы они	1	2
210	здесь мы	1	2
211	в мире	19	2
212	об этом	2	2
213	это было	2	2
214	она и	1	2
215	к значению	1	2
216	представить себе	1	2
217	и без	1	2
218	от его	1	2
219	вопрос о	1	2
220	исчезает и	1	2
221	теми же	1	2
222	лишь один	2	2
223	том же	1	2
224	даже в	3	2
225	тому что	2	2
226	она не	1	2
227	до известной	2	2
228	в таких	1	2
229	виду что	1	2
230	в сущности	1	2
231	и сама	1	2
232	дело не	2	2
233	иметь в	1	2
234	имеем дело	2	2
235	и притом	2	2
236	глядя на	1	2
237	и его	8	2
238	в более	1	2
239	в области	4	2
240	у нас	2	2
241	настоящего времени	1	2
242	не могут	2	2
243	образом что	1	2
244	указывает на	1	2
245	оно не	1	2
246	говоря словами	3	2
247	и это	2	2
248	не существует	1	2
249	в ее	5	2
250	данном случае	5	2
251	духа и	1	2
252	вопрос что	1	2
253	что может	2	2
254	можно было	1	2
255	не с	3	2
256	что от	1	2
257	по признаку	1	2
258	и здесь	2	2
259	в самой	2	2
260	после того	1	2
261	что его	1	2
262	бы в	1	2
263	в другой	1	2
264	ко второму	1	2
265	происходит в	1	2
266	внутренней стороны	1	2
267	быть и	2	2
268	один из	2	2
269	в двух	1	2
270	мы видим	1	2
271	тот же	1	2
272	что даже	1	2
273	они могут	1	2
274	бы ни	1	2
275	если мы	2	2
276	в большинстве	2	2
277	большинстве случаев	1	2
278	этом в	1	2
279	никто не	2	2
280	отношение к	5	2
281	и даже	2	2
282	с другой	7	2
283	или иначе	5	2
284	в свою	3	2
285	было и	1	2
286	и др	1	2
287	превращается в	2	2
288	языка в	4	2
289	с которым	1	2
290	нее как	1	2
291	к его	2	2
292	по своему	2	2
293	тому как	1	2
294	никем не	1	2
295	кто говорит	3	2
296	в это	1	2
297	художественное произведение	1	2
298	из тех	2	2
299	и для	2	2
300	и как	2	2
301	ни к	3	2
302	я в	16	2
303	сводятся к	2	2
304	от ее	1	2
305	но эта	1	2
306	не что	1	2
307	из этого	1	2
308	только о	1	2
309	точно так	1	2
310	все что	1	2
311	в своих	1	2
312	можно назвать	1	2
313	искусство есть	1	1
314	можно говорить	1	1
315	также что	1	1
316	одним из	2	1
317	художественного произведения	4	1
318	начинается с	1	1
319	отделен от	1	1
320	связана с	1	1
321	того же	3	1
322	бы для	1	1
323	идет о	1	1
324	забвение всего	1	1
325	тем же	1	1
326	к другому	1	1
327	иметь место	1	1
328	отношений которые	1	1
329	в их	2	1
330	частностей не	1	1
331	со всех	1	1
332	смысле можно	1	1
333	устанавливает между	1	1
334	не была	1	1
335	личные местоимения	1	1
336	что можно	3	1
337	таковы например	1	1
338	всех сторон	1	1
339	свою очередь	2	1
340	во мне	2	1
341	по этому	1	1
342	на них	1	1
343	как один	1	1
344	в чем	1	1
345	во всех	1	1
346	но не	9	1
347	а тем	1	1
348	могло быть	2	1
349	но как	1	1
350	не все	3	1
351	отличие от	6	1
352	друг от	1	1
353	том чем	1	1
354	не выделено	1	1
355	в известном	1	1
356	как говорит	3	1
357	менее не	1	1
358	первый взгляд	1	1
359	субъекта и	2	1
360	перед нами	2	1
361	только знаки	1	1
362	неизмеримо более	1	1
363	звука и	1	1
364	всякое понимание	1	1
365	он в	1	1
366	то я	1	1
367	в этой	3	1
368	еще один	1	1
369	говорят о	1	1
370	имеем в	3	1
371	и те	1	1
372	не приводит	1	1
373	если он	1	1
374	но на	1	1
375	время и	1	1
376	он ни	1	1
377	каком говорится	1	1
378	на одну	1	1
379	и сам	1	1
380	на этом	1	1
381	его можно	1	1
382	и наоборот	1	1
383	было возможно	1	1
384	значение в	1	1
385	внутренней форме	1	1
386	наших примерах	1	1
387	второй половины	1	1
388	входит в	1	1
389	заключается в	2	1
390	напротив в	1	1
391	прибавить ни	1	1
392	должен был	1	1
393	только одно	1	1
394	же образом	1	1
395	нет в	1	1
396	на второй	1	1
397	случае мы	1	1
398	далеко не	2	1
399	всю жизнь	1	1
400	поэзии есть	1	1
401	прямого значения	1	1
402	обратимся к	1	1
403	и того	3	1
404	миросозерцания в	1	1
405	одного и	3	1
406	перед собой	1	1
407	на первый	1	1
408	есть деятельность	1	1
409	от своего	2	1
410	в своей	6	1
411	не во	1	1
412	поводу этой	1	1
413	внешней формой	1	1
414	в такой	1	1
415	на каждом	1	1
416	от себя	3	1
417	своего рода	7	1
418	об отсутствии	1	1
419	значение для	1	1
420	и внутренних	1	1
421	по поверхности	1	1
422	которые в	1	1
423	но он	3	1
424	друг другу	1	1
425	с человеком	1	1
426	более сложные	1	1
427	произведений искусства	2	1
428	бы быть	1	1
429	в отношении	3	1
430	стоит в	1	1
431	возникает в	1	1
432	например говорит	1	1
433	с которой	1	1
434	дело в	2	1
435	не по	1	1
436	свободы и	1	1
437	мнения о	1	1
438	восприятия но	1	1
439	в систему	1	1
440	как принято	1	1
441	вытекает из	1	1
442	того и	1	1
443	казалось бы	2	1
444	невозможно так	1	1
445	внутрь себя	1	1
446	такова что	1	1
447	такова например	2	1
448	этих двух	2	1
449	нее нет	1	1
450	с одним	1	1
451	не принадлежит	2	1
452	что речь	1	1
453	на которой	1	1
454	как будто	2	1
455	нас самих	1	1
456	перед ним	1	1
457	все то	1	1
458	от неполноты	1	1
459	что основной	1	1
460	сравнении с	1	1
461	и такие	1	1
462	числе и	1	1
463	мы по	2	1
464	его с	1	1
465	той или	1	1
466	упрощается и	2	1
467	звуков но	1	1
468	однако по	1	1
469	в каждой	1	1
470	значения и	2	1
471	от друга	1	1
472	меня в	1	1
473	узком значении	2	1
474	к нам	2	1
475	самим собою	2	1
476	при котором	1	1
477	в собственном	1	1
478	к какой	1	1
479	они ни	1	1
480	свое имя	1	1
481	мы рассматриваем	1	1
482	в себя	3	1
483	в произведении	3	1
484	или для	1	1
485	то время	1	1
486	всей своей	1	1
487	в пределах	5	1
488	роль в	2	1
489	и иные	1	1
490	в другом	3	1
491	условие его	1	1
492	времени и	2	1
493	на которую	1	1
494	к действительности	3	1
495	переход к	1	1
496	во второй	7	1
497	является в	1	1
498	как у	1	1
499	в словах	1	1
500	состоящий в	1	1
501	о ней	2	1
502	первое слово	1	1
503	незаметно для	1	1
504	ни убавить	1	1
505	это происходит	1	1
506	нечто в	1	1
507	следует иметь	1	1
508	и поэтому	1	1
509	что каждый	2	1
510	а также	6	1
511	времени в	2	1
512	язык представляет	1	1
513	на основе	2	1
514	искусством в	1	1
515	а у	1	1
516	не допуская	1	1
517	во втором	3	1
518	сама литература	1	1
519	в форме	2	1
520	чем и	1	1
521	не более	1	1
522	отдельные слова	1	1
523	вслед за	2	1
524	с не	1	1
525	речи есть	1	1
526	на отдельные	1	1
527	и мир	1	1
528	внешних предметов	2	1
529	развития но	1	1
530	но с	1	1
531	оно и	1	1
532	обе эти	1	1
533	я как	2	1
534	местоимения не	1	1
535	одной из	2	1
536	своего значения	1	1
537	дело с	1	1
538	этом состоит	1	1
539	например так	1	1
540	к нашему	2	1
541	чего-то другого	1	1
542	человеческие фигуры	1	1
543	самые разнообразные	1	1
544	сложности и	1	1
545	их не	1	1
546	состоит не	1	1
547	тот что	1	1
548	с одной	2	1
549	в качестве	24	1
550	человека с	2	1
551	из которого	3	1
552	в единстве	1	1
553	других в	1	1
554	же явления	1	1
555	свидетельствует о	1	1
556	в душе	8	1
557	из них	1	1
558	искусство в	1	1
559	прозы в	1	1
560	в известной	1	1
561	в пространстве	2	1
562	от горя	1	1
563	при всей	1	1
564	ту сторону	1	1
565	у него	1	1
566	не говорит	1	1
567	ее на	1	1
568	но из	1	1
569	рядом с	1	1
570	значении то	1	1
571	в данный	2	1
572	говорим о	1	1
573	за пределы	2	1
574	этого значения	1	1
575	к которому	3	1
576	с той	1	1
577	и глубокий	1	1
578	а с	3	1
579	в воображении	3	1
580	только к	1	1
581	больше и	1	1
582	прежде всего	2	1
583	сойти с	1	1
584	слов а	1	1
585	одной стороны	2	1
586	себе никаких	1	1
587	ни прибавить	1	1
588	человеческой жизни	1	1
589	понятие о	2	1
590	и означает	1	1
591	в бытии	1	1
592	между этими	1	1
593	не об	1	1
594	в одно	2	1
595	если не	1	1
596	в связи	1	1
597	зрения нашего	1	1
598	в частности	16	1
599	в лесу	1	1
600	как это	8	1
601	если она	1	1
602	человек должен	1	1
603	к своему	1	1
604	куда же	1	1
605	другу и	1	1
606	для обозначения	1	1
607	образом и	1	1
608	в первой	5	1
609	я с	5	1
610	многих других	1	1
611	войны и	1	1
612	не могло	2	1
613	действительность в	1	1
614	говорит и	2	1
615	не носит	1	1
616	слова так	1	1
617	это явление	1	1
618	в следующей	2	1
619	жизни когда	1	1
620	не прямо	1	1
621	не подлежит	1	1
622	или в	3	1
623	мира и	1	1
624	о котором	1	1
625	об искусстве	1	1
626	которая в	1	1
627	слова как	3	1
628	обращается к	2	1
629	глаза как	1	1
630	как уже	1	1
631	стороны в	1	1
632	на языке	2	1
633	от всего	1	1
634	зрения в	1	1
635	ее в	2	1
636	человеческой деятельности	1	1
637	отношении к	2	1
638	себе никакого	1	1
639	на поле	1	1
640	отвечая на	1	1
641	а о	1	1
642	не знает	3	1
643	другой стороны	5	1
644	была бы	3	1
645	от всех	1	1
646	в глаза	2	1
647	не сами	1	1
648	отказаться от	1	1
649	своей ближайшей	1	1
650	видим в	2	1
651	случае если	1	1
652	лес не	1	1
653	том числе	2	1
