N	4gram	Bakhtin_Pr_3	Marksizm
1	в то же время	12	8
2	но в то же	3	5
3	одного и того же	1	4
4	бы то ни было	4	4
5	и того же слова	1	3
6	в той или иной	2	3
7	на самом же деле	1	3
8	одно и то же	1	3
9	как если бы он	1	3
10	может быть и речи	1	2
11	какой бы то ни	1	2
12	не может быть и	1	2
13	той или иной степени	1	2
14	все более и более	1	2
15	той или иной форме	1	1
16	но тем не менее	1	1
17	мы уже говорили что	2	1
18	уже с самого начала	1	1
19	в отношении к другому	3	1
20	для него как бы	1	1
21	в отношении к нему	1	1
22	себя на самом деле	1	1
23	и для себя самого	3	1
24	бы они ни были	1	1
25	мы можем сказать что	1	1
26	несмотря на то что	1	1
