N	2gram	Tiupa_Hudo_1	Istorich
1	и в	14	25
2	что он	9	22
3	и т	11	20
4	т д	3	18
5	может быть	5	17
6	т е	4	16
7	не только	12	13
8	но и	5	13
9	в его	8	12
10	так как	1	11
11	уже не	7	11
12	и не	2	11
13	в этом	11	10
14	тем что	3	10
15	все же	3	10
16	и его	5	9
17	его в	3	9
18	с другой	1	9
19	героя в	2	9
20	еще не	7	8
21	и на	3	8
22	все эти	3	8
23	в воду	1	8
24	этого мотива	1	8
25	что в	6	8
26	на него	2	8
27	связи с	4	8
28	и что	2	8
29	мы знаем	2	8
30	с тем	1	8
31	том что	16	8
32	в нем	3	7
33	как и	9	7
34	потому что	5	7
35	о том	12	7
36	то что	8	7
37	только в	5	7
38	с одной	1	7
39	в качестве	9	7
40	превращается в	3	7
41	одной стороны	1	7
42	но это	1	7
43	в частности	5	7
44	знаем что	1	6
45	как в	8	6
46	в нее	1	6
47	это не	7	6
48	не может	7	6
49	в этих	5	6
50	не в	7	6
51	и он	5	6
52	там где	1	6
53	себя в	4	6
54	прежде всего	11	6
55	могут быть	1	6
56	в том	12	6
57	например в	2	5
58	ясно что	2	5
59	мы не	2	5
60	в ней	4	5
61	но не	3	5
62	с этим	3	5
63	но все	1	5
64	входит в	1	5
65	живет в	2	5
66	не будем	1	5
67	как мы	3	5
68	в образе	1	5
69	него и	1	5
70	связано с	1	5
71	в море	2	5
72	в него	2	5
73	для нас	1	5
74	же как	2	4
75	и это	4	4
76	то же	9	4
77	мы уже	4	4
78	мы здесь	1	4
79	в ее	3	4
80	от этого	1	4
81	его на	1	4
82	он видит	1	4
83	и хотя	1	4
84	в которой	1	4
85	он не	4	4
86	не как	1	4
87	что все	1	4
88	на этой	1	4
89	и тем	1	4
90	тем не	4	4
91	не менее	5	4
92	все еще	2	4
93	в пределах	3	4
94	в дальнейшем	1	4
95	что у	3	4
96	с ним	4	4
97	за ним	2	4
98	все это	2	4
99	в связи	3	4
100	на смену	1	4
101	мы должны	1	4
102	в которых	1	3
103	его не	1	3
104	ему в	1	3
105	в роли	1	3
106	что его	1	3
107	если в	2	3
108	и как	1	3
109	в целом	2	3
110	в этой	8	3
111	только один	1	3
112	их в	1	3
113	на этом	3	3
114	человека в	6	3
115	но уже	1	3
116	имеется и	1	3
117	в то	8	3
118	в русской	4	3
119	друг друга	5	3
120	что при	3	3
121	представляют собой	2	3
122	того чтобы	3	3
123	в себя	2	3
124	говорится что	1	3
125	на том	2	3
126	никогда не	6	3
127	и с	4	3
128	о нем	3	3
129	но мы	1	3
130	в форме	2	3
131	в другой	1	3
132	сказки в	1	3
133	и др	1	3
134	в особенности	1	3
135	он живет	1	3
136	и из	1	3
137	сюда же	1	3
138	нем и	1	3
139	и все	4	3
140	и она	1	3
141	в данном	1	3
142	не знаем	2	3
143	ее и	1	3
144	но когда	1	3
145	а в	7	3
146	в целях	1	3
147	в свою	1	3
148	героя и	5	3
149	они не	2	3
150	о герое	1	2
151	самом деле	5	2
152	тех же	1	2
153	а как	1	2
154	на тех	3	2
155	вопрос о	2	2
156	героя но	1	2
157	человека и	1	2
158	это время	1	2
159	а еще	1	2
160	на них	1	2
161	время в	1	2
162	во всех	1	2
163	находит в	1	2
164	по отношению	8	2
165	перед нами	5	2
166	когда он	1	2
167	уже в	1	2
168	на то	4	2
169	том чтобы	1	2
