N	2gram	Tiupa_Narr_2	Psycholo
1	то что	8	37
2	и в	13	30
3	в том	14	27
4	что в	4	24
5	и что	2	23
6	потому что	2	23
7	том что	13	21
8	того чтобы	3	20
9	таким образом	5	20
10	все время	1	20
11	для того	1	20
12	как бы	6	19
13	на то	2	17
14	что он	5	17
15	не только	26	16
16	в этом	13	14
17	в самом	2	14
18	то есть	9	13
19	как раз	3	13
20	так же	2	13
21	с одной	5	12
22	одной стороны	5	12
23	вместе с	1	12
24	может быть	10	11
25	если бы	4	11
26	что мы	1	11
27	как на	2	11
28	о том	5	10
29	никогда не	6	9
30	и когда	3	9
31	с другой	5	9
32	не может	8	9
33	сказать что	3	9
34	самом деле	3	8
35	мы имеем	3	8
36	что это	4	8
37	при этом	14	8
38	не в	8	8
39	к тому	9	8
40	тому что	3	8
41	того что	6	8
42	а не	17	8
43	и т	2	7
44	то же	4	7
45	зависимости от	1	7
46	но не	3	7
47	все же	6	7
48	и как	1	7
49	в нем	5	7
50	точки зрения	5	7
51	в основе	1	7
52	совершенно прав	1	7
53	действующих лиц	3	7
54	героя и	2	7
55	как это	4	7
56	в зависимости	1	6
57	в своем	6	6
58	что она	2	6
59	на этом	1	6
60	что все	1	6
61	ясно что	1	6
62	как и	4	6
63	никак не	3	6
64	что с	2	6
65	у шекспира	1	6
66	и его	3	6
67	как будто	1	6
68	или в	1	6
69	и здесь	2	6
70	о котором	3	6
71	по мнению	1	6
72	и тем	5	6
73	тем что	1	6
74	но и	15	6
75	именно в	2	6
76	и не	14	6
77	и для	3	6
78	жизни и	4	6
79	еще не	2	5
80	ответ на	5	5
81	что они	3	5
82	что именно	1	5
83	когда он	1	5
84	в себе	8	5
85	в целом	3	5
86	в этой	4	5
87	было бы	2	5
88	несмотря на	2	5
89	сих пор	1	5
90	только не	2	5
91	же самое	1	5
92	как мы	1	5
93	но в	6	5
94	сводится к	9	5
95	один из	3	5
96	в двух	1	5
97	дело с	2	5
98	только в	11	5
99	именно на	1	5
100	до сих	1	5
101	а с	2	5
102	и потому	1	5
103	мы переживаем	1	5
104	бы в	2	5
105	обратиться к	2	5
106	в своих	2	5
107	как только	1	4
108	в виду	1	4
109	в ней	2	4
110	как говорит	1	4
111	стороны и	1	4
112	могли бы	2	4
113	и к	6	4
114	есть не	1	4
115	с такой	1	4
116	именно то	2	4
117	в своей	4	4
118	не могли	1	4
119	действующие лица	1	4
120	у нас	2	4
121	по сравнению	1	4
122	мысль о	2	4
123	внимание на	3	4
124	в его	6	4
125	на одном	2	4
126	в него	2	4
127	только что	2	4
128	этот вопрос	1	4
129	не можем	1	4
130	только на	2	4
131	в конце	4	4
132	содержание и	1	4
133	должен был	2	4
134	говорит о	2	4
135	прежде всего	6	4
136	уже давно	1	4
137	что искусство	1	4
138	в частности	11	4
139	о чем	2	4
140	сравнению с	1	4
141	в результате	2	4
142	и все	4	4
143	а в	9	4
144	тем же	1	3
145	по его	2	3
146	той же	2	3
147	мы не	2	3
148	и о	1	3
149	в каждой	2	3
150	события в	1	3
151	в ее	4	3
152	он говорит	1	3
153	как в	5	3
154	и наконец	1	3
155	самое важное	1	3
156	в которой	1	3
157	из этих	2	3
158	он не	5	3
159	состоит в	12	3
160	в силу	4	3
161	что ни	1	3
162	можно было	2	3
163	в другом	4	3
164	об этом	4	3
165	это не	3	3
166	эти два	2	3
167	одном полюсе	2	3
168	ни в	1	3
169	и уже	4	3
170	в этих	1	3
171	одним и	1	3
172	вопрос о	1	3
173	но он	2	3
174	вовсе не	2	3
175	одна из	3	3
176	иметь в	1	3
177	находятся в	1	3
178	этом отношении	3	3
179	в каком	1	3
180	не могут	1	3
181	образом что	1	3
182	что при	1	3
183	данном случае	6	3
184	что у	2	3
185	так и	9	3
186	времени и	4	3
187	это только	1	3
188	в состав	3	3
189	что и	2	3
190	так что	1	3
191	для него	4	3
192	т п	2	3
193	у него	6	3
194	со стороны	6	3
195	на этот	1	3
196	и составляет	1	3
197	когда она	1	3
198	с которым	1	3
199	в данном	10	3
200	в той	5	3
201	героя в	6	3
202	не существует	1	3
203	для нас	2	3
204	мы должны	1	3
205	хотя бы	2	3
206	обстоит дело	1	3
207	в свою	2	3
208	в психологии	1	3
209	и сейчас	1	3
210	имеет место	2	3
211	по поводу	2	3
212	к этому	1	3
213	в таком	3	3
214	же как	2	2
215	того же	1	2
216	в сердце	2	2
217	это и	1	2
218	к другому	2	2
219	отношения между	2	2
220	по преимуществу	1	2
221	должна быть	2	2
222	едва ли	3	2
223	с таким	2	2
224	отношения к	1	2
225	а как	3	2
226	если я	1	2
227	это означает	1	2
228	оба эти	1	2
229	время как	1	2
230	но она	1	2
231	что иное	1	2
232	и он	2	2
233	собой в	1	2
234	между собой	3	2
235	иное как	1	2
236	это действительно	1	2
237	со словами	1	2
238	с его	3	2
239	во всех	1	2
240	предположить что	1	2
241	на самом	2	2
242	по отношению	5	2
243	с совершенно	1	2
244	очевидно что	1	2
245	себе и	2	2
246	отличие от	5	2
247	и читатель	2	2
248	в центре	2	2
249	в одной	1	2
250	перед нами	4	2
251	характеры действующих	2	2
252	все эти	3	2
253	в ответ	3	2
254	в нашем	2	2
255	как он	2	2
256	противоречие с	1	2
257	в нашей	1	2
258	действительно так	1	2
259	в нее	1	2
260	и с	1	2
261	в глазах	4	2
262	он является	3	2
263	утверждает что	1	2
264	исходили из	1	2
265	к которым	1	2
266	должно быть	1	2
267	и того	3	2
268	одного и	1	2
269	на первый	1	2
270	бы на	2	2
271	как все	1	2
272	это делает	1	2
273	в котором	5	2
274	с точки	2	2
275	его мнению	1	2
276	в отличие	5	2
277	в которых	1	2
278	всякий раз	2	2
279	что есть	1	2
280	в отношении	1	2
281	с которой	1	2
282	в то	5	2
283	чем не	1	2
284	и так	1	2
285	в полной	1	2
286	со своим	2	2
287	эти три	1	2
288	все то	2	2
289	есть только	1	2
290	ли не	1	2
291	если же	1	2
292	в себя	4	2
293	приводит к	1	2
294	на том	3	2
295	не с	1	2
296	еще в	1	2
297	когда в	1	2
298	и даже	3	2
299	ничего не	6	2
300	или иной	3	2
301	строго говоря	3	2
302	следует понимать	1	2
303	но мы	1	2
304	или на	1	2
305	можно сказать	6	2
306	в форме	5	2
307	этом смысле	1	2
308	быть и	1	2
309	в качестве	14	2
310	связи с	1	2
311	ни одного	1	2
312	в душе	2	2
313	представить себе	3	2
314	в одном	1	2
315	это по	1	2
316	представляют собой	2	2
317	с той	1	2
318	героя о	1	2
319	полагал что	1	2
320	же обстоит	1	2
321	в рассказе	4	2
322	характеров и	1	2
323	с помощью	1	2
324	характера и	3	2
325	как вещь	1	2
326	в течение	2	2
327	исходя из	1	2
328	с этой	3	2
329	все это	1	2
330	что касается	1	2
331	не является	4	2
332	которых он	1	2
333	лицо и	3	2
334	той или	3	2
335	к внешнему	1	2
336	же в	4	2
337	для читателя	1	2
338	давно уже	2	2
339	в романе	1	2
340	между ними	1	2
341	не знает	1	2
342	не что	1	2
343	бы его	1	2
344	из этого	1	2
345	себе не	1	2
346	гораздо более	1	2
347	самых общих	1	1
348	одним из	1	1
349	например в	1	1
350	с с	1	1
351	в такой	1	1
352	все остальное	1	1
353	он может	2	1
354	и фантазии	1	1
355	который можно	1	1
356	случае о	1	1
357	здесь и	1	1
358	чего не	1	1
359	от самого	1	1
360	только эти	2	1
361	из его	1	1
362	все те	2	1
363	шире и	1	1
364	после слов	1	1
365	от первой	1	1
366	говоря и	1	1
367	случае это	1	1
368	героя но	1	1
369	которое не	2	1
370	в составе	2	1
371	мы и	1	1
372	но напротив	1	1
373	так называемые	1	1
374	отступление от	1	1
375	реальным и	1	1
376	и говорить	1	1
377	на другом	1	1
378	все так	1	1
379	столь же	2	1
380	его словам	1	1
381	обычно с	1	1
382	в чем	2	1
383	могло быть	1	1
384	мы будем	1	1
385	связано с	1	1
386	для других	3	1
387	не все	2	1
388	историю души	1	1
389	пределами этой	1	1
390	и воображения	1	1
391	отношение к	1	1
392	не просто	1	1
393	каждый в	1	1
394	относится к	1	1
395	значит если	1	1
396	данный момент	1	1
397	в умении	1	1
398	и нет	1	1
399	кто не	1	1
400	хотя и	5	1
401	неизмеримо более	1	1
402	имеет в	1	1
403	более или	1	1
404	в действительности	1	1
405	это их	1	1
406	о самом	1	1
407	за собой	1	1
408	за границей	2	1
409	отступает от	1	1
410	в литературном	1	1
411	отказывается от	1	1
412	бы с	2	1
413	представляет собой	16	1
414	большей части	3	1
415	в известном	3	1
416	разговор о	1	1
417	тому же	4	1
418	так сказать	3	1
419	открывается нам	1	1
420	образом для	1	1
421	к герою	1	1
422	о которой	3	1
423	к фабуле	1	1
424	только тем	1	1
425	не являются	2	1
426	не к	4	1
427	сказал что	1	1
428	из виду	1	1
429	факт который	1	1
430	по своему	2	1
431	которым не	1	1
432	мысль то	1	1
433	с собой	1	1
434	не бывает	1	1
435	реакции на	1	1
436	поскольку она	1	1
437	жизнь которая	1	1
438	мы его	2	1
439	выражение и	1	1
440	она оказывается	2	1
441	до внутреннего	1	1
442	оно становится	1	1
443	полной мере	1	1
444	говоря всякое	1	1
445	того или	3	1
446	на протяжении	5	1
447	который так	1	1
448	свести к	1	1
449	в жизни	6	1
450	раз когда	1	1
451	но уже	1	1
452	далеко не	5	1
453	которой он	3	1
454	во взаимной	1	1
455	жизни но	1	1
456	о принципе	1	1
457	проявляется в	1	1
458	не мог	1	1
459	или менее	1	1
460	о ком	1	1
461	именно он	1	1
462	поставлены в	1	1
463	благодаря этому	1	1
464	через призму	1	1
465	о герое	3	1
466	в следующем	1	1
467	она в	1	1
468	вторая часть	1	1
469	самая суть	1	1
470	все и	1	1
471	от себя	1	1
472	жизни с	2	1
473	признать что	1	1
474	не менее	4	1
475	главы и	1	1
476	точку зрения	3	1
477	черты характера	1	1
478	второй раз	1	1
479	их в	1	1
480	но стоит	1	1
481	нет никакого	1	1
482	случае в	1	1
483	жизнь его	1	1
484	при всех	1	1
485	вплоть до	1	1
486	но они	1	1
487	ли я	1	1
488	она не	1	1
489	иной раз	1	1
490	из нас	1	1
491	на кладбище	1	1
492	означает что	1	1
493	на котором	1	1
494	принадлежат к	1	1
495	на него	5	1
496	в процессе	2	1
497	в театре	1	1
498	пока еще	3	1
499	в структуре	1	1
500	это еще	1	1
501	не могло	2	1
502	вытекает из	1	1
503	не имеет	2	1
504	с кем-нибудь	1	1
505	эта любовь	1	1
506	того и	1	1
507	нет места	1	1
508	обратим внимание	1	1
509	в противоречие	1	1
510	всего на	1	1
511	это сделать	1	1
512	пути и	1	1
513	к ней	3	1
514	за которой	1	1
515	связь и	1	1
516	вместо того	1	1
517	и теперь	1	1
518	ничто не	1	1
519	только с	1	1
520	в области	2	1
521	и оно	1	1
522	ни о	1	1
523	к себе	7	1
524	чтобы сделать	1	1
525	лица но	1	1
526	в других	2	1
527	сходство с	1	1
528	он прямо	1	1
529	с собственной	1	1
530	говорит сам	1	1
531	более не	1	1
532	но по	1	1
533	с ее	1	1
534	здесь не	2	1
535	на другой	1	1
536	и от	1	1
537	как по	3	1
538	за пределами	3	1
539	то время	1	1
540	ее жизнь	1	1
541	если они	1	1
542	этом автор	1	1
543	каждого из	1	1
544	здесь нет	1	1
545	во многом	1	1
546	реальностью и	1	1
547	в которое	1	1
548	быть может	2	1
549	ведущем к	1	1
550	мы всегда	1	1
551	о нем	3	1
552	гибели героя	1	1
553	и т.д	4	1
554	имеем дело	2	1
555	другими словами	1	1
556	что перед	1	1
557	говорит об	1	1
558	этом последнем	1	1
559	его жизни	2	1
560	на иных	1	1
561	основе своей	1	1
562	мы делаем	1	1
563	что принадлежит	1	1
564	в евгении	1	1
565	это была	1	1
566	и во	1	1
567	в конечном	3	1
568	о действии	1	1
569	к нему	1	1
570	том или	1	1
571	между тем	3	1
572	но несомненно	1	1
573	не обязательно	2	1
574	вслед за	6	1
575	выше в	1	1
576	который бы	1	1
577	что интрига	1	1
578	о его	1	1
579	что только	1	1
580	не о	1	1
581	ему необходимо	1	1
582	одной из	1	1
583	и представляет	3	1
584	которым он	1	1
585	однако в	2	1
586	в какой	4	1
587	и кажется	1	1
588	к их	1	1
589	то в	1	1
590	течение всей	1	1
591	она влюбилась	1	1
592	важный для	1	1
593	настроение и	1	1
594	себя в	2	1
595	характер ее	1	1
596	уже не	4	1
597	в виде	2	1
598	в начале	2	1
599	в сознании	2	1
600	не принимает	1	1
601	него и	1	1
602	вступает в	2	1
603	или даже	3	1
604	по выражению	1	1
605	конечном счете	3	1
606	он имеет	1	1
607	именно они	1	1
608	и их	1	1
609	никто не	1	1
610	любви в	1	1
611	могло бы	2	1
