N	2gram	Potebnia_M_1	Istorich
1	и в	39	22
2	мы имеем	1	19
3	в этом	15	17
4	и т	6	16
5	т д	4	15
6	что в	22	15
7	не только	21	14
8	мы видели	4	13
9	и не	18	12
10	но и	20	12
11	или в	2	11
12	в этих	7	11
13	может быть	27	11
14	еще не	6	10
15	таким образом	13	10
16	но в	9	10
17	в нем	20	9
18	вместе с	8	9
19	в том	26	9
20	что и	6	9
21	и говорит	1	9
22	что он	1	9
23	как мы	2	8
24	что они	1	8
25	с этим	7	8
26	мы видим	4	8
27	том что	16	8
28	предположить что	1	7
29	там где	4	7
30	но не	8	7
31	к этому	1	7
32	то что	10	7
33	мы должны	3	7
34	уже не	2	7
35	другой стороны	5	7
36	так как	21	7
37	с другой	7	7
38	из них	1	7
39	друг друга	5	6
40	связи с	3	6
41	связь с	2	6
42	то и	7	6
43	так в	1	6
44	а в	5	6
45	это не	7	6
46	в течение	2	6
47	не все	2	6
48	ничего не	1	6
49	то же	6	6
50	если бы	14	6
51	во время	1	6
52	в них	3	6
53	мы можем	2	6
54	не вполне	1	6
55	а не	21	6
56	показывает что	3	5
57	не менее	6	5
58	к нему	1	5
59	сих пор	1	5
60	до сих	1	5
61	все же	6	5
62	на ней	1	5
63	того что	8	5
64	что она	1	5
65	так что	16	5
66	или по	1	5
67	один из	1	5
68	тем не	6	5
69	в этой	3	5
70	могут быть	9	5
71	он не	3	5
72	не противоречит	1	5
73	все эти	1	4
74	одним из	2	4
75	и там	1	4
76	для нас	9	4
77	но он	2	4
78	не в	15	4
79	в другой	3	4
80	тем что	9	4
81	и с	3	4
82	к ней	2	4
83	видели что	1	4
84	и другие	1	4
85	они не	1	4
86	в других	2	4
87	и его	5	4
88	у нас	2	4
89	что на	6	4
90	только в	25	4
91	не может	22	4
92	не всегда	1	4
93	и на	1	4
94	она не	3	4
95	на этом	1	4
96	в данном	1	4
97	в свою	4	4
98	и как	6	3
99	на его	1	3
100	в связи	1	3
101	как и	9	3
102	на том	1	3
103	так же	5	3
104	прежде всего	4	3
105	здесь не	1	3
106	и ее	1	3
107	для них	2	3
108	все равно	1	3
109	и все	3	3
110	имеет свою	1	3
111	между прочим	2	3
112	его в	1	3
113	стороны и	2	3
114	видели выше	1	3
115	иное как	2	3
116	но это	5	3
117	превращается в	1	3
118	потому что	52	3
119	и от	3	3
120	уже с	2	3
121	должны были	1	3
122	к тому	4	3
123	что иное	2	3
124	в его	5	3
125	не видно	5	3
