N	2gram	Tiupa_Narr_1	Vladivir
1	и в	11	31
2	в году	2	30
3	не только	31	24
4	но и	27	19
5	то что	9	18
6	и не	23	17
7	и даже	2	15
8	у него	7	15
9	в этом	12	14
10	том что	7	14
11	и с	3	14
12	он был	1	14
13	что в	3	14
14	но в	7	12
15	в его	6	12
16	что он	3	12
17	по поводу	1	12
18	с его	4	11
19	о том	4	11
20	в том	8	11
21	потому что	5	11
22	и то	3	10
23	также и	3	10
24	он не	3	10
25	как мы	2	9
26	никогда не	4	9
27	в конце	2	9
28	только в	12	9
29	а в	13	9
30	и по	1	8
31	в москве	2	8
32	в то	4	8
33	так как	1	8
34	тут же	1	7
35	мы уже	1	7
36	как это	3	7
37	и его	10	7
38	для него	4	7
39	об этом	6	7
40	о нем	3	7
41	уже в	1	7
42	как раз	6	7
43	еще и	1	7
44	сказать что	2	7
45	того же	1	6
46	то же	8	6
47	и к	1	6
48	это было	2	6
49	он и	2	6
50	в котором	1	6
51	у нас	3	6
52	и сам	1	6
53	так и	5	6
54	его жизни	3	6
55	можно сказать	5	6
56	в качестве	14	6
57	может быть	15	6
58	на этот	1	6
59	и потому	1	6
60	не может	8	6
61	к этому	1	6
62	но как	3	5
63	когда он	1	5
64	на то	2	5
65	которой он	1	5
66	не в	6	5
67	что и	1	5
68	в россию	1	5
69	не было	3	5
70	а с	1	5
71	все это	1	5
72	и от	2	5
73	а также	6	5
74	с ним	2	5
75	в период	1	5
76	в свое	1	5
77	жизни и	6	5
78	он уже	2	4
79	мы и	1	4
80	в этой	6	4
81	в своем	3	4
82	хотя и	4	4
83	и как	3	4
84	в которой	1	4
85	в нашем	3	4
86	в себе	6	4
87	как он	1	4
88	в нем	4	4
89	главным образом	1	4
90	что у	4	4
91	как и	13	4
92	еще в	3	4
93	в своей	5	4
94	и вообще	1	4
95	не раз	1	4
96	дело в	2	4
97	же время	4	4
98	к ней	1	4
99	во всем	1	4
100	да и	2	4
101	он писал	1	4
102	никак не	2	4
103	к нему	4	4
104	по своей	1	4
105	один из	6	4
106	себя в	2	4
107	и у	1	4
108	этот раз	1	4
109	в особенности	2	4
110	после смерти	2	4
111	что для	1	4
112	и все	3	4
113	такого рода	10	4
114	для нас	1	4
115	и через	2	3
116	он как	1	3
117	на себя	4	3
118	и он	6	3
119	это время	1	3
120	и на	5	3
121	но не	4	3
122	отношение к	1	3
123	отнюдь не	2	3
124	как в	4	3
125	все же	4	3
126	более или	1	3
127	со своей	1	3
128	в целом	3	3
129	что к	1	3
130	но на	1	3
131	едва ли	3	3
132	и вот	2	3
133	то есть	9	3
134	со своими	1	3
135	не мог	6	3
136	или менее	1	3
137	во время	1	3
138	что касается	2	3
139	но это	1	3
140	что этот	1	3
141	раз и	1	3
142	и притом	2	3
143	ничего не	2	3
144	ему было	2	3
145	таким образом	1	3
146	к тому	6	3
147	в жизни	3	3
148	здесь не	2	3
149	к его	2	3
150	свидетельствует о	1	3
151	и здесь	1	3
152	это была	2	3
153	вся эта	1	3
154	человека как	1	3
155	тот же	1	3
156	мы увидим	1	3
157	уже не	8	3
158	только на	2	3
159	за границу	1	3
160	с другой	2	3
161	по своим	2	3
162	и стал	2	3
163	он даже	1	3
164	если не	2	3
165	в связи	2	3
166	вместе с	2	3
167	по своему	2	3
168	в начале	3	3
169	собственно говоря	1	3
170	другой стороны	2	3
171	об этих	1	3
172	и т	1	2
173	одним из	1	2
174	тех же	1	2
175	к своей	1	2
176	это и	1	2
177	и до	1	2
178	по его	1	2
179	той же	1	2
180	этом не	1	2
181	хотя бы	2	2
182	но даже	1	2
183	ему в	2	2
184	еще не	4	2
185	он сам	3	2
186	в чем	2	2
187	при жизни	1	2
188	мы будем	1	2
189	к жизни	2	2
190	ответ на	1	2
191	один и	2	2
192	и я	1	2
193	его на	1	2
194	за границей	1	2
195	из этих	4	2
196	был назначен	1	2
197	и тот	1	2
198	тому же	6	2
199	всей его	1	2
200	что она	1	2
201	при этом	19	2
202	т д	1	2
203	и еще	2	2
204	так например	1	2
205	а по	2	2
206	лишь в	3	2
207	за это	1	2
208	все было	1	2
209	на основании	1	2
210	с тем	1	2
211	точки зрения	5	2
212	что я	1	2
213	тем не	3	2
214	для нее	1	2
215	даже в	1	2
216	не менее	3	2
217	тем самым	5	2
218	дело не	2	2
219	не по	4	2
220	с и	1	2
221	того чтобы	4	2
222	что на	4	2
223	в детстве	2	2
224	в момент	1	2
225	со стороны	8	2
226	для его	1	2
227	указывает на	1	2
228	для того	3	2
229	и о	3	2
230	однако эта	1	2
231	ясно что	1	2
232	она была	2	2
233	был не	1	2
234	о котором	1	2
235	нас нет	1	2
236	не существовало	1	2
237	времени в	2	2
238	а именно	1	2
239	и мы	1	2
240	того что	4	2
241	с ними	2	2
242	всяком случае	2	2
243	одной из	1	2
244	то и	1	2
245	не из	1	2
246	из них	4	2
247	тем что	1	2
248	даже не	1	2
249	этому времени	1	2
250	же о	1	2
251	люди как	1	2
252	только что	2	2
253	из многочисленных	1	2
254	что мы	2	2
255	начиная с	3	2
256	к себе	4	2
257	еще на	1	2
258	тем кто	1	2
259	в ответ	1	2
260	в тех	1	2
261	своей жизни	1	2
262	о его	2	2
263	этом и	4	2
264	нисколько не	1	2
265	пока еще	1	2
266	и для	2	2
267	которых он	1	2
268	указать на	1	2
269	имеют для	1	2
270	в результате	2	2
271	тем более	1	2
272	но зато	2	2
273	совершенно не	1	2
274	в самом	6	2
275	к этой	1	2
276	в частности	14	2
277	во всяком	2	2
278	все что	2	2
279	как известно	3	1
280	его матери	1	1
281	отношении к	1	1
282	а из	1	1
283	на самом	1	1
284	только потому	1	1
285	так у	1	1
286	и есть	1	1
287	то в	4	1
288	но после	1	1
289	в их	1	1
290	он ничего	1	1
291	чего в	1	1
