N	2gram	Tiupa_Anal_1	Myslijsy
1	потому что	2	49
2	для нас	1	31
3	то есть	11	30
4	и в	18	24
5	в душе	1	23
6	может быть	29	23
7	в сознании	2	23
8	то что	6	20
9	и не	21	19
10	в том	27	18
11	а не	17	18
12	что в	5	16
13	не только	15	15
14	по себе	4	15
15	того же	4	14
16	при этом	12	13
17	не в	14	13
18	было бы	2	13
19	то же	9	12
20	но не	10	12
21	не может	22	12
22	мы не	1	11
23	таким образом	3	11
24	вместе с	4	11
25	если бы	3	11
26	что и	3	11
27	что мы	3	11
28	только в	6	11
29	тогда как	14	10
30	как в	1	10
31	в себе	11	10
32	для него	2	10
33	тогда когда	2	10
34	так что	1	10
35	так как	2	10
36	независимо от	1	9
37	в нем	3	9
38	вовсе не	2	9
39	то и	1	9
40	но и	17	9
41	как бы	5	9
42	и на	5	8
43	а только	1	8
44	в этом	13	8
45	более или	1	8
46	том что	12	8
47	или менее	1	8
48	могут быть	4	8
49	а в	9	8
50	в чем	1	7
51	во всех	1	7
52	мысль о	2	7
53	как и	13	7
54	между собою	1	7
55	всяком случае	1	7
56	зрения и	1	7
57	не могут	3	7
58	быть может	2	7
59	прежде всего	6	7
60	сами по	2	7
61	душевной жизни	2	7
62	того что	4	7
63	во всяком	1	7
64	и т	3	6
65	между двумя	3	6
66	и как	5	6
67	в состоянии	1	6
68	и того	5	6
69	одного и	2	6
70	в то	9	6
71	связи с	1	6
72	свою очередь	1	6
73	между тем	5	6
74	и только	1	6
75	не можем	1	6
76	в одном	1	6
77	с другой	4	6
78	не было	1	6
79	в ряду	2	6
80	этого слова	7	6
81	не есть	8	6
82	в свою	1	6
83	по поводу	1	6
84	столь же	4	5
85	все же	4	5
86	бы не	2	5
87	есть не	8	5
88	и уже	1	5
89	не от	1	5
90	не менее	1	5
91	по крайней	1	5
92	и наоборот	1	5
93	с ним	4	5
94	так и	4	5
95	по мере	1	5
96	о том	5	5
97	с другими	4	5
98	крайней мере	1	5
99	тот же	1	5
100	бы ни	2	5
101	слова в	1	5
102	из них	2	5
103	в них	1	5
104	для того	4	5
105	что не	3	5
106	представляется нам	1	5
107	только для	2	5
108	или не	2	5
109	же в	1	5
110	в которой	2	5
111	сам по	1	4
112	в самом	6	4
113	еще не	3	4
114	но в	8	4
115	уже не	4	4
116	из этих	2	4
117	только один	1	4
118	как он	3	4
119	а вместе	1	4
120	внешнего мира	2	4
121	с тем	1	4
122	такой же	2	4
123	в котором	3	4
124	место в	3	4
125	сих пор	1	4
126	одном из	1	4
127	они не	1	4
128	тем самым	7	4
129	образом в	1	4
130	подобно тому	3	4
131	одна из	1	4
132	и сами	1	4
133	никогда не	2	4
134	и что	1	4
135	предмета и	1	4
136	что он	3	4
137	с прежним	1	4
138	с одной	3	4
139	и вместе	1	4
140	до сих	1	4
141	влияние на	1	4
142	если не	1	4
143	тому как	3	4
144	что оно	1	4
145	от него	1	4
146	во время	1	4
147	в таком	3	4
148	говоря о	2	3
149	например в	1	3
150	человека и	1	3
151	и то	2	3
152	той же	2	3
153	есть нечто	1	3
154	только тогда	1	3
155	если в	3	3
156	со стороны	2	3
157	помнить что	1	3
158	хотя и	1	3
159	что это	1	3
160	в целом	5	3
161	думать что	2	3
162	не как	1	3
163	отношений между	1	3
164	в человеческой	1	3
165	могла бы	3	3
166	и может	1	3
167	на все	2	3
168	его в	1	3
169	это не	6	3
170	и тем	1	3
171	далеко не	6	3
172	и тогда	2	3
173	в этих	1	3
174	и при	1	3
175	себе в	2	3
176	ни было	4	3
177	быть не	3	3
178	бы быть	3	3
179	в ней	1	3
180	на него	1	3
181	в каком	1	3
182	об одном	1	3
183	оно не	1	3
184	как не	1	3
185	языка и	1	3
186	те же	1	3
187	не с	4	3
188	том как	1	3
189	на вопрос	4	3
190	но мы	1	3
191	и во	1	3
192	вслед за	1	3
193	не так	1	3
194	т п	3	3
195	входят в	1	3
196	что для	1	3
197	одной стороны	3	3
198	а от	1	3
199	в самой	1	3
200	смысле этого	1	3
201	но это	1	3
202	к другим	1	3
203	и для	1	3
204	и от	1	3
205	и все	3	3
206	все что	1	3
207	предполагает что	1	2
208	таком случае	3	2
209	самом деле	2	2
210	на самом	2	2
211	самый предмет	1	2
212	и есть	3	2
213	не имеют	1	2
214	отношения к	2	2
215	вопрос о	2	2
216	оба эти	1	2
217	с его	3	2
218	тем как	1	2
219	они имеют	1	2
220	не все	2	2
221	по отношению	6	2
222	за пределы	2	2
223	его на	1	2
224	если на	1	2
225	могли бы	2	2
226	в действительности	1	2
227	отношения между	1	2
228	все эти	2	2
229	в нашем	3	2
230	и тот	1	2
231	кажется не	1	2
232	а скорее	1	2
233	равно и	1	2
234	всех этих	1	2
235	состоит в	11	2
236	одной и	1	2
237	что ни	1	2
238	и по	2	2
239	на этом	2	2
240	одно и	1	2
241	ни был	1	2
242	но все	1	2
243	в другом	4	2
244	за собою	1	2
245	ни с	3	2
246	должно быть	2	2
247	к мысли	1	2
248	не столько	2	2
249	как совокупность	2	2
250	от себя	3	2
251	и той	1	2
252	мы находим	1	2
253	но он	1	2
254	и действия	1	2
255	их в	1	2
256	не должно	1	2
257	тому что	1	2
258	если и	1	2
259	от сознания	1	2
260	и его	5	2
261	в деятельности	1	2
262	того чтобы	3	2
263	же время	6	2
264	на природу	1	2
265	во всем	1	2
266	совмещает в	1	2
267	превращается в	1	2
268	пространство и	1	2
269	его с	1	2
270	как для	1	2
271	оно может	3	2
272	что все	1	2
273	в собственном	3	2
274	в себя	6	2
275	что может	1	2
276	как содержание	1	2
277	внимание на	1	2
278	связь между	1	2
279	состоит не	1	2
280	этом смысле	1	2
281	в формах	1	2
282	один из	2	2
283	в какой	2	2
284	во времени	4	2
285	есть в	1	2
286	других в	1	2
287	а то	1	2
288	в пространстве	1	2
289	к первой	1	2
290	друг друга	1	2
291	у него	1	2
292	ожидания и	1	2
293	а с	3	2
294	себя и	4	2
295	между ними	1	2
296	в связи	1	2
297	ко всем	1	2
298	и потому	2	2
299	как это	1	2
300	или по	1	2
301	для обозначения	1	2
302	она есть	2	2
303	из себя	1	2
304	в его	13	2
305	или в	1	2
306	о котором	1	2
307	мы должны	1	2
308	его уже	1	2
309	хотя бы	3	2
310	даже при	1	2
311	нам не	1	2
312	отсюда вытекает	1	2
313	другой стороны	2	2
314	имеет место	5	2
315	в понимающем	1	1
316	я и	6	1
317	одним из	3	1
318	отношение к	2	1
319	зависимость от	1	1
320	он может	2	1
321	значении этого	7	1
322	тех же	1	1
323	к сказанному	1	1
324	мере в	3	1
325	и до	2	1
326	должна быть	1	1
327	собственном смысле	1	1
328	видеть в	1	1
329	мы уже	1	1
330	которую я	1	1
331	говоря и	3	1
332	на каждом	2	1
333	принадлежит к	1	1
334	оно есть	1	1
