N	2gram	Losev_Prob_4	DiskursI
1	в себе	12	19
2	при этом	6	17
3	в этом	9	16
4	как и	6	16
5	и в	20	16
6	в качестве	10	16
7	может быть	9	16
8	и не	28	15
9	а не	7	14
10	то есть	27	12
11	в частности	2	12
12	но в	8	11
13	но и	14	11
14	не только	24	10
15	том что	12	10
16	так и	10	9
17	не может	5	9
18	такого рода	7	9
19	как в	5	8
20	в том	20	8
21	а также	6	8
22	но не	5	7
23	в данном	6	7
24	в нем	5	7
25	ни в	17	7
26	не менее	10	7
27	прежде всего	11	7
28	то же	7	6
29	еще не	7	6
30	с его	2	6
31	данном случае	5	6
32	себя в	2	6
33	отнюдь не	10	6
34	все же	2	6
35	в своей	4	6
36	тем самым	4	6
37	по своей	1	6
38	в своих	1	6
39	и на	3	5
40	в своем	3	5
41	в противоположность	1	5
42	в то	4	5
43	нового времени	1	5
44	с другой	7	5
45	что в	3	5
46	для него	3	5
47	то что	15	5
48	ни к	2	5
49	в рассказе	1	4
50	и то	2	4
51	в этой	4	4
52	человека в	3	4
53	в основе	1	4
54	потому что	15	4
55	о том	5	4
56	в пределах	2	4
57	одного из	1	4
58	известного рода	5	4
59	с одной	1	4
60	в одном	4	4
61	одной стороны	1	4
62	как бы	4	4
63	не является	10	4
64	мира и	1	4
65	точки зрения	14	4
66	к его	3	4
67	можно назвать	2	4
68	также и	13	3
69	и ее	4	3
70	столь же	2	3
71	к жизни	1	3
72	перед нами	13	3
73	и как	3	3
74	и наконец	4	3
75	все эти	16	3
76	из этих	1	3
77	он не	2	3
78	в басне	1	3
79	и может	2	3
80	в другом	3	3
81	его в	2	3
82	это не	7	3
83	жизни но	1	3
84	в этих	5	3
85	в котором	2	3
86	не в	13	3
87	могут быть	1	3
88	об одном	1	3
89	той или	14	3
90	в его	3	3
91	но она	3	3
92	только в	23	3
93	и его	10	3
94	уже не	5	3
95	из них	3	3
96	в них	5	3
97	из двух	1	3
98	или иной	13	3
99	здесь в	5	3
100	не было	3	3
101	не знает	1	3
102	как будто	11	3
103	в контексте	1	3
104	можно сказать	5	3
105	но это	6	3
106	и все	8	3
