N	2gram	Tiupa_Anal_1	Myshleni
1	в процессе	2	27
2	и в	18	25
3	в том	27	23
4	на основе	2	22
5	том что	12	20
6	внутренней речи	5	19
7	таким образом	3	17
8	мышления в	1	17
9	что в	5	17
10	с тем	1	16
11	в основе	6	16
12	как и	13	15
13	в его	13	15
14	то что	6	15
15	в этом	13	14
16	вместе с	4	14
17	между собой	2	13
18	может быть	29	13
19	в целом	5	13
20	так как	2	12
21	в качестве	31	12
22	могли бы	2	11
23	по своему	1	11
24	перед нами	1	10
25	и что	1	10
26	что и	3	10
27	было бы	2	10
28	того что	4	10
29	только в	6	10
30	как бы	5	10
31	и не	21	10
32	мы не	1	9
33	связи с	1	9
34	заключается в	1	9
35	ни в	4	9
36	как в	1	9
37	как мы	2	8
38	того чтобы	3	8
39	не является	2	8
40	речи и	1	8
41	столь же	4	7
42	по своей	6	7
43	все эти	2	7
44	по себе	4	7
45	в области	4	7
46	для того	4	7
47	что мы	3	7
48	как это	1	7
49	того же	4	6
50	совпадает с	2	6
51	зависимости от	1	6
52	и на	5	6
53	но не	10	6
54	потому что	2	6
55	как уже	2	6
56	представляет собой	16	6
57	не только	15	6
58	собственном смысле	1	6
59	в силу	3	6
60	не может	22	6
61	точки зрения	6	6
62	в отличие	6	6
63	не в	14	6
64	в отношении	1	6
65	не менее	1	6
66	в собственном	3	6
67	один из	2	6
68	что он	3	6
69	отличие от	6	6
70	с другой	4	6
71	в связи	1	6
72	все же	4	6
73	мы должны	1	6
74	одним из	3	5
75	человека и	1	5
76	в зависимости	1	5
77	мы уже	1	5
78	как говорит	2	5
79	и как	5	5
80	и к	3	5
81	отношения между	1	5
82	что это	1	5
83	при этом	12	5
84	в понятии	1	5
85	и по	2	5
86	но это	1	5
87	с другом	1	5
88	могут быть	4	5
89	и т.д	1	5
90	о том	5	5
91	внутренняя речь	1	5
92	так и	4	5
93	если бы	3	5
94	в этой	5	5
95	слов и	1	5
96	входит в	1	5
97	с одной	3	5
98	для него	2	5
99	именно в	4	5
100	из которых	4	5
101	одной стороны	3	5
102	друг с	1	5
103	мы имеем	6	4
104	еще не	3	4
105	отнюдь не	15	4
106	по пути	1	4
107	из этих	2	4
108	в известном	1	4
109	он не	3	4
110	как с	1	4
111	в основу	1	4
112	от нее	1	4
113	той же	2	4
114	и того	5	4
