N	3gram	Bakhtin_fo_1	FransuaR
1	то же время	9	10
2	в то же	6	10
3	до сих пор	3	8
4	мы уже говорили	3	7
5	в том что	2	6
6	и в то	5	5
7	и до конца	2	4
8	как и в	2	4
9	в другом месте	1	3
10	в том числе	4	3
11	таким образом и	1	3
12	в той же	1	3
13	в связи с	5	3
14	и до сих	1	2
15	и в особенности	2	2
16	в средние века	1	2
17	были чрезвычайно распространены	1	2
18	с точки зрения	2	2
19	том числе и	2	2
20	и др в	2	2
21	в данном случае	1	2
22	но в то	1	2
23	с одной стороны	2	2
24	дело в том	2	2
25	но дело не	1	2
26	в то время	3	2
27	с одной из	1	2
28	были связаны с	1	2
29	и т.п в	1	2
30	о том что	1	2
31	в этих условиях	1	2
32	существенную роль в	2	2
33	как мы уже	8	2
34	ни с одной	1	2
35	для того чтобы	5	2
36	не может быть	3	2
37	лишь один из	1	1
38	и до наших	1	1
39	с природой и	1	1
40	а следовательно и	1	1
41	зрения на мир	1	1
42	в одном ряду	1	1
43	точка зрения на	1	1
44	мы видим в	1	1
45	их удельный вес	1	1
46	играют громадную роль	1	1
47	прямо сказать что	2	1
48	громадную роль в	2	1
49	прежде всего в	1	1
50	а также и	2	1
51	совершенно конкретный характер	1	1
52	по отношению к	3	1
53	и как раз	6	1
54	мы уже сказали	2	1
55	еще не было	1	1
56	в самом деле	1	1
57	одном ряду с	1	1
58	то время когда	1	1
59	не похож на	1	1
60	самом месте где	1	1
61	одной стороны и	2	1
62	вещи и явления	1	1
63	между собой в	1	1
64	играет большую роль	2	1
65	до известной степени	1	1
66	и во многом	1	1
67	вместе с тем	2	1
68	в отличие от	2	1
69	такие же свежие	1	1
70	но и в	2	1
71	в больших жанрах	1	1
72	в этом отношении	3	1
73	но он не	1	1
74	но конечно не	1	1
75	или иной степени	1	1
76	в той или	1	1
77	может быть и	2	1
78	в значительной мере	1	1
79	время в его	1	1
80	главным образом в	1	1
81	мы еще вернемся	1	1
82	говорит о том	1	1
83	и в других	4	1
84	и в частности	2	1
85	и тогда когда	1	1
86	существенных моментах и	1	1
87	в самом начале	1	1
88	в ту же	1	1
89	как мы сказали	1	1
90	имел в виду	1	1
91	в романе имеется	1	1
92	вещей и явлений	1	1
93	так и в	1	1
94	быть и речи	1	1
95	все без исключения	1	1
96	и в этом	1	1
97	по сравнению с	2	1
98	остановимся здесь на	1	1
99	удельный вес в	2	1
100	его существенных моментах	1	1
101	кроме того в	1	1
102	автора и его	1	1
103	ведь в этом	1	1
104	поэтому все эти	1	1
105	друг к другу	2	1
106	можно прямо сказать	2	1
107	здесь на одном	1	1
108	этих условиях не	1	1
109	и были хорошо	1	1
110	до наших дней	1	1
111	могут быть найдены	1	1
112	в его существенных	1	1
113	под углом зрения	2	1
114	во всех этих	1	1
115	весьма существенную роль	1	1
116	в одном и	1	1
117	между этими двумя	3	1
118	в романе не	2	1
119	и как бы	1	1
120	в этом бытовом	1	1
121	характерно что даже	1	1
122	то есть все	1	1
123	в этом ряду	1	1
124	на протяжении всего	1	1
125	в ее целом	2	1
126	времени во всех	1	1
127	с самого начала	2	1
128	никогда не бывает	1	1
129	и в самом	1	1
130	включает в себя	1	1
131	и прежде всего	2	1
132	чрезвычайно распространены в	1	1
133	этому вопросу и	1	1
134	один из самых	1	1
135	как мы видим	2	1
136	том что все	1	1
137	дело здесь идет	1	1
138	лишь там где	1	1
139	так и всей	1	1
140	с их специфическими	1	1
141	в особенности же	1	1
142	роль в романе	1	1
143	друг за другом	2	1
144	друг с другом	1	1
145	в новое время	1	1
146	к тому же	2	1
147	во всем и	1	1
148	той или иной	2	1
