N	3gram	Medvedev_V_1	Formalny
1	не может быть	8	10
2	в связи с	3	10
3	и т п	9	9
4	в этом отношении	13	7
5	в самом деле	1	5
6	то же время	5	5
7	в то же	5	5
8	во всяком случае	1	5
9	и т д	14	5
10	вместе с тем	3	4
11	не могут быть	1	4
12	того или иного	1	4
13	быть и речи	1	3
14	и не может	2	3
15	и в то	3	3
16	в зависимости от	5	3
17	но и в	1	3
18	может быть и	1	3
19	не в том	2	3
20	в том смысле	1	3
21	с другой стороны	8	3
22	хотя бы в	3	3
23	для того чтобы	3	3
24	этом отношении очень	1	2
25	в процессе этого	1	2
26	в какой мере	1	2
27	в этом смысле	1	2
28	как это было	1	2
29	сами по себе	1	2
30	в том случае	1	2
31	даже и не	1	2
32	в применении к	1	2
33	в конце концов	2	2
34	все эти определения	1	2
35	между этими двумя	1	2
36	от всей полноты	1	2
37	мы говорим о	1	2
38	таким образом не	3	2
39	к тому что	3	2
40	том смысле что	1	2
41	в том что	5	2
42	как мы знаем	1	2
43	мы знаем что	2	1
44	из этих элементов	1	1
45	где же в	1	1
46	следует отметить что	1	1
47	единстве художественного целого	1	1
48	только в единстве	1	1
49	по этому вопросу	1	1
50	следует однако отметить	1	1
51	иметь в виду	2	1
52	в виду что	1	1
53	теми или иными	1	1
54	что перед нами	1	1
55	более или менее	6	1
56	равно как и	4	1
57	не говоря уже	1	1
58	но даже и	1	1
59	и как увидим	1	1
60	с одной стороны	2	1
61	может быть при	1	1
62	только в том	2	1
63	до сих пор	1	1
64	говоря уже о	1	1
65	в таком случае	1	1
66	что он не	1	1
67	и так или	1	1
68	со всем что	1	1
69	во всех этих	1	1
70	он не создает	1	1
71	том или ином	1	1
72	на этот вопрос	1	1
73	может быть даже	1	1
74	во всей ее	1	1
75	в противном случае	2	1
76	т п все	1	1
77	часто смешивают с	1	1
78	без нее не	1	1
79	по крайней мере	2	1
80	является не чем	1	1
81	то или иное	1	1
82	именно в этом	1	1
83	том случае если	1	1
84	же в таком	1	1
85	мы полагаем что	1	1
86	в художественном творчестве	5	1
87	в том или	1	1
88	т е в	2	1
89	отнюдь не в	1	1
90	не чем иным	1	1
91	в этой области	3	1
92	в данном случае	1	1
93	в том чтобы	2	1
94	на эти вопросы	2	1
95	но в то	1	1
96	при помощи которой	1	1
97	зависимости от различных	1	1
98	как один из	1	1
99	главным образом на	1	1
100	с реальной жизнью	1	1
101	прежде всего необходимо	1	1
102	однако отметить что	1	1
103	так или иначе	1	1
104	в большей или	2	1
105	или меньшей степени	2	1
106	это и есть	3	1
107	все же не	1	1
108	чуть ли не	2	1
109	с реальной действительностью	1	1
110	то о чем	1	1
111	именно в том	1	1
112	органической связи с	1	1
113	что они не	1	1
114	не было бы	4	1
115	только то что	2	1
116	очевидно что в	1	1
117	и в прозе	1	1
118	таким образом в	2	1
119	в светлое поле	1	1
120	чем иным как	1	1
121	в подавляющем большинстве	1	1
122	имеем в виду	1	1
123	большей или меньшей	3	1
124	все те черты	1	1
125	в свою очередь	1	1
126	ничего общего с	1	1
127	и без того	1	1
128	как особый специфический	1	1
129	не типичны для	1	1
130	может быть признана	1	1
131	произведения от его	1	1
132	в художественном произведении	4	1
133	лежит в основе	1	1
134	евгения онегина не	1	1
135	по аналогии с	1	1
136	совершенно очевидно что	1	1
137	по этому поводу	7	1
138	говорить только о	1	1
139	всего может быть	1	1
140	сама по себе	1	1
141	здесь не могут	1	1
142	светлое поле сознания	1	1
143	в последнем счете	1	1
144	является краеугольным камнем	1	1
145	что оно является	1	1
