N	2gram	Losev_Vlad_3	Literetu
1	и не	25	22
2	в мире	2	16
3	и в	40	16
4	при этом	3	15
5	в этом	16	14
6	не только	25	14
7	но и	18	14
8	в том	18	12
9	может быть	8	12
10	а не	8	12
11	то что	28	12
12	в частности	1	11
13	я и	1	10
14	не в	3	10
15	такого рода	4	10
16	то же	4	9
17	так и	6	9
18	в то	7	9
19	того что	7	9
20	в этой	8	8
21	в жизни	2	8
22	том что	18	8
23	не может	14	8
24	как бы	3	8
25	в своей	9	7
26	тем самым	2	7
27	же время	2	7
28	только в	13	7
29	со стороны	2	7
30	точки зрения	13	7
31	еще не	4	6
32	с его	2	6
33	в себе	9	6
34	в другом	2	6
35	о том	11	6
36	и его	10	6
37	в его	14	6
38	с другой	5	6
39	к тому	7	6
40	в году	10	5
41	в отличие	3	5
42	отличие от	3	5
43	как в	1	5
44	в целом	2	5
45	тому же	5	5
46	то есть	24	5
47	лишь в	1	5
48	это не	3	5
49	как и	7	5
50	в основе	1	5
51	этом отношении	2	5
52	в ее	1	5
53	что он	5	5
54	в качестве	3	5
55	именно в	3	5
56	а именно	12	5
57	вместе с	7	5
58	а в	7	5
59	но не	4	4
60	хотя и	7	4
61	и если	7	4
62	должно быть	5	4
63	место в	1	4
64	даже в	4	4
65	не говоря	1	4
66	никогда не	11	4
67	говоря уже	1	4
68	данном случае	2	4
69	а также	8	4
70	с одной	3	4
71	в начале	2	4
72	из них	2	4
73	в одном	5	4
74	как будто	1	4
75	в природе	1	4
76	до конца	4	4
77	одной стороны	3	4
78	в данном	5	4
79	по существу	4	4
80	и для	3	4
81	отношения к	5	3
82	например в	1	3
83	самом деле	1	3
84	едва ли	11	3
85	с ее	1	3
86	но уже	2	3
87	в сторону	2	3
88	отнюдь не	5	3
89	и как	7	3
90	и наконец	2	3
91	и к	2	3
92	но в	4	3
93	то в	6	3
94	бы и	4	3
95	в глазах	1	3
96	и тем	3	3
97	взгляд на	2	3
98	с точки	6	3
99	на свою	1	3
100	только для	1	3
101	по своей	2	3
102	потому что	11	3
103	личности в	1	3
104	для его	1	3
105	все еще	1	3
106	еще в	5	3
107	прежде всего	10	3
108	вслед за	1	3
109	живой жизни	2	3
110	ни к	2	3
111	совершенно не	2	3
112	уже не	9	3
113	в самом	4	3
114	о чем	1	3
115	как это	4	3
116	в иных	1	3
117	мыслится как	1	3
118	жизни и	1	3
119	как на	3	3
120	том числе	1	3
121	совершенно новой	1	2
122	того же	2	2
123	для своего	1	2
124	как мы	8	2
125	вопрос о	4	2
126	не вполне	2	2
127	на себя	2	2
128	я не	3	2
129	мы и	2	2
130	то это	10	2
131	и на	6	2
132	бы то	3	2
133	во всех	1	2
134	сказать и	1	2
135	легко может	2	2
136	а и	2	2
137	и вовсе	3	2
138	стороны и	2	2
139	все же	4	2
140	когда он	1	2
141	как таковое	1	2
142	еще на	1	2
143	так или	2	2
144	он в	1	2
145	им в	1	2
146	на то	4	2
147	все они	2	2
148	в нем	3	2
149	чтобы он	1	2
150	о которой	1	2
151	в первой	1	2
152	не как	2	2
153	и вот	1	2
154	то ни	3	2
155	и с	9	2
156	его в	2	2
157	знает что	1	2
158	действительности в	1	2
159	было бы	4	2
160	и даже	6	2
161	той или	2	2
162	далеко не	3	2
163	не всегда	1	2
164	несмотря на	7	2
165	еще раз	2	2
166	со всей	1	2
167	и при	1	2
168	ни было	1	2
169	в конце	12	2
170	по себе	6	2
171	автора и	1	2
172	не менее	9	2
173	с которой	1	2
174	того чтобы	3	2
175	как раз	10	2
176	другой стороны	2	2
177	у нас	5	2
178	вот в	2	2
179	же самое	3	2
180	этот путь	1	2
181	для себя	5	2
182	и сам	1	2
183	не с	4	2
184	во второй	1	2
185	мира и	1	2
186	если бы	3	2
187	одного из	1	2
188	мира а	1	2
189	можно сказать	1	2
190	искусство не	1	2
191	что и	7	2
192	во всей	1	2
193	и только	3	2
194	и об	1	2
195	как например	2	2
196	но с	2	2
197	здесь не	3	2
198	связи с	2	2
199	за ним	1	2
200	ни с	3	2
201	для него	8	2
202	тем что	5	2
203	и вместе	2	2
204	для того	2	2
205	это будет	1	2
206	или иной	1	2
207	не надо	1	2
208	или иначе	2	2
209	себя и	1	2
210	с ней	1	2
211	и выше	2	2
212	него не	1	2
213	если не	6	2
214	я говорю	1	2
215	объекта и	1	2
216	так же	8	2
217	и потому	10	2
218	а так	1	2
219	xix века	6	2
220	к жизни	1	2
221	если это	1	2
222	никем не	1	2
223	с этой	2	2
224	своей жизни	1	2
225	один из	1	2
226	это последнее	2	2
227	что в	17	2
228	в каждой	1	2
229	внимание на	1	2
230	же в	3	2
231	отношением к	1	2
232	в свою	1	2
233	жизни а	2	2
234	я это	1	2
235	оно не	3	2
236	но еще	2	2
237	еще и	18	2
238	ее в	3	2
239	в своих	7	2
240	к этому	2	2
241	не стыдится	1	1
242	как известно	1	1
243	начинается с	1	1
244	и то	9	1
245	на самом	3	1
246	тех же	1	1
247	исходя из	1	1
248	это и	1	1
249	и есть	1	1
250	не признает	1	1
251	в трактате	3	1
252	с целым	1	1
253	из самых	1	1
254	по преимуществу	2	1
255	из его	1	1
256	все те	1	1
257	с таким	2	1
258	и за	2	1
259	по его	2	1
260	мы уже	5	1
261	который в	2	1
262	мыслимо только	1	1
263	соловьева о	5	1
264	общества но	1	1
265	и совсем	1	1
266	в последнем	1	1
267	что иное	1	1
268	принадлежит к	1	1
269	за два	1	1
270	и он	1	1
271	в ней	5	1
272	он был	2	1
273	он сам	2	1
274	с тех	1	1
275	иное как	1	1
276	быть в	2	1
277	в последних	1	1
278	в чем	3	1
279	сознания а	1	1
280	у вл	42	1
281	к которой	1	1
282	сам собою	2	1
283	черты и	1	1
284	к богу	2	1
285	если в	1	1
286	очевидно что	1	1
287	уже как	1	1
288	он пишет	1	1
289	не просто	10	1
290	нет и	1	1
291	за пределы	3	1
292	определяется не	1	1
293	сама по	1	1
294	к сожалению	1	1
295	соловьева с	6	1
296	в истории	5	1
297	независимо от	3	1
298	с этим	2	1
299	в своем	8	1
300	что касается	2	1
301	перед нами	3	1
302	сознания в	1	1
303	что по	1	1
304	это тоже	2	1
305	более или	5	1
306	в этот	2	1
307	начало но	1	1
308	для второй	1	1
309	принадлежал к	1	1
310	в нашем	2	1
311	бы не	1	1
312	влечение к	1	1
313	уже в	3	1
314	их объединяет	1	1
315	как он	1	1
316	за рамки	1	1
317	так сказать	1	1
318	наш взгляд	1	1
319	больше всего	1	1
320	тем не	10	1
321	она становится	1	1
322	он не	8	1
323	творца и	2	1
324	именно то	1	1
325	и еще	2	1
326	или скорее	1	1
327	в силу	2	1
328	в корне	1	1
329	оно должно	4	1
330	время индивидуального	1	1
331	содержит в	5	1
332	свободно от	1	1
333	о таком	1	1
334	слова и	1	1
335	а то	2	1
336	с позиций	1	1
337	его не	1	1
338	на все	1	1
339	второй половины	1	1
340	первую очередь	1	1
341	обстоятельством что	1	1
342	те годы	2	1
343	всю свою	1	1
344	и была	1	1
345	из первых	1	1
346	даже по	1	1
347	в них	1	1
348	о которых	2	1
349	к непосредственному	1	1
350	все равно	1	1
351	этого не	3	1
352	жизни но	1	1
353	жизни по	1	1
354	чем в	4	1
355	на этот	1	1
356	существования а	1	1
357	был бы	3	1
