N	2gram	Vygotskiy__7	NovoeSre
1	а не	6	17
2	и в	26	16
3	не может	11	16
4	совсем не	1	12
5	и не	18	11
6	и есть	2	10
7	что в	12	9
8	как не	1	8
9	в том	18	8
10	он не	3	8
11	в этом	29	7
12	в новой	3	7
13	может быть	7	7
14	как и	15	7
15	это есть	4	7
16	высшей степени	1	6
17	не в	4	6
18	ни в	2	6
19	в высшей	1	6
20	общественной жизни	1	6
21	никогда не	4	6
22	лишь в	2	6
23	но это	3	6
24	с ее	2	5
25	в ней	3	5
26	и к	7	5
27	не только	24	5
28	все это	3	5
29	в нем	2	5
30	быть может	1	4
31	о том	4	4
32	и мы	1	4
33	перестает быть	1	4
34	в них	1	4
35	то что	24	4
36	это не	3	4
37	прежде всего	7	4
38	не было	1	4
39	должно быть	2	4
40	и потому	3	4
41	по своему	9	4
42	значит что	1	4
43	не менее	4	4
44	и для	5	4
45	не имеет	2	4
46	и все	1	4
47	потому что	16	4
48	с другой	4	3
49	в ее	6	3
50	вопрос о	6	3
51	еще не	4	3
52	во всех	6	3
53	за пределы	1	3
54	наряду с	2	3
55	как в	4	3
56	конечно не	1	3
57	к ним	1	3
58	подобно тому	1	3
59	перейти к	4	3
60	но и	11	3
61	это было	1	3
62	не есть	4	3
63	не означает	3	3
64	с тем	5	3
65	в своей	3	3
66	тому как	1	3
67	в прошлом	1	3
68	она не	5	3
69	что такое	1	3
70	в основе	3	3
71	к ее	1	3
72	к тому	7	3
73	сказать что	8	3
74	и это	1	2
75	же как	8	2
76	связана с	3	2
77	это и	4	2
78	переходе от	3	2
79	время как	2	2
80	переход к	1	2
81	можно было	2	2
82	так и	3	2
83	природе и	2	2
84	времени и	1	2
85	к самой	1	2
86	мы не	7	2
87	и с	5	2
88	для этого	3	2
89	но она	1	2
90	я не	3	2
91	и должно	1	2
92	вот почему	1	2
93	и что	6	2
94	должно было	2	2
95	но не	3	2
96	все время	1	2
97	в центре	1	2
98	с этим	2	2
99	ни к	1	2
100	хотя и	1	2
101	но в	4	2
102	который в	1	2
103	все эти	6	2
104	с одной	5	2
105	думать что	1	2
106	с их	1	2
107	есть в	3	2
108	в себе	9	2
109	в употреблении	1	2
110	не могла	2	2
111	движение от	6	2
112	не к	1	2
113	у него	1	2
114	что она	8	2
115	и заключается	3	2
116	в одну	2	2
117	что все	2	2
118	нет и	3	2
119	этом смысле	1	2
120	к более	1	2
121	но я	1	2
122	том что	17	2
123	будет с	1	2
124	вместе с	12	2
125	так же	14	2
126	мы говорим	2	2
127	место в	1	2
128	мысли и	11	2
129	одной стороны	5	2
130	другой стороны	1	2
131	по существу	1	2
132	том и	3	2
133	как будто	1	2
134	как это	5	2
135	такой же	3	2
136	но для	2	2
137	в смысле	6	2
138	в то	3	2
139	одна из	1	2
140	борьба и	1	2
141	мысли в	9	2
142	того чтобы	19	2
143	формы и	1	2
144	и от	4	2
145	и весь	2	2
146	все они	1	2
147	а в	2	2
148	ли это	1	2
149	заключается что	1	2
150	могут быть	2	2
151	из ее	3	2
152	также что	1	1
153	оно может	1	1
154	легче чем	1	1
155	не хочу	1	1
156	становится в	1	1
157	ни одно	1	1
158	для себя	24	1
159	он может	1	1
160	только потому	3	1
161	переход от	1	1
162	слишком большой	1	1
163	было то	1	1
164	приводит к	4	1
165	и до	2	1
166	и мысли	1	1
167	этих союзов	1	1
168	и этот	1	1
169	с собой	3	1
170	мы уже	3	1
171	и которые	2	1
172	по природе	2	1
173	еще в	1	1
174	начинается в	1	1
175	на место	1	1
176	совершенно невозможно	1	1
177	с ним	3	1
178	нас и	2	1
179	можно сказать	5	1
180	говорить о	1	1
181	обречен на	1	1
182	оно есть	5	1
183	движения и	1	1
184	это должно	1	1
185	и небытия	1	1
186	не был	1	1
187	в виду	5	1
188	во внешних	1	1
189	зависимости от	1	1
190	с большим	1	1
191	в недрах	1	1
192	же мере	5	1
193	что его	2	1
194	в чем	3	1
195	и во	4	1
196	не могут	4	1
197	к нему	3	1
198	всей нашей	1	1
199	себя все	1	1
200	значение и	2	1
201	в его	4	1
202	менее всего	3	1
203	отличие от	2	1
204	ее он	1	1
205	и только	4	1
206	движения в	3	1
207	и она	2	1
208	к которому	1	1
209	в своем	1	1
210	известном смысле	2	1
211	человека может	2	1
212	говорит что	2	1
213	что он	8	1
214	в каком-то	1	1
215	только в	8	1
216	во всем	3	1
217	по своей	10	1
218	от этого	1	1
219	в этот	3	1
220	в самом	9	1
221	к чему	1	1
222	бы сказать	2	1
223	то время	2	1
224	из этих	3	1
225	имеет более	1	1
226	в известном	2	1
227	положительное значение	1	1
228	уже в	2	1
229	вопроса о	2	1
230	в большинстве	2	1
231	отнести к	1	1
232	формальной и	1	1
233	все ее	1	1
234	раньше чем	1	1
235	него и	1	1
236	от других	1	1
237	идей и	1	1
238	большинстве случаев	2	1
239	из них	1	1
240	она становится	1	1
241	человека на	1	1
242	для того	18	1
243	к внутренней	6	1
244	и их	5	1
245	я давно	1	1
246	всяком случае	1	1
247	нуждается в	3	1
248	своему строению	6	1
249	слова в	5	1
250	по всем	1	1
251	в конце	4	1
252	не для	1	1
253	но ведь	1	1
254	друг друга	4	1
255	бытия и	1	1
256	и каждой	1	1
257	тем что	9	1
258	заключает в	1	1
259	в глубину	1	1
260	процессы которые	1	1
261	к той	1	1
262	от того	1	1
263	и вместе	2	1
264	в основу	1	1
265	но все	1	1
266	и природа	1	1
267	от нее	2	1
268	может остаться	1	1
269	это значит	1	1
270	значение в	2	1
271	не были	1	1
272	из всех	5	1
273	а по	2	1
274	перестать быть	2	1
275	и из	1	1
276	на ее	2	1
277	с другими	3	1
278	главной задачей	1	1
279	нельзя сказать	1	1
280	делается в	3	1
281	было бы	6	1
282	в каких	1	1
283	а это	1	1
284	и целиком	1	1
285	лишь по	1	1
286	во внешней	4	1
287	себя и	2	1
288	в отличие	2	1
289	что не	2	1
290	говорят об	1	1
291	но оно	1	1
292	для них	1	1
293	связано с	1	1
294	этого она	1	1
295	процесс в	1	1
296	это привело	2	1
297	они не	1	1
298	в этой	3	1
299	быть понят	1	1
300	ничем не	1	1
301	этого не	1	1
302	как ни	1	1
303	ее на	1	1
304	огромную роль	1	1
305	что мы	9	1
306	ближе к	1	1
307	он и	1	1
308	проходит через	1	1
309	в этих	2	1
310	во время	2	1
311	но если	2	1
312	самая постановка	1	1
313	будет в	1	1
314	и особенно	1	1
315	в такой	4	1
316	в котором	4	1
317	только для	1	1
318	предметного содержания	1	1
319	себе если	1	1
320	одну из	1	1
321	рода и	1	1
322	мы в	3	1
323	у нас	2	1
324	переходит от	2	1
325	в зависимости	1	1
326	в силу	5	1
327	не удалось	1	1
328	но он	2	1
329	о человеке	2	1
330	эту мысль	1	1
331	мы должны	6	1
332	их в	1	1
333	что этот	5	1
334	в состоянии	1	1
335	это скорее	1	1
336	быть не	1	1
337	по себе	3	1
338	в той	4	1
339	нас к	6	1
340	отмирают и	1	1
341	сих пор	3	1
342	так как	14	1
343	человека не	1	1
344	она могла	1	1
345	есть прежде	1	1
346	истории но	1	1
347	должны быть	4	1
348	новая же	1	1
349	она должна	2	1
350	в сущности	9	1
351	не по	4	1
352	за его	1	1
353	до сих	3	1
354	совершается в	3	1
355	того и	2	1
356	так много	1	1
357	формах и	1	1
358	о природе	7	1
359	чтобы понять	1	1
360	внутреннего единства	1	1
361	никогда еще	1	1
362	не достигается	1	1
363	а к	1	1
364	но также	3	1
365	а во	1	1
366	они являются	1	1
367	она с	1	1
368	к этой	2	1
369	к ней	2	1
370	своей природе	4	1
371	есть такой	1	1
372	привело к	2	1
373	иллюзией и	1	1
374	и его	12	1
375	все более	1	1
376	они будут	1	1
377	для другого	1	1
378	речи о	4	1
379	гораздо больше	2	1
380	в области	4	1
381	в период	2	1
382	в каком	1	1
383	в высшем	1	1
384	в свою	2	1
385	и оно	1	1
386	того же	1	1
387	жизни а	1	1
388	не та	1	1
389	есть только	2	1
390	привел к	1	1
391	про себя	1	1
392	должны перейти	1	1
393	в которой	11	1
394	числе и	1	1
395	на путь	1	1
396	этот переход	1	1
397	во всяком	2	1
398	я могу	2	1
399	но сама	1	1
400	как на	6	1
401	все что	6	1
402	том числе	1	1
