N	3gram	Potebnia_M_3	RusskieA
1	в том что	16	18
2	в данном случае	1	6
3	для того чтобы	3	6
4	и т д	3	5
5	вместе с тем	4	4
6	и в других	1	4
7	о том что	1	4
8	том что это	1	3
9	не может быть	3	3
10	подобно тому как	2	3
11	только тогда когда	7	3
12	тем не менее	3	2
13	во многих случаях	1	2
14	может быть только	3	2
15	и многие другие	1	2
16	в том чтобы	2	2
17	но вместе с	2	2
18	не принадлежат к	1	2
19	бросается в глаза	1	2
20	мы не можем	2	2
21	в то время	4	2
22	после того как	1	2
23	по этому поводу	1	2
24	с одной стороны	3	2
25	а между тем	2	1
26	потому что он	3	1
27	не было ни	1	1
28	отсюда видно что	1	1
29	потому что в	1	1
30	более или менее	3	1
31	так что в	1	1
32	в том же	2	1
33	так как при	1	1
34	может быть назван	1	1
35	мы должны будем	2	1
36	связи с другими	1	1
37	но все это	1	1
38	и то и	1	1
39	том что ее	1	1
40	но и в	4	1
41	а может быть	1	1
42	в этом отношении	2	1
43	таким образом в	1	1
44	из того что	1	1
45	а вместе с	1	1
46	состоит не в	1	1
47	с места и	1	1
48	ни с одним	1	1
49	может быть не	1	1
50	на первый взгляд	1	1
51	смысле этого слова	7	1
52	те или другие	1	1
53	есть та же	1	1
54	что именно в	1	1
55	то время как	1	1
56	с другой стороны	4	1
57	и в том	2	1
58	все то что	1	1
59	этой силы на	1	1
60	можно заключить что	2	1
61	и в таком	1	1
62	далеко не все	3	1
63	быть не только	1	1
64	то увидим что	1	1
65	все силы природы	1	1
66	имея в виду	1	1
67	он был бы	1	1
68	в свою очередь	3	1
69	все следующие за	1	1
70	только как символ	1	1
71	тем и другим	1	1
72	в связь с	1	1
73	можно сказать что	2	1
74	с тем и	2	1
75	на то что	1	1
76	тем более что	1	1
77	каждый из этих	1	1
78	как мы уже	1	1
79	предположить что в	1	1
80	и таким образом	1	1
81	не все в	1	1
82	но не только	1	1
83	для нас не	1	1
84	как и в	2	1
85	как мы видели	1	1
86	вне связи с	1	1
