N	2gram	Berdyaev_O_1	StatiiOP
1	и в	19	25
2	в этом	12	24
3	в том	5	20
4	что он	3	19
5	может быть	11	19
6	тем что	2	19
7	что в	4	19
8	что это	1	16
9	том что	2	15
10	в этой	5	14
11	и пр	1	13
12	не только	11	12
13	в его	7	12
14	то что	5	12
15	в этих	3	11
16	так что	2	11
17	прежде всего	9	10
18	и не	13	10
19	у него	22	9
20	но и	13	9
21	все это	6	8
22	о том	3	8
23	как например	1	8
24	это было	3	8
25	т е	4	8
26	в своих	3	8
27	это не	3	7
28	было бы	3	7
29	не может	4	7
30	и на	2	6
31	как в	1	6
32	не в	11	6
33	в русской	3	6
34	в конце	1	6
35	в россии	5	6
36	как бы	3	6
37	а в	5	6
38	но в	2	5
39	на то	1	5
40	он не	7	5
41	в котором	1	5
42	потому что	9	5
43	и это	1	5
44	так и	2	5
45	в них	1	5
46	отметить что	1	5
47	а не	11	5
48	того что	3	5
49	например в	1	4
50	в которой	2	4
51	в центре	1	4
52	все же	2	4
53	не было	9	4
54	и к	2	4
55	то в	1	4
56	в каждом	1	4
57	лишь в	7	4
58	в жизни	1	4
59	с тем	2	4
60	как и	6	4
61	у нас	1	4
62	ничего не	2	4
63	к ней	2	4
64	этом отношении	1	4
65	связана с	1	4
66	отличается от	1	4
67	в ней	1	4
68	и с	2	4
69	если бы	1	4
70	к нему	3	4
71	всего в	2	4
72	всяком случае	1	4
73	отношение к	5	4
74	действующих лиц	1	4
75	связь с	1	4
76	он говорит	1	4
77	это есть	1	4
78	и для	2	4
79	но это	1	4
80	сказать что	2	4
81	была бы	1	4
82	в своей	2	4
83	во всяком	1	4
84	он хотел	1	3
85	он был	8	3
86	с его	4	3
87	в творчестве	5	3
88	все эти	4	3
89	в другом	2	3
90	попадает в	1	3
91	нет никакого	1	3
92	но он	7	3
93	и более	1	3
94	действующие лица	1	3
95	и здесь	1	3
96	что все	2	3
97	со стороны	1	3
98	и что	1	3
99	и его	4	3
100	вот что	1	3
101	уже не	1	3
102	я имею	1	3
103	уже в	2	3
104	не так	1	3
105	для него	5	3
106	так как	2	3
107	связан с	1	3
108	что для	2	3
109	до конца	7	3
110	его как	1	3
111	к этому	2	3
112	народ в	1	2
113	самом деле	1	2
114	трагедии и	1	2
115	в сущности	1	2
116	то он	1	2
117	что они	2	2
118	в самом	5	2
119	о которой	2	2
120	заключается в	1	2
121	связанным с	1	2
122	ее в	2	2
123	а с	1	2
124	он и	1	2
125	мы не	1	2
126	и тогда	1	2
127	которую он	2	2
128	эта тема	1	2
129	что нужно	1	2
130	в отношении	1	2
131	одна из	1	2
132	было у	1	2
133	не имеет	2	2
134	никогда не	9	2
135	в русском	1	2
136	что русский	1	2
137	от того	1	2
138	начиная с	1	2
139	могут быть	3	2
140	ставит в	1	2
141	для его	1	2
142	для того	3	2
143	нет такого	1	2
144	в виду	1	2
145	что у	2	2
146	а потому	1	2
147	в форме	1	2
148	и других	1	2
149	все время	1	2
150	еще не	3	2
151	и ее	3	2
152	в уста	2	2
153	одно из	2	2
154	в новом	1	2
155	цели и	1	2
156	вовсе не	1	2
157	должен был	2	2
158	не потому	1	2
159	что не	4	2
160	но есть	1	2
161	в одной	1	2
162	но не	1	2
163	это за	3	2
164	быть не	1	2
165	в это	1	2
166	этого слова	1	2
167	нужно отметить	1	2
168	один из	1	2
169	его не	2	2
170	и ни	2	2
171	быть назван	1	2
172	к этой	2	2
173	ту же	1	1
174	в обычном	1	1
175	также и	1	1
176	сам по	1	1
177	и то	2	1
178	смысле слова	1	1
179	он более	1	1
180	на самом	1	1
181	тем же	1	1
182	не хочет	1	1
183	и до	1	1
184	всей мировой	1	1
185	на западе	2	1
186	должна быть	1	1
187	видеть в	1	1
188	из всех	1	1
189	отношения к	1	1
190	есть не	1	1
191	им самим	1	1
192	ни у	2	1
193	вопрос о	10	1
194	которой может	1	1
195	сложнее и	2	1
196	и он	8	1
197	и много	2	1
198	о русской	1	1
199	со всеми	1	1
200	не все	2	1
201	и я	1	1
202	в истории	2	1
203	россии в	2	1
204	что как	1	1
205	в своем	2	1
206	и нет	2	1
207	что нет	1	1
208	когда он	3	1
209	вопросом о	2	1
210	и как	1	1
211	хочет сделать	1	1
212	самом начале	1	1
213	от этого	1	1
214	духа в	1	1
215	из жизни	1	1
216	представляет собой	1	1
217	за это	1	1
218	думать что	1	1
219	говорят о	1	1
220	человек не	7	1
221	что она	1	1
222	в нем	10	1
223	от которого	1	1
224	и больше	1	1
225	они в	1	1
226	и почему	1	1
227	он должен	1	1
228	же это	2	1
229	указывали на	1	1
230	к другу	1	1
231	самим собой	1	1
232	подходит к	1	1
233	она стала	1	1
234	которым он	1	1
235	мучительный вопрос	1	1
236	чем в	2	1
237	нисколько не	1	1
238	поэтому он	1	1
239	сам и	1	1
240	он понимал	1	1
241	быть он	1	1
242	одном из	1	1
243	эта не	1	1
244	не могли	2	1
245	чтобы иметь	1	1
246	по себе	2	1
247	и очень	2	1
248	тему которая	1	1
249	что есть	2	1
250	а иногда	1	1
251	может служить	1	1
252	дело в	1	1
253	того как	1	1
254	того чтобы	4	1
255	в разных	1	1
256	в самой	9	1
257	ее с	1	1
258	по своей	1	1
259	было не	1	1
260	перед ним	1	1
261	всему этому	1	1
262	всех действующих	1	1
263	это два	1	1
264	свое собственное	1	1
265	но там	1	1
266	не случайно	1	1
267	а что	1	1
268	его с	1	1
269	бы он	1	1
270	всегда в	1	1
271	судьба человека	1	1
272	можно и	1	1
273	был для	1	1
274	и о	2	1
275	на нем	1	1
276	в ее	2	1
277	с каким	1	1
278	это была	1	1
279	нет никакой	1	1
280	и этим	2	1
281	не те	1	1
282	до самого	5	1
283	и когда	1	1
284	и сам	1	1
285	этот период	1	1
286	можно было	1	1
287	имею в	1	1
288	особенно в	1	1
289	чем у	1	1
290	том как	1	1
291	не стоит	1	1
292	но у	1	1
293	в эпоху	1	1
294	свободной и	1	1
295	с ним	3	1
296	но может	1	1
297	связанная с	1	1
298	находится в	1	1
299	все его	1	1
300	всегда у	1	1
301	его жизни	1	1
302	как у	1	1
303	вопросу о	1	1
304	которых в	1	1
305	что и	2	1
306	в древнем	1	1
307	вообще и	1	1
308	у одного	1	1
309	он создал	1	1
310	человека как	1	1
311	по содержанию	1	1
312	же можно	2	1
313	его в	2	1
314	ли он	1	1
315	который в	1	1
316	европе и	1	1
317	между этими	1	1
318	вопрос об	1	1
319	которая была	1	1
320	о пушкине	1	1
321	ничто не	2	1
322	а это	1	1
323	подчинен нормам	1	1
324	не стал	1	1
325	из них	1	1
326	что сама	1	1
327	только одно	3	1
328	свои силы	1	1
329	в одном	1	1
330	иногда и	1	1
331	своего творчества	1	1
332	в других	2	1
333	даже и	2	1
334	и из	2	1
335	на примере	1	1
336	был в	1	1
337	а именно	1	1
