N	2gram	Vygotskiy__3	Formalny
1	и не	10	30
2	вовсе не	1	28
3	и в	25	27
4	может быть	13	25
5	не может	6	24
6	так и	5	21
7	и его	2	19
8	в этом	14	18
9	таким образом	17	18
10	а не	1	17
11	точки зрения	6	16
12	то же	2	15
13	в нем	2	15
14	в процессе	27	15
15	между ними	3	15
16	как и	15	14
17	с точки	1	14
18	не в	6	12
19	если бы	5	12
20	в самом	3	11
21	в жизни	3	11
22	и от	2	11
23	не могут	4	10
24	место в	2	10
25	но и	4	10
26	в действительности	1	9
27	не только	6	9
28	как его	1	9
29	так как	12	9
30	так же	17	9
31	отнюдь не	4	8
32	с помощью	42	8
33	как бы	10	8
34	при этом	5	8
35	входит в	5	8
36	ни в	9	8
37	как мы	8	8
38	в пределах	1	8
39	только в	10	8
40	как раз	1	8
41	то что	15	8
42	и все	4	8
43	что в	17	8
44	тем же	4	7
45	с тем	16	7
46	не менее	6	7
47	потому что	6	7
48	его в	3	7
49	между тем	3	7
50	в его	15	7
51	в том	23	7
52	для них	1	7
53	если мы	3	7
54	там где	4	7
55	все это	6	7
56	в то	4	7
57	действительности и	1	6
58	еще не	4	6
59	и понимания	1	6
60	но в	1	6
61	все эти	7	6
62	в своей	2	6
63	всяком случае	4	6
64	все время	2	6
65	было бы	10	6
66	что он	6	6
67	с другой	6	6
68	вместе с	14	6
69	в данном	1	6
70	все же	6	6
71	и для	2	6
72	бы в	2	6
73	хотя бы	1	6
74	в своих	2	6
75	во всяком	4	6
76	в зависимости	5	5
77	зависимости от	6	5
78	совсем не	1	5
79	но не	6	5
80	независимо от	4	5
81	ни было	2	5
82	того чтобы	8	5
83	сводится к	1	5
84	в ней	1	5
85	что они	10	5
86	в дальнейшем	1	5
87	никогда не	4	5
88	говорит он	4	5
89	связи с	9	5
90	и их	3	5
91	друг друга	4	5
92	и между	1	5
93	тем что	8	5
94	и потому	2	5
95	тому как	2	5
96	что же	1	5
97	в реальном	2	5
98	и формы	1	5
99	не является	8	5
100	в результате	3	5
101	другой стороны	3	5
102	не есть	3	4
103	в конкретном	1	4
104	мы не	9	4
105	бы то	1	4
106	менее всего	1	4
107	как в	9	4
108	и как	5	4
109	в целом	13	4
110	но ведь	1	4
111	в корне	2	4
112	подобно тому	1	4
113	то ни	1	4
114	данном случае	1	4
115	в ее	1	4
116	в слове	1	4
117	мы знаем	4	4
118	том что	20	4
119	для данного	1	4
120	по себе	7	4
121	в смысле	4	4
122	тогда когда	4	4
123	мы можем	7	4
124	и является	1	4
125	могут быть	5	4
126	к тому	4	4
127	роль в	1	4
128	о том	5	4
129	как ее	1	4
130	связь между	4	4
131	слов и	5	4
132	уже в	7	4
133	в большинстве	1	4
134	содержания и	1	4
135	каждый элемент	1	4
136	для того	7	4
137	прежде всего	4	4
138	до конца	1	4
139	в связи	6	4
140	мы видели	6	4
141	как это	7	4
142	да и	1	4
143	слова и	6	4
144	между собой	13	4
145	от всех	2	4
146	одним из	5	3
147	же как	6	3
148	функции в	2	3
149	того же	6	3
