N	3gram	Berdyaev_M_1	Myshleni
1	для того чтобы	2	15
2	в том что	1	15
3	по отношению к	2	7
4	о том что	1	6
5	вместе с тем	5	5
6	по сравнению с	1	5
7	не может быть	17	5
8	в то время	2	5
9	до сих пор	2	4
10	то время как	2	4
11	в высшей степени	2	4
12	можно было бы	1	3
13	во всяком случае	1	3
14	он должен быть	1	2
15	прежде всего в	2	2
16	есть прежде всего	1	2
17	в зависимости от	1	2
18	между этими двумя	1	2
19	об отношении между	1	2
20	от того что	1	2
21	в значительной степени	1	2
22	все более и	1	2
23	может быть выражена	1	2
24	более и более	1	2
25	в самом деле	1	2
26	потому что он	1	1
27	ключ к пониманию	1	1
28	и все то	1	1
29	о себе и	1	1
30	и не может	2	1
31	в своей книге	1	1
32	и заключается в	1	1
33	так как они	1	1
34	что он не	2	1
35	в отличие от	1	1
36	в свою противоположность	2	1
37	но и в	4	1
38	в себе и	1	1
39	именно потому и	1	1
40	жизни и в	1	1
41	в которой она	1	1
42	не только в	2	1
43	в конце концов	2	1
44	не имеет для	1	1
45	и не быть	1	1
46	тем что в	1	1
47	он уходит в	1	1
48	психологической точки зрения	1	1
49	по сравнению со	1	1
50	в этих словах	1	1
51	социальной среды и	1	1
52	друг к другу	1	1
53	не только свобода	3	1
54	есть не только	3	1
55	с психологической точки	1	1
56	на этом пути	2	1
57	хотя бы даже	1	1
58	шаг вперед в	1	1
59	в ряду других	1	1
60	это потому что	1	1
61	как и все	1	1
62	не хочет знать	1	1
63	это значит что	3	1
64	к человеку как	1	1
65	всего того что	1	1
66	и вместе с	4	1
67	и никогда не	1	1
68	зависимости от этого	1	1
69	потому что в	3	1
70	его не только	1	1
71	он ничего не	1	1
72	заключает в себе	3	1
73	когда мы говорим	1	1
74	вопрос же о	1	1
75	она не может	1	1
