N	3gram	Propp_Russ_2	Problema
1	тем не менее	2	18
2	и т д	5	10
3	для того чтобы	6	8
4	в данном случае	6	8
5	на то что	1	8
6	о том что	4	5
7	в том что	18	5
8	иметь в виду	1	3
9	дело в том	1	3
10	более или менее	1	3
11	и в других	4	3
12	может быть и	1	3
13	во всяком случае	1	3
14	то что в	1	3
15	можно сказать что	1	3
16	в настоящее время	1	3
17	с другой стороны	1	3
18	по этому поводу	2	3
19	о том как	1	2
20	в этом случае	6	2
21	что иное как	2	2
22	в этих случаях	3	2
23	как мы увидим	1	2
24	а может быть	1	2
25	так же как	4	2
26	и в этом	1	2
27	во всех этих	1	2
28	не может быть	3	2
29	тем и другим	1	2
30	не что иное	2	2
31	можно было бы	1	2
32	подобно тому как	3	2
33	а между тем	1	1
34	было бы говорить	1	1
35	вместе с тем	4	1
36	но в ее	1	1
37	для этого требуется	1	1
38	в том же	1	1
39	в некоторых случаях	1	1
40	том что это	3	1
41	и во многих	1	1
42	того чтобы обеспечить	1	1
43	во многих других	1	1
44	мы не будем	2	1
45	а именно в	2	1
46	для этой цели	2	1
47	в первую очередь	1	1
48	на самом же	2	1
49	в этом отношении	1	1
50	об этом не	1	1
51	этому поводу с	1	1
52	в это время	1	1
53	в которых нет	1	1
54	то время как	1	1
55	же как и	2	1
56	себя к этой	1	1
57	один из них	1	1
58	прежде всего как	1	1
59	на первый взгляд	1	1
60	так как это	1	1
61	как будто ничего	1	1
62	на скамейку и	1	1
63	на себя внимание	1	1
64	в эту ночь	3	1
65	то что по	1	1
66	одним из самых	1	1
67	в одно место	1	1
68	и в том	1	1
69	и это не	1	1
70	таким образом в	1	1
71	это пока еще	2	1
72	в то время	2	1
73	в том чтобы	2	1
74	ни одна из	1	1
75	а именно с	1	1
76	обращают на себя	1	1
77	как мы уже	1	1
78	самом же деле	2	1
79	всех этих случаях	1	1
80	как и в	1	1
81	только тогда когда	3	1
82	во время этого	1	1
83	как мы видели	1	1
