N	2gram	Tiupa_Narr_2	RusskieA
1	и в	13	29
2	том что	13	22
3	в том	14	22
4	что в	4	22
5	как бы	6	18
6	состоит в	12	15
7	в других	2	15
8	может быть	10	13
9	во время	2	12
10	в этом	13	11
11	как и	4	11
12	одна из	3	11
13	не только	26	10
14	и с	1	10
15	все это	1	10
16	о том	5	9
17	а в	9	9
18	или на	1	8
19	в деревню	1	8
20	но и	15	8
21	в дом	1	8
22	ее в	1	8
23	как в	5	7
24	данном случае	6	7
25	представляют собой	2	7
26	или в	1	7
27	мы имеем	3	6
28	мы не	2	6
29	еще не	2	6
30	при этом	14	6
31	таким образом	5	6
32	того чтобы	3	6
33	на нее	1	6
34	для нас	2	6
35	для того	1	6
36	вместе с	1	6
37	в данном	10	6
38	же в	4	6
39	и т	2	5
40	но не	3	5
41	но в	6	5
42	это не	3	5
43	не может	8	5
44	к вам	1	5
45	потому что	2	5
46	и что	2	5
47	будто бы	1	5
48	к жизни	1	5
49	то что	8	5
50	к этому	1	5
51	же как	2	4
52	то же	4	4
53	вопрос о	1	4
54	не все	2	4
55	уже не	4	4
56	их в	1	4
57	далеко не	5	4
58	в которых	1	4
59	из земли	1	4
60	не в	8	4
61	у нас	2	4
62	а также	6	4
63	к нему	1	4
64	так что	1	4
65	то и	3	4
66	в виде	2	4
67	именно в	2	4
68	а не	17	4
69	о чем	2	4
70	так же	2	4
71	как это	4	4
72	предположить что	1	4
73	и все	4	4
74	в таком	3	4
75	и о	1	3
76	в xix	1	3
77	в ее	4	3
78	что это	4	3
79	все эти	3	3
80	в этой	4	3
81	что она	2	3
82	подобно тому	2	3
83	и по	3	3
84	на этом	1	3
85	должен был	2	3
86	церковь и	1	3
87	не всегда	1	3
88	на первый	1	3
89	в этих	1	3
90	в котором	5	3
91	в отличие	5	3
92	но он	2	3
93	она не	1	3
94	не имеет	2	3
95	и после	1	3
96	как мы	1	3
97	во всех	1	3
98	а именно	1	3
99	того что	6	3
100	между тем	3	3
101	в качестве	14	3
102	умирающего и	1	3
103	или даже	3	3
104	отличие от	5	3
105	тем что	1	3
106	по всей	1	3
107	и воскресающего	1	3
108	тому как	2	3
109	xix в	2	3
110	и от	1	3
111	не объясняет	2	3
112	было бы	2	3
113	одним из	1	2
114	тем и	1	2
115	на самом	2	2
116	это и	1	2
117	рассматривается как	1	2
118	но она	1	2
119	что иное	1	2
120	на себя	1	2
121	это время	1	2
122	сводились к	1	2
123	между собой	3	2
124	иное как	1	2
125	с одной	5	2
126	очевидно что	1	2
127	тогда как	15	2
128	другой день	1	2
129	ней в	2	2
130	все же	6	2
131	как уже	2	2
132	и как	1	2
133	не можем	1	2
134	в которой	1	2
135	представляет собой	16	2
136	из этих	2	2
137	после этого	1	2
138	не к	4	2
139	людей и	1	2
140	здесь мы	1	2
141	об этом	4	2
142	смерть и	1	2
143	должно быть	1	2
144	в церкви	2	2
145	в своей	4	2
146	воскресение божества	1	2
147	не столько	5	2
148	тем не	5	2
149	не менее	4	2
150	как можно	1	2
