N	3gram	Losev_Dial_4	Formalny
1	с точки зрения	9	14
2	не может быть	6	14
3	в то же	6	7
4	то же время	6	7
5	и т д	15	6
6	в зависимости от	1	5
7	с другой стороны	1	5
8	подобно тому как	4	4
9	и не может	1	4
10	в данном случае	1	4
11	в связи с	1	4
12	для того чтобы	5	4
13	а не в	1	3
14	в том что	9	3
15	ровно ничего не	6	2
16	равно как и	2	2
17	в этом смысле	4	2
18	о том как	2	2
19	самом же деле	1	2
20	то или иное	3	2
21	как и все	2	2
22	и в то	2	2
23	в отличие от	1	2
24	на самом же	1	2
25	может быть только	1	2
26	то что именно	1	2
27	дело в том	1	2
28	не только не	1	2
29	в пределах одной	1	2
30	как бы ни	1	2
31	вовсе не в	2	2
32	тем не менее	2	2
33	то же что	3	2
34	в конце концов	1	2
35	такое явление которое	1	1
36	одних и тех	2	1
37	его именно так	1	1
38	говорить как о	1	1
39	что в этом	1	1
40	что же такое	1	1
41	другой стороны в	1	1
42	воспринимается нами как	1	1
43	это и понятно	1	1
44	иметь в виду	2	1
45	в ней и	1	1
46	в виду что	1	1
47	вовсе не есть	1	1
48	т е она	2	1
49	при всем этом	1	1
50	что в данном	1	1
51	т е не	2	1
52	можно говорить лишь	1	1
53	в этом случае	1	1
54	тогда когда ему	1	1
55	на первый план	1	1
56	в лучшем случае	1	1
57	хотя бы и	2	1
58	сам по себе	2	1
59	ни в коем	2	1
60	к своему месту	1	1
61	это значило бы	1	1
62	что мы мыслим	1	1
63	но для этого	1	1
64	ясно что под	1	1
65	из того что	1	1
66	в собственном смысле	2	1
67	с тем что	1	1
68	художественное произведение есть	1	1
69	возможно лишь в	1	1
70	с этой точки	2	1
71	но и тогда	1	1
72	именно в этом	1	1
73	и тем не	1	1
74	как раз от	1	1
75	и тех же	2	1
76	в коем случае	2	1
77	ту или иную	2	1
78	так или иначе	1	1
79	в это время	1	1
80	таким образом есть	1	1
81	от того что	2	1
82	т е в	2	1
83	не только в	1	1
84	можно говорить о	1	1
85	тогда было бы	1	1
86	неизменным в течение	1	1
87	и вместе с	1	1
88	это не так	1	1
89	коем случае не	2	1
90	что это не	1	1
91	т е на	1	1
92	не в том	4	1
93	должна быть и	1	1
94	а не как	1	1
95	есть уже не	1	1
96	том что они	1	1
97	был бы не	1	1
98	а не только	1	1
99	и на этом	1	1
100	и той же	3	1
101	этой точки зрения	2	1
102	как таковая совершенно	1	1
103	о том что	1	1
104	что бы ни	1	1
105	в той же	1	1
106	ни в каком	4	1
107	с той или	1	1
108	мы можем сказать	1	1
109	то что так	1	1
110	может и не	1	1
111	мы можем считать	1	1
112	выйти за пределы	3	1
113	может и вовсе	1	1
114	и не будет	1	1
115	но никак не	1	1
116	той или иной	1	1
117	в нем нет	1	1
118	но все же	1	1
119	можно сказать что	1	1
120	на то что	3	1
121	лежит в основе	3	1
122	которые могут быть	1	1
123	совершенно очевидно что	1	1
124	а вместе с	1	1
125	одной и той	3	1
126	т е о	3	1
127	таких категорий как	1	1
128	тех или иных	1	1
129	в отношении к	1	1
130	сама по себе	5	1
131	то в целях	1	1
132	это нисколько не	1	1
133	за его пределы	2	1
134	все это учение	1	1
135	можем сказать что	1	1
136	в жизни и	1	1
137	кроме того в	1	1
138	мы еще не	1	1
