N	2gram	Savitsky_E_1	Istorich
1	и в	37	22
2	в этом	12	17
3	и т	1	16
4	т е	9	16
5	т д	1	15
6	что в	21	15
7	не только	18	14
8	мы видели	3	13
9	но и	14	12
10	и не	14	12
11	в этих	2	11
12	может быть	6	11
13	или в	2	11
14	но в	14	10
15	таким образом	2	10
16	в нем	1	9
17	что и	3	9
18	в том	11	9
19	вместе с	2	9
20	как мы	5	8
21	мы видим	2	8
22	с этим	2	8
23	том что	6	8
24	но не	5	7
25	то что	6	7
26	мы должны	2	7
27	уже не	1	7
28	из них	3	7
29	так как	7	7
30	с другой	7	7
31	другой стороны	2	7
32	там где	3	7
33	этих случаях	1	7
34	то же	15	6
35	в ином	1	6
36	здесь можно	1	6
37	связи с	1	6
38	все еще	1	6
39	если бы	2	6
40	в них	3	6
41	то и	1	6
42	мы можем	3	6
43	а не	2	6
44	связь с	1	6
45	в течение	5	6
46	а в	2	6
47	с ней	1	6
48	все же	1	5
49	он не	2	5
50	в этой	2	5
51	не менее	1	5
52	могут быть	2	5
53	к нему	2	5
54	того что	7	5
55	один из	1	5
56	в некоторых	2	5
57	в частности	5	5
58	или по	2	5
59	мы здесь	1	4
60	и на	6	4
61	все эти	1	4
62	видели что	1	4
63	не в	5	4
64	на этом	1	4
65	и с	2	4
66	у нас	1	4
67	как это	4	4
68	к ней	4	4
69	и его	1	4
70	тем что	3	4
71	что на	2	4
72	она не	2	4
73	в пределах	25	4
74	в другой	2	4
75	только в	9	4
76	случаи когда	1	4
77	в других	2	4
78	а именно	2	4
79	связано с	3	4
80	в данном	3	4
81	для нас	4	4
82	в свою	3	4
83	не может	9	4
84	и другие	1	4
85	в русских	1	3
86	связана с	1	3
87	представление о	2	3
88	и ее	1	3
89	со стороны	5	3
90	в одной	1	3
91	некоторое время	1	3
92	целый ряд	2	3
93	и как	2	3
94	и к	3	3
95	выше мы	1	3
96	представляет собой	3	3
97	на его	1	3
98	а затем	1	3
99	было бы	8	3
100	для них	2	3
101	далеко не	2	3
102	как и	7	3
103	состоит в	1	3
104	такое толкование	1	3
105	одном из	2	3
106	некоторых случаях	1	3
107	можно ли	3	3
108	никогда не	3	3
109	потому что	3	3
110	к тому	8	3
111	что некоторые	1	3
112	о том	3	3
113	но по	2	3
114	данном случае	2	3
115	особого рода	1	3
116	от них	3	3
117	в его	2	3
118	эти два	1	3
119	на острове	1	3
120	с ними	1	3
121	при помощи	2	3
122	прежде всего	9	3
123	а через	1	3
124	в связи	1	3
125	так же	9	3
126	мы увидим	1	3
127	а если	1	3
128	стороны и	6	3
129	быть и	1	3
130	но это	1	3
131	между прочим	7	3
132	и от	3	3
133	и все	2	3
134	сказать что	4	3
135	в северной	2	3
136	ее в	3	3
137	все что	1	3
138	ту же	1	2
139	например в	1	2
140	и то	2	2
