N	2gram	Vygotskiy__4	Tvorches
1	и в	33	21
2	как бы	25	17
3	в то	3	15
4	то же	9	13
5	в его	10	13
6	то есть	13	12
7	как и	5	12
8	же время	2	12
9	что в	21	12
10	с его	2	11
11	том что	22	11
12	все это	13	10
13	как в	3	8
14	он не	11	8
15	то что	44	8
16	и на	5	7
17	но в	2	7
18	не только	7	7
19	при этом	2	7
20	тем самым	3	7
21	у него	6	7
22	и не	13	7
23	в том	21	7
24	в свою	1	7
25	в этом	28	6
26	в котором	2	6
27	и его	5	6
28	он сам	1	6
29	о том	20	6
30	и все	12	6
31	что он	20	6
32	для него	1	6
33	а в	4	6
34	жизни в	1	6
35	все же	5	5
36	в этой	9	5
37	таким образом	13	5
38	вовсе не	5	5
39	в своих	3	5
40	в русской	2	5
41	потому что	24	5
42	как будто	8	5
43	только в	4	5
44	может быть	22	5
45	а не	6	5
46	но это	1	5
47	это уже	1	5
48	хотя бы	2	5
49	человека и	1	4
50	не имеют	1	4
51	конечном счете	1	4
52	в своем	7	4
53	и как	5	4
54	та же	3	4
55	в целом	5	4
56	это не	6	4
57	в своей	4	4
58	мысли и	1	4
59	в мире	3	4
60	времени и	2	4
61	в конечном	1	4
62	одной из	1	4
63	больше не	1	4
64	прежде всего	2	4
65	на эту	1	4
66	не может	10	4
67	и от	2	4
68	один из	2	4
69	и т	6	3
70	на самом	6	3
71	это и	5	3
72	той же	4	3
73	я не	4	3
74	не был	2	3
75	человеческих отношений	1	3
76	в самом	12	3
77	представляет собой	2	3
78	в нем	7	3
79	на его	1	3
80	что все	11	3
81	и с	2	3
82	и других	4	3
83	на протяжении	1	3
84	далеко не	3	3
85	в их	2	3
86	место в	2	3
87	даже в	2	3
88	самого начала	5	3
89	дело в	1	3
90	не по	2	3
91	никогда не	5	3
92	воли и	2	3
93	он видит	3	3
94	с ее	3	3
95	и другие	1	3
96	с самого	5	3
97	в дальнейшем	1	3
98	с ним	5	3
99	в ту	1	3
100	того что	4	3
101	во времени	1	3
102	уже в	2	3
103	в виде	3	3
104	говорит о	4	3
105	не так	1	3
106	так как	12	3
107	в которой	4	3
108	и даже	1	3
109	с другой	2	3
110	но и	3	3
111	в рассказе	8	3
112	ни на	2	3
113	но не	3	3
114	он говорит	3	3
115	просто не	1	3
116	это как	1	3
117	своих героев	1	3
118	утверждал что	1	3
119	но если	3	3
120	жизни и	4	3
121	ее в	4	3
122	это в	4	3
123	так же	13	3
124	себя как	1	2
125	в любви	1	2
126	в нашей	2	2
127	того же	1	2
128	самом деле	12	2
129	некоторые из	2	2
130	на деле	1	2
131	в первом	1	2
132	действительности и	1	2
133	а как	2	2
134	есть не	1	2
135	и он	3	2
136	героя и	2	2
137	в ней	6	2
138	это означало	3	2
139	в чем	1	2
140	не то	4	2
141	нет не	1	2
142	если в	1	2
143	в настоящем	1	2
144	в одной	2	2
145	же с	1	2
146	как к	1	2
147	когда он	7	2
148	говорит что	10	2
149	и наконец	2	2
150	но без	1	2
151	в себе	6	2
152	что она	10	2
153	так сказать	1	2
154	же самая	1	2
155	с офицером	4	2
156	здесь мы	3	2
157	не будет	4	2
158	этом романе	1	2
159	или вот	2	2
160	такой же	2	2
161	в один	1	2
162	в этих	1	2
163	этой связи	1	2
164	не столько	1	2
165	не в	2	2
166	но он	6	2
167	т п	3	2
168	одна из	4	2
169	в основе	3	2
170	от жизни	1	2
171	но только	1	2
172	к ней	1	2
173	которого он	1	2
174	нет ни	3	2
175	к тому	12	2
176	в жизни	4	2
177	это время	2	2
178	в виду	2	2
179	не могу	1	2
180	мысль о	1	2
181	и когда	2	2
182	так и	3	2
183	за то	3	2
184	об этом	4	2
185	во второй	1	2
186	стремление к	1	2
187	можно сказать	2	2
188	может не	1	2
189	и та	2	2
190	и будет	1	2
191	что его	3	2
192	других людей	1	2
193	что и	3	2
194	во всей	3	2
195	вслед за	3	2
196	вот в	1	2
197	в лице	1	2
198	в двух	4	2
199	тот же	3	2
200	больше чем	2	2
201	так что	7	2
202	же и	1	2
203	и у	1	2
204	следовало бы	1	2
205	от других	1	2
206	при помощи	4	2
207	из них	4	2
208	был бы	3	2
209	раз на	1	2
210	только на	1	2
211	именно в	2	2
212	так вот	2	2
213	что не	4	2
214	что для	5	2
215	до конца	7	2
216	с которым	1	2
217	в частности	4	2
218	бессмысленной и	1	2
219	вместе с	8	2
220	до этого	2	2
221	согласии с	1	2
222	надо было	2	2
223	эти слова	3	2
224	где-то на	1	2
225	время не	1	2
226	перед нами	6	2
227	ли в	1	2
228	для автора	1	2
229	или в	1	2
230	ее и	2	2
231	из себя	1	2
232	только что	15	2
233	личности и	1	2
234	сказать что	13	2
235	в глаза	1	2
236	вся история	1	2
237	к этому	4	2
238	точно так	3	2
239	гораздо более	1	2
240	только он	1	1
241	от этой	1	1
242	ли можно	1	1
243	этого в	1	1
244	же как	3	1
245	он произносит	1	1
246	связана с	1	1
247	и писатель	1	1
248	к своей	3	1
249	и есть	4	1
250	нам кажется	2	1
251	очень много	1	1
