N	2gram	Tiupa_Narr_2	Tvorches
1	и в	13	20
2	в романе	1	15
3	и т	2	13
4	не только	26	13
5	никогда не	6	11
6	м м	1	11
7	как бы	6	11
8	таким образом	5	10
9	в то	5	10
10	в его	6	10
11	и его	3	9
12	же с	1	9
13	и не	14	9
14	при этом	14	8
15	и с	1	8
16	в том	14	8
17	может быть	10	8
18	в этом	13	8
19	прежде всего	6	8
20	но и	15	8
21	то же	4	7
22	это не	3	7
23	же время	3	7
24	наряду с	1	7
25	потому что	2	7
26	не может	8	7
27	xix века	1	7
28	что в	4	7
29	в целом	3	6
30	как и	4	6
31	в своей	4	6
32	что он	5	6
33	так и	9	6
34	в конце	4	6
35	у него	6	6
36	в бытовой	1	6
37	именно в	2	6
38	а не	17	6
39	все это	1	6
40	например в	1	5
41	еще не	2	5
42	но не	3	5
43	все же	6	5
44	в этой	4	5
45	и сам	3	5
46	в мире	4	5
47	то есть	9	5
48	о том	5	5
49	и даже	3	5
50	но это	2	5
51	читателя в	4	5
52	так же	2	5
53	мы не	2	4
54	все эти	3	4
55	что они	3	4
56	отнюдь не	4	4
57	как в	5	4
58	хотя и	5	4
59	когда он	1	4
60	но в	6	4
61	за собой	1	4
62	не в	8	4
63	что она	2	4
64	в принципе	2	4
65	что у	2	4
66	об этом	4	4
67	на стороне	2	4
68	соответствии с	3	4
69	если бы	4	4
70	тем самым	5	4
71	ничего не	6	4
72	в чем	2	4
73	в лице	1	4
74	в душе	2	4
75	а в	9	4
76	в соответствии	3	4
77	если не	2	4
78	и потому	1	4
79	и от	1	4
80	героя в	6	4
81	том что	13	4
82	одним из	1	3
83	же как	2	3
84	по мнению	1	3
85	он сам	2	3
86	а с	2	3
87	по отношению	5	3
88	тогда как	15	3
89	в одной	1	3
90	по сути	1	3
91	о жизни	4	3
92	это был	2	3
93	отношению к	5	3
94	в себе	8	3
95	в нем	5	3
96	он не	5	3
97	в плане	1	3
98	но уже	1	3
99	в самом	2	3
100	в котором	5	3
101	место в	5	3
102	в которых	1	3
103	своего рода	9	3
104	тем что	1	3
105	одна из	3	3
106	быть может	2	3
107	с ним	4	3
108	до сих	1	3
109	между тем	3	3
110	этот вопрос	1	3
111	уже не	4	3
112	в начале	2	3
113	для него	4	3
114	у нее	4	3
115	то что	8	3
116	как у	4	3
117	что не	1	3
118	превращается в	2	3
119	в рассказе	4	3
120	xx века	1	3
121	вместе с	1	3
122	сути дела	1	3
123	характера и	3	3
124	главного героя	2	3
125	с этой	3	3
126	сих пор	1	3
127	один из	3	3
128	не является	4	3
129	своих героев	2	3
130	но зато	2	3
131	жизни в	6	3
132	одной из	1	3
133	в своих	2	3
134	к этому	1	3
135	в таком	3	3
136	не должны	1	2
137	относится и	1	2
138	таком случае	1	2
139	начинается с	1	2
140	самом деле	3	2
141	по преимуществу	1	2
142	говорить о	2	2
143	со своими	2	2
144	я не	5	2
145	и он	2	2
146	в xix	1	2
147	как правило	3	2
148	в ее	4	2
149	во многом	1	2
150	так что	1	2
151	и наконец	1	2
152	от ее	1	2
153	имеет в	1	2
154	для которого	1	2
155	в которой	1	2
156	в литературном	1	2
157	отказывается от	1	2
158	бы не	1	2
159	т п	2	2
160	особое место	3	2
161	тому же	4	2
162	так сказать	3	2
163	при виде	1	2
164	едва ли	3	2
165	у читателя	1	2
166	и по	3	2
167	по словам	2	2
168	особенно в	1	2
169	к миру	2	2
170	достоевского и	2	2
171	которой он	3	2
172	в такой	1	2
173	не столько	5	2
174	в отличие	5	2
175	что я	3	2
176	точку зрения	3	2
177	их в	1	2
178	не могли	1	2
179	теперь я	1	2
180	между людьми	1	2
181	не менее	4	2
