N	3gram	Vygotskiy__2	Literetu
1	то же время	2	7
2	в то же	2	7
3	в этом отношении	5	5
4	в отличие от	1	5
5	в данном случае	4	4
6	с одной стороны	1	4
7	о том что	4	4
8	в том что	17	4
9	с точки зрения	10	3
10	не может быть	8	3
11	состоит в том	2	2
12	в самом деле	11	2
13	подобно тому как	2	2
14	какого бы то	1	2
15	то же самое	6	2
16	бы то ни	2	2
17	но и в	1	2
18	и в частности	1	2
19	в том чтобы	3	2
20	то ни было	1	2
21	а не как	1	2
22	с другой стороны	2	2
23	а и в	1	2
24	и тем самым	1	2
25	и в самом	4	2
26	на то что	6	2
27	что иное как	1	1
28	было бы и	2	1
29	на самом деле	5	1
30	новые и новые	1	1
31	о том как	1	1
32	исходят из того	1	1
33	и там где	1	1
34	как будто бы	1	1
35	друг от друга	1	1
36	только в том	4	1
37	вместе с тем	1	1
38	эти два момента	1	1
39	по аналогии с	1	1
40	и т п	8	1
41	и тем не	1	1
42	и то что	2	1
43	то что было	1	1
44	едва ли не	1	1
45	не что иное	1	1
46	может быть не	1	1
47	то что для	1	1
48	и в целом	1	1
49	но при этом	1	1
50	искусства с точки	1	1
51	аналогично тому как	1	1
52	точки зрения искусство	1	1
53	в связи с	1	1
54	лишь тогда когда	1	1
55	может быть определена	1	1
56	то есть от	1	1
57	для того чтобы	13	1
58	и в том	2	1
59	а не только	1	1
60	этой точки зрения	2	1
61	при этом как	2	1
62	а на его	1	1
63	более или менее	1	1
64	не впадая в	1	1
65	в свою очередь	2	1
66	ничего общего с	1	1
67	с того что	1	1
68	до самого конца	1	1
69	не только не	1	1
70	сказать что по	1	1
71	же самое можно	1	1
72	в конечном счете	3	1
73	до какой степени	1	1
74	была бы и	1	1
75	в самый центр	1	1
76	с этой точки	1	1
77	может и не	1	1
78	по себе но	1	1
79	к тому что	2	1
80	в отношении к	3	1
81	тем не менее	4	1
82	в поэзии пастернака	1	1
83	и не имеет	1	1
84	не стыдится своей	1	1
