N	3gram	Vygotskiy__4	Problema
1	по отношению к	1	19
2	не может быть	1	11
3	с точки зрения	11	6
4	в отличие от	2	5
5	в высшей степени	2	5
6	между тем как	3	5
7	не входит в	1	4
8	в данном случае	2	4
9	с другой стороны	8	4
10	на самом деле	1	3
11	в самом деле	6	3
12	в этом смысле	8	3
13	бы то ни	1	3
14	можно было бы	5	3
15	далеко не всегда	1	3
16	с одной стороны	9	3
17	в том что	31	3
18	тем не менее	1	3
19	можно сказать что	1	2
20	в какой мере	1	2
21	имеет место в	1	2
22	том же самом	1	2
23	то же самое	7	2
24	в том же	1	2
25	этом смысле мы	1	2
26	на первый план	4	2
27	но и в	2	2
28	и во всех	1	2
29	и в частности	1	2
30	то ни было	1	2
31	не только в	1	2
32	не могут быть	2	2
33	мы имеем дело	1	2
34	мы можем сказать	1	2
35	и тем самым	4	2
36	для того чтобы	5	2
37	в этом отношении	7	2
38	с помощью слова	4	1
39	может войти в	1	1
40	что иное как	1	1
41	к целому ряду	1	1
42	образом в основе	1	1
43	свое время был	1	1
44	во всей полноте	1	1
45	в свою очередь	2	1
46	так например в	1	1
47	бы они ни	1	1
48	далеко не все	1	1
49	не говоря уже	1	1
50	настоящая работа является	1	1
51	подобно тому как	2	1
52	в настоящее время	2	1
53	к которому он	1	1
54	о том как	1	1
55	одной стороны и	2	1
56	по своему значению	3	1
57	до сих пор	1	1
58	говоря уже о	1	1
59	именно то что	2	1
60	как это ни	1	1
61	со всеми другими	1	1
62	только на основе	1	1
63	что все эти	1	1
64	с тем что	3	1
65	ни в какой	1	1
66	на то что	4	1
67	едва ли может	1	1
68	в равной мере	3	1
69	то время как	1	1
70	первый план в	2	1
71	не что иное	1	1
72	приходит к созданию	1	1
73	никакому сомнению что	1	1
74	если бы мы	1	1
75	смысле этого слова	7	1
76	вопроса о том	1	1
77	а также и	1	1
78	как мы это	1	1
79	с помощью которого	2	1
80	по сравнению с	3	1
81	как мы показали	1	1
82	и как бы	1	1
83	имеем дело с	1	1
84	равной мере и	1	1
85	в связи с	3	1
86	в том смысле	2	1
87	в следующей главе	2	1
88	в готовом виде	5	1
89	мышления и в	2	1
90	это находит свое	1	1
91	не чем иным	1	1
92	в свое время	2	1
93	по себе не	1	1
94	то что в	1	1
95	чем иным как	1	1
96	равно как и	1	1
97	том смысле что	1	1
98	в то время	1	1
99	между ними на	1	1
100	к выводу что	2	1
101	можем сказать что	1	1
102	вопрос о том	1	1
103	оно может быть	2	1
104	и как мы	1	1
105	как мы указывали	1	1
106	они ни были	1	1
107	которые могут быть	1	1
108	как мы уже	3	1
109	к тому что	1	1
110	первый план выступает	1	1
111	мы можем назвать	1	1
112	мы уже указывали	1	1
113	художественное произведение и	1	1
114	но как только	1	1
115	как и в	1	1
116	не является исключением	1	1
117	они могут быть	1	1
118	готовом виде и	1	1
