N	3gram	Bakhtin_Pr_4	NovoeSre
1	в высшей степени	1	6
2	не может быть	8	4
3	в средние века	1	3
4	лицом к лицу	1	3
5	в этом смысле	2	2
6	что в нем	1	2
7	так же как	1	2
8	с одной стороны	1	2
9	с другой стороны	3	2
10	по своей природе	2	1
11	а не к	1	1
12	и в жизни	1	1
13	у него как	1	1
14	и до сих	2	1
15	есть прежде всего	1	1
16	в том числе	4	1
17	же как и	1	1
18	не было и	1	1
19	до сих пор	8	1
20	и во всех	1	1
21	и не может	7	1
22	сами по себе	2	1
23	в отличие от	3	1
24	в свою противоположность	1	1
25	но и в	2	1
26	не менее чем	1	1
27	том числе и	3	1
28	не знает что	1	1
29	можно было бы	2	1
30	и не в	2	1
31	в этом он	1	1
32	не только в	1	1
33	и в большинстве	2	1
34	но она не	1	1
35	в нем не	1	1
36	это конечно не	1	1
37	во всяком случае	1	1
38	и в формах	1	1
39	о том что	2	1
40	этого нельзя сказать	1	1
41	что совершается в	1	1
42	в значительной степени	1	1
43	и вместе с	1	1
44	место в жизни	1	1
45	выходит за пределы	1	1
46	бытия и небытия	1	1
47	в большинстве случаев	8	1
48	жизни не может	1	1
49	как ни в	1	1
50	в том что	2	1
51	как и в	3	1
52	бы он и	1	1
53	прежде всего как	1	1
54	конечно не в	2	1
