N	2gram	Vygotskiy__3	Poddanst
1	не только	12	17
2	и в	38	14
3	и не	10	12
4	в этом	13	10
5	в качестве	2	9
6	но в	3	9
7	то же	10	9
8	в том	25	9
9	хотя бы	2	8
10	только в	4	7
11	с к	1	7
12	в то	3	7
13	в ней	15	6
14	было бы	12	6
15	но и	5	6
16	р и	2	6
17	отношении к	1	5
18	в которых	6	5
19	с другой	7	5
20	может быть	19	5
21	а я	3	5
22	не в	12	5
23	и о	3	5
24	если бы	14	4
25	в своем	5	4
26	и к	3	4
27	как бы	14	4
28	и если	6	4
29	гораздо большей	1	4
30	том что	14	4
31	не может	7	4
32	и потому	1	4
33	в котором	6	4
34	в русской	2	4
35	что в	20	4
36	мы должны	1	4
37	же в	2	4
38	а в	7	4
39	то что	35	4
40	и т	14	3
41	мы не	5	3
42	столь же	2	3
43	между тем	7	3
44	это не	1	3
45	вслед за	1	3
46	хотя и	1	3
47	и как	8	3
48	тот же	3	3
49	с одной	6	3
50	в себе	4	3
51	в нем	4	3
52	для того	8	3
53	заключается в	7	3
54	одной стороны	5	3
55	с тем	8	3
56	что мы	1	3
57	с точки	9	3
58	но не	1	3
59	наряду с	3	3
60	тем самым	1	3
61	потому что	14	3
62	точки зрения	16	3
63	и это	8	2
64	отношения к	2	2
65	например в	2	2
66	в ее	7	2
67	и есть	1	2
68	есть не	1	2
69	начала и	1	2
70	с с	2	2
71	которую мы	4	2
72	по сравнению	1	2
73	никак не	7	2
74	время в	5	2
75	во всех	4	2
76	в которую	2	2
77	весьма мало	1	2
78	в общем	2	2
79	со стороны	2	2
80	из важнейших	1	2
81	отнюдь не	2	2
82	в русском	1	2
83	с этим	8	2
84	того что	4	2
85	к чему	6	2
86	думать что	2	2
87	есть в	2	2
88	в начале	1	2
89	главным образом	3	2
90	и других	1	2
91	в его	5	2
92	из них	6	2
93	в виде	2	2
94	не к	3	2
95	в силу	2	2
96	и вот	2	2
97	как раз	8	2
98	именно как	1	2
