N	2gram	Vygotskiy__5	NovoeSre
1	а не	10	17
2	и в	16	16
3	не может	18	16
4	и не	12	11
5	и есть	7	10
6	что в	16	9
7	в том	18	8
8	жизни и	2	8
9	он не	8	8
10	в этом	25	7
11	к новому	1	7
12	в новой	4	7
13	может быть	9	7
14	как и	8	7
15	это есть	4	7
16	высшей степени	2	6
17	с его	1	6
18	не в	6	6
19	ни в	1	6
20	в высшей	2	6
21	никогда не	5	6
22	лишь в	1	6
23	но это	3	6
24	не знает	5	6
25	с ее	1	5
26	в ней	2	5
27	и к	2	5
28	не только	16	5
29	в жизни	2	5
30	все это	2	5
31	в нем	7	5
32	о том	8	4
33	в них	2	4
34	то что	26	4
35	это не	4	4
36	прежде всего	3	4
37	не было	1	4
38	должно быть	8	4
39	и потому	2	4
40	по своему	3	4
41	значит что	5	4
42	не менее	3	4
43	и для	1	4
44	не имеет	4	4
45	и все	1	4
46	потому что	21	4
47	с другой	4	3
48	смысле слова	1	3
49	в ее	1	3
50	должна быть	5	3
51	вопрос о	12	3
52	еще не	4	3
53	во всех	2	3
54	за пределы	4	3
55	в истории	2	3
56	как в	5	3
57	к ним	2	3
58	подобно тому	4	3
59	перейти к	3	3
60	но и	6	3
61	это было	1	3
62	не есть	4	3
63	не означает	4	3
64	с тем	3	3
65	в своей	2	3
66	к жизни	3	3
67	тому как	4	3
68	в прошлом	1	3
69	она не	1	3
70	не существует	1	3
71	в основе	8	3
72	в духе	1	3
73	к тому	6	3
74	сказать что	13	3
75	и это	1	2
76	же как	7	2
77	более не	1	2
78	связана с	1	2
79	должно стать	1	2
80	это и	3	2
81	переходе от	1	2
82	время как	4	2
83	не имеют	2	2
84	переход к	3	2
85	можно было	5	2
86	так и	7	2
87	природе и	1	2
88	к самой	2	2
89	мы не	3	2
90	и с	3	2
91	для этого	1	2
92	но она	1	2
93	я не	2	2
94	вот почему	3	2
95	и что	12	2
96	и на	6	2
97	быть в	2	2
98	на протяжении	2	2
99	но не	10	2
100	все время	1	2
101	в центре	2	2
102	самый процесс	2	2
103	с этим	3	2
104	но в	6	2
105	который в	1	2
106	все эти	4	2
107	с одной	3	2
108	себя в	1	2
109	думать что	1	2
110	с их	4	2
111	есть в	1	2
112	в себе	1	2
113	том чтобы	1	2
114	у него	6	2
115	что она	2	2
116	и заключается	1	2
117	в одну	1	2
118	что все	6	2
119	и даже	2	2
120	и т.п	1	2
121	связаны с	1	2
122	этом смысле	1	2
123	в природе	1	2
124	зависит от	4	2
125	для чего	1	2
126	том что	15	2
127	вместе с	4	2
128	так же	15	2
129	мы говорим	2	2
130	место в	1	2
131	мысли и	5	2
132	одной стороны	3	2
133	другой стороны	2	2
134	обращение к	1	2
135	по существу	3	2
136	ни одна	1	2
137	как будто	2	2
138	как это	8	2
139	такой же	4	2
140	но для	1	2
141	в смысле	3	2
142	в то	5	2
143	мысли в	4	2
144	того чтобы	17	2
145	и от	2	2
146	хотя бы	5	2
147	а в	3	2
148	от всякого	2	2
149	в будущем	1	2
150	могут быть	4	2
151	оно может	1	1
152	неспособность к	2	1
153	для себя	1	1
154	он может	3	1
155	только потому	1	1
156	переход от	7	1
157	не через	1	1
158	что само	2	1
159	приводит к	7	1
160	природе своей	1	1
161	может идти	3	1
162	на нее	2	1
163	мы уже	1	1
164	учит нас	1	1
165	не с	2	1
166	ней нет	1	1
167	и которые	1	1
168	еще в	3	1
169	же процесса	1	1
170	к тем	1	1
171	начинается в	2	1
172	это делали	1	1
173	с ним	5	1
174	можно сказать	5	1
175	это всегда	1	1
176	говорить о	3	1
177	движения и	1	1
178	как я	3	1
179	то это	2	1
180	в виду	2	1
181	зависимости от	2	1
182	не способен	2	1
183	вопрос об	3	1
184	же мере	5	1
185	на их	2	1
186	что его	1	1
187	в чем	3	1
188	не могу	1	1
189	и во	1	1
190	нет у	1	1
191	на всех	1	1
192	не могут	4	1
193	в которую	1	1
194	к нему	3	1
195	понять что	2	1
196	вопросу о	1	1
197	значение и	1	1
198	в его	11	1
199	есть по	1	1
200	отличие от	2	1
201	и только	1	1
202	которые они	1	1
203	значение для	2	1
204	к которому	4	1
205	в своем	5	1
206	как например	1	1
207	известном смысле	7	1
208	каким путем	1	1
209	говорит что	5	1
210	путем это	1	1
211	что он	25	1
212	только в	10	1
213	во всем	2	1
214	по своей	3	1
215	в этот	2	1
216	которым оно	1	1
217	в самом	4	1
218	он действует	1	1
219	бы сказать	2	1
220	то время	4	1
221	он в	3	1
222	в известном	8	1
223	для всех	1	1
224	уже в	1	1
225	вопроса о	3	1
226	есть проблема	1	1
227	дальше и	1	1
228	теперь ему	1	1
229	вообще не	4	1
230	раньше чем	3	1
231	своем развитии	5	1
232	освобождение от	1	1
233	из них	2	1
234	для того	14	1
235	к внутренней	3	1
236	и их	4	1
237	всяком случае	1	1
238	нуждается в	1	1
239	к одному	2	1
240	своему строению	1	1
241	по всем	1	1
242	в конце	1	1
243	они сами	1	1
244	своеобразии мы	1	1
245	характерным для	1	1
246	мысли как	2	1
247	смысле как	1	1
248	показал что	3	1
249	тем что	5	1
250	более сложной	2	1
251	от того	3	1
252	и вместе	1	1
253	но все	2	1
254	вопрос для	1	1
255	значительной степени	1	1
256	от нее	1	1
257	это значит	5	1
258	значение в	3	1
259	невозможно уже	1	1
260	говорим о	2	1
261	и из	2	1
262	знает что	2	1
263	нельзя сказать	1	1
264	было бы	10	1
265	времени что	1	1
266	свою противоположность	1	1
267	а это	1	1
268	себя и	2	1
269	в отличие	2	1
270	что не	1	1
271	обратиться к	2	1
272	их не	1	1
273	попал в	1	1
274	они не	3	1
275	в этой	6	1
276	не на	3	1
277	этого не	1	1
278	долгое время	1	1
279	может сам	1	1
280	что мы	4	1
281	и того	3	1
282	одного и	3	1
283	он конечно	1	1
284	проходит через	1	1
285	менее чем	1	1
286	в этих	3	1
287	может иметь	2	1
288	но если	6	1
289	до этого	1	1
290	в такой	5	1
291	в котором	2	1
292	в советской	1	1
293	только для	2	1
