N	2gram	Potebnia_M_4	Istorich
1	и в	23	25
2	вместе с	6	22
3	что он	4	22
4	и т	7	20
5	т д	3	18
6	может быть	26	17
7	мы имеем	4	14
8	не только	10	13
9	но и	11	13
10	в его	5	12
11	так как	14	11
12	уже не	3	11
13	и не	18	11
14	в этом	23	10
15	тем что	10	10
16	все же	1	10
17	и его	2	9
18	его в	4	9
19	в виде	2	9
20	с другой	2	9
21	таким образом	24	9
22	еще не	3	8
23	и на	3	8
24	все эти	3	8
25	что в	17	8
26	связи с	3	8
27	и что	7	8
28	мы видим	2	8
29	с тем	7	8
30	другой стороны	1	8
31	связь с	1	8
32	этих случаях	2	8
33	том что	12	8
34	в нем	7	7
35	как и	14	7
36	мы видели	1	7
37	во время	2	7
38	потому что	33	7
39	о том	8	7
40	и здесь	2	7
41	то что	29	7
42	только в	15	7
43	с одной	1	7
44	в качестве	1	7
45	при помощи	3	7
46	превращается в	2	7
47	одной стороны	1	7
48	этом случае	5	7
49	но это	3	7
50	в частности	1	7
51	как в	7	6
52	в нее	3	6
53	это не	7	6
54	не может	11	6
55	в этих	3	6
56	не в	11	6
57	что и	7	6
58	там где	3	6
59	прежде всего	1	6
60	могут быть	7	6
61	или в	1	6
62	в том	23	6
63	например в	3	5
64	ясно что	1	5
65	мы не	8	5
66	в ней	2	5
67	но не	1	5
68	с этим	7	5
69	что это	7	5
70	но все	1	5
71	здесь мы	2	5
72	входит в	1	5
73	видим что	1	5
74	как мы	2	5
75	в образе	2	5
76	показывает что	1	5
77	так же	4	5
78	для нас	14	5
79	и это	2	4
80	то же	14	4
81	мы уже	3	4
82	до него	1	4
83	в ее	2	4
84	в истории	4	4
85	его на	1	4
86	и хотя	3	4
87	в которой	6	4
88	он не	2	4
89	не как	2	4
90	что все	4	4
91	с другими	4	4
92	и тем	4	4
93	не всегда	3	4
94	тем не	4	4
95	не менее	5	4
96	того как	6	4
97	в пределах	1	4
98	что у	3	4
99	с ним	5	4
100	за ним	2	4
101	есть условие	1	4
102	а именно	4	4
103	если не	1	4
104	это делается	1	4
105	все это	5	4
106	в связи	1	4
107	из себя	2	4
108	мы должны	2	4
109	также что	1	3
110	в которых	3	3
111	его не	1	3
112	или же	1	3
113	ему в	1	3
114	то это	8	3
115	что его	2	3
116	только после	1	3
117	по которому	3	3
118	и как	2	3
119	его к	2	3
120	в греции	1	3
121	в этой	1	3
122	только один	1	3
123	их в	3	3
124	на этом	1	3
125	человека в	2	3
126	видит что	1	3
127	не ясно	1	3
128	но уже	3	3
129	в таких	2	3
130	в то	4	3
131	друг друга	2	3
132	но вместе	1	3
133	как человек	3	3
134	для того	6	3
135	что при	1	3
136	того чтобы	4	3
137	в себя	1	3
138	на том	2	3
139	никогда не	3	3
140	и с	4	3
141	и вообще	2	3
142	после того	2	3
143	о нем	1	3
144	но мы	2	3
145	затем в	1	3
146	к нему	5	3
147	в форме	1	3
148	в другой	2	3
149	что здесь	1	3
150	показывают что	1	3
151	и требует	1	3
152	и др	2	3
153	никто не	2	3
154	и из	3	3
155	и все	4	3
156	в данном	4	3
157	в более	2	3
158	не знаем	2	3
159	ее и	1	3
160	но когда	1	3
161	а в	5	3
162	в свою	2	3
163	состоит из	1	3
164	ту же	3	2
165	того же	1	2
166	самом деле	3	2
167	он может	1	2
168	выражения как	2	2
169	во сне	2	2
170	когда человек	4	2
171	по которым	1	2
172	одним из	1	2
173	а как	2	2
174	вопрос о	2	2
175	человека и	3	2
176	мы и	2	2
177	это время	1	2
178	на них	1	2
179	в различных	2	2
180	во всех	1	2
181	землю и	1	2
182	видели что	1	2
183	только тогда	5	2
184	по отношению	10	2
185	очевидно что	7	2
186	эта связь	2	2
187	перед нами	1	2
188	уже в	5	2
189	еще один	1	2
190	на то	7	2
191	что знание	1	2
192	том чтобы	1	2
193	с представлением	1	2
194	из него	2	2
195	и по	3	2
196	сделать из	1	2
197	это было	2	2
198	и других	3	2
199	и мы	5	2
200	в это	2	2
201	из нее	2	2
202	к которым	3	2
203	здесь можно	1	2
204	переносится в	1	2
205	точки зрения	4	2
206	в своей	1	2
207	таким же	5	2
208	на ступени	2	2
209	ее в	1	2
210	от себя	1	2
211	бы мы	1	2
212	выше мы	2	2
213	но он	1	2
214	что этот	1	2
215	по себе	11	2
216	даже в	2	2
217	по мере	7	2
218	она не	2	2
219	тогда когда	8	2
220	что представление	2	2
221	или как	1	2
222	в другую	1	2
223	представление об	1	2
224	в некотором	1	2
225	не потому	1	2
226	наоборот в	1	2
227	это происходит	1	2
