N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	12	46
2	то есть	1	34
3	в слове	5	32
4	в том	3	32
5	и в	34	30
6	может быть	19	28
7	то же	14	23
8	не только	10	21
9	только в	6	21
10	но и	12	19
11	того что	5	18
12	том что	3	18
13	то что	11	18
14	что в	7	17
15	в себе	6	16
16	по себе	3	16
17	и не	29	15
18	не в	9	15
19	а не	9	15
20	таким образом	5	14
21	что и	5	13
22	так как	4	13
23	если бы	4	12
24	вместе с	4	12
25	а в	5	12
26	так и	6	11
27	что оно	2	11
28	этого слова	7	11
29	как в	4	10
30	в этом	16	10
31	в душе	2	10
32	как и	18	10
33	в то	12	10
34	и что	5	10
35	в нем	19	9
36	было бы	2	9
37	тогда когда	1	9
38	между тем	3	9
39	для него	13	9
40	и то	3	8
41	в ней	3	8
42	в самом	8	8
43	что не	7	8
44	только что	3	8
45	что слово	1	7
46	с одной	1	7
47	но не	4	7
48	с тем	5	7
49	и без	2	7
50	тем что	4	7
51	как мы	7	7
52	так что	5	7
53	слова в	7	7
54	вовсе не	11	7
55	с другой	4	7
56	смысле этого	2	7
57	к тому	5	7
58	например в	2	6
59	то это	1	6
60	с этим	2	6
61	художественное произведение	1	6
62	с ним	8	6
63	и теперь	1	6
64	те же	2	6
65	что он	23	6
66	уже не	2	6
67	из них	5	6
68	и слово	8	6
69	но оно	1	6
70	не может	19	6
71	образ и	1	6
72	что только	1	6
73	но это	4	6
74	если б	2	5
75	человека и	1	5
76	и т	8	5
77	слово не	2	5
78	еще не	4	5
79	по отношению	5	5
80	независимо от	1	5
81	по которому	2	5
82	в своем	2	5
83	и как	3	5
84	к одному	3	5
85	заключает в	1	5
86	одно и	1	5
87	с другими	4	5
88	в них	2	5
89	я как	2	5
90	что я	15	5
91	по крайней	3	5
92	же время	12	5
93	к ней	2	5
94	слове и	1	5
95	как на	2	5
96	не могут	1	5
97	сравнительно с	1	5
98	не менее	3	5
99	мысль о	1	5
100	крайней мере	3	5
101	словом и	3	5
102	уже в	3	5
103	слово как	1	5
104	действует на	1	5
105	есть только	3	5
106	тому как	2	5
107	отношению к	6	5
108	должно быть	3	5
109	слова и	10	5
110	сказать что	2	5
111	в каждой	1	4
112	столь же	2	4
113	не все	1	4
114	не было	2	4
115	что это	5	4
116	бы не	2	4
117	он не	15	4
118	и по	1	4
119	мы видели	3	4
120	в один	1	4
121	и при	1	4
122	себе не	1	4
123	в котором	3	4
124	для меня	1	4
125	есть нечто	1	4
126	это слово	5	4
127	и его	16	4
128	до того	1	4
129	для того	1	4
130	оно не	1	4
131	и это	4	4
132	можно бы	1	4
133	ли она	1	4
134	в его	22	4
135	один из	2	4
136	что даже	2	4
137	образа в	1	4
138	а и	1	4
139	все равно	4	4
140	далеко не	3	4
141	и между	1	4
142	себя и	8	4
143	если не	3	4
144	и потому	2	4
145	со словом	3	4
146	все это	16	4
147	и от	5	4
148	мы должны	5	4
149	слово в	2	4
150	другой стороны	3	4
151	я и	2	3
152	в первом	1	3
153	говорить о	3	3
154	бы ни	1	3
155	и на	6	3
156	в чем	5	3
157	не то	2	3
158	ответ на	1	3
159	в целом	5	3
160	при этом	4	3
161	т д	2	3
162	на свое	1	3
163	в каждом	3	3
164	что все	4	3
165	и может	1	3
166	его в	4	3
167	этого не	3	3
168	как бы	27	3
169	над всеми	1	3
170	тем не	2	3
171	есть еще	1	3
172	тому что	2	3
173	существует для	1	3
174	на него	7	3
175	тогда и	2	3
176	образом в	1	3
177	того чтобы	1	3
178	ни о	1	3
179	слова с	3	3
180	для себя	6	3
181	свою очередь	1	3
182	него самого	1	3
183	в произведении	1	3
184	или в	1	3
185	слово и	1	3
186	и вообще	2	3
187	никак не	1	3
188	можно сказать	1	3
189	это было	3	3
190	к нему	14	3
191	я а	1	3
192	на которой	1	3
193	но слово	1	3
194	же и	2	3
195	только на	4	3
196	в начале	4	3
197	за ним	2	3
198	никто не	1	3
199	прежде всего	15	3
200	друг друга	2	3
201	мы можем	1	3
202	и вместе	1	3
203	до сих	1	3
204	такое же	1	3
205	от другого	3	3
206	там где	7	3
207	так же	8	3
208	в человеке	2	3
209	самого себя	2	3
210	одно только	2	3
211	слова есть	1	3
212	сих пор	1	3
213	от нас	1	3
214	а к	2	3
215	и все	19	3
216	не я	2	3
217	здесь только	1	3
218	в свою	1	3
219	не говоря	1	3
220	не знает	6	3
221	в последнем	2	3
222	в которой	2	3
223	как слово	2	3
224	а между	3	2
225	самом деле	13	2
226	это и	2	2
227	но тем	1	2
228	нам кажется	1	2
229	и до	1	2
230	входящих в	1	2
231	в их	1	2
232	мы уже	6	2
233	той же	2	2
234	впрочем и	1	2
235	что уже	1	2
236	он как	4	2
237	не столько	1	2
238	все в	1	2
239	которое не	1	2
240	себе что	1	2
241	вопрос об	1	2
242	то он	1	2
243	о слове	1	2
244	к слову	2	2
245	отношение к	6	2
246	теперь не	2	2
247	за пределы	2	2
248	что они	6	2
249	сама по	2	2
250	все же	7	2
251	и получает	1	2
252	и слова	2	2
253	что по	1	2
254	и внутреннюю	2	2
255	и каждое	1	2
256	его к	3	2
257	сливается с	3	2
258	та же	2	2
259	в этой	1	2
260	а напротив	1	2
261	и тот	1	2
262	на то	1	2
263	не могла	1	2
264	человек не	1	2
265	так сказать	2	2
266	и если	2	2
267	на его	4	2
268	слово это	1	2
269	идеи и	1	2
270	не как	3	2
271	с таким	4	2
272	из виду	1	2
273	из него	1	2
274	подобно тому	2	2
275	но все	5	2
276	бы быть	1	2
277	на все	1	2
278	входит в	2	2
279	ни в	4	2
280	несмотря на	1	2
281	и видит	1	2
282	во время	2	2
283	точки зрения	8	2
284	в своей	3	2
285	что такое	2	2
286	а как	2	2
287	в которых	2	2
288	т п	6	2
289	их в	3	2
290	том же	1	2
291	даже в	5	2
292	она не	1	2
293	что с	3	2
294	на котором	1	2
295	меня то	1	2
296	но только	2	2
297	только не	1	2
298	в разных	1	2
299	такая же	2	2
300	этом отношении	1	2
301	когда мы	1	2
302	его с	4	2
303	мысли о	2	2
304	отказаться от	2	2
305	его внутреннюю	2	2
306	так например	1	2
307	и самое	1	2
308	и о	1	2
309	в ее	3	2
310	так в	2	2
311	каждого из	1	2
312	котором мы	1	2
313	и с	15	2
314	об этом	1	2
315	каждый раз	1	2
316	о том	2	2
317	или на	1	2
318	этой мысли	1	2
319	должно было	1	2
320	от него	6	2
321	связь между	1	2
322	в форме	2	2
323	может стать	1	2
324	и мы	1	2
325	эти последние	2	2
326	слово с	6	2
327	вне себя	2	2
328	одной из	1	2
329	когда например	1	2
330	но как	4	2
331	на мир	1	2
332	связи с	1	2
333	в виде	4	2
334	слова не	2	2
335	слова если	1	2
336	был бы	2	2
337	в одном	5	2
338	но что	1	2
339	у него	4	2
340	в других	1	2
341	другой и	1	2
342	принять и	1	2
343	не были	1	2
344	и даже	7	2
345	что человек	1	2
346	тут же	1	2
347	а с	3	2
348	предмет и	1	2
349	у меня	6	2
350	или с	1	2
351	эти слова	3	2
352	ко всем	1	2
353	что другой	1	2
354	нет ни	2	2
355	к своему	5	2
356	по своему	3	2
357	что же	8	2
358	как средство	1	2
359	слов в	3	2
360	быть не	1	2
361	с этой	2	2
362	еще раз	1	2
363	это последнее	1	2
364	перед нами	1	2
365	слова но	1	2
366	бы в	3	2
367	в большей	1	2
368	и наконец	5	2
369	отношении к	7	2
370	во-вторых если	1	2
371	в свой	1	2
372	но этот	2	2
373	жизни и	3	2
374	это в	2	2
375	последним словом	2	1
376	отношения к	1	1
377	одним из	1	1
378	в строгом	1	1
379	мы здесь	1	1
380	не имел	1	1
381	на самом	11	1
382	тех же	1	1
383	было как	1	1
384	делая его	1	1
385	по преимуществу	1	1
386	непосредственной близости	1	1
387	из его	4	1
388	в нашу	1	1
389	что эти	1	1
390	сами себя	1	1
391	собою в	1	1
392	по его	1	1
393	он уже	3	1
394	бы уже	3	1
395	этот народ	1	1
396	если я	2	1
397	на первом	1	1
398	что если	1	1
399	вопрос о	2	1
400	чтобы не	1	1
401	в сущности	11	1
402	время как	1	1
403	но она	1	1
404	оно вообще	1	1
405	без них	1	1
406	как я	3	1
407	и со	2	1
408	похожи на	1	1
409	и заставляет	1	1
410	и столь	1	1
411	того же	2	1
412	и он	2	1
413	всех сторон	1	1
414	собою и	4	1
415	хотя во	1	1
416	он был	1	1
417	на них	5	1
418	он сам	5	1
419	здесь не	1	1
420	со словами	1	1
421	бы то	4	1
422	без всякого	1	1
423	с его	6	1
424	мысль что	2	1
