N	2gram	Losev_Prob_3	Literetu
1	и не	35	22
2	и в	44	16
3	при этом	4	15
4	в этом	17	14
5	не только	14	14
6	но и	10	14
7	в том	21	12
8	может быть	28	12
9	а не	18	12
10	то что	23	12
11	в частности	2	11
12	своего рода	1	10
13	не в	13	10
14	такого рода	6	10
15	то же	13	9
16	так и	10	9
17	в то	9	9
18	того что	8	9
19	в этой	3	8
20	в жизни	1	8
21	том что	12	8
22	не может	7	8
23	как бы	9	8
24	в своей	5	7
25	тем самым	5	7
26	только в	19	7
27	себя в	2	7
28	точки зрения	5	7
29	еще не	5	6
30	в себе	8	6
31	в другом	2	6
32	в стихотворении	2	6
33	произведение искусства	1	6
34	о том	6	6
35	и его	5	6
36	в его	9	6
37	с другой	7	6
38	к тому	3	6
39	в отличие	2	5
40	отличие от	3	5
41	как в	5	5
42	в целом	6	5
43	тому же	1	5
44	то есть	34	5
45	лишь в	1	5
46	это не	9	5
47	как и	10	5
48	в основе	2	5
49	в ее	4	5
50	что он	9	5
51	в качестве	3	5
52	именно в	2	5
53	а именно	8	5
54	вместе с	2	5
55	особого рода	1	5
56	а в	5	5
57	одним из	1	4
58	но не	3	4
59	хотя и	5	4
60	и если	6	4
61	входит в	1	4
62	однако в	2	4
63	даже в	1	4
64	никогда не	6	4
65	данном случае	7	4
66	а также	4	4
67	с одной	2	4
68	в начале	2	4
69	из них	2	4
70	в одном	1	4
71	как будто	3	4
72	в природе	2	4
73	до конца	1	4
74	одной стороны	1	4
75	в данном	9	4
76	по существу	2	4
77	и для	2	4
78	об искусстве	1	4
79	отношения к	3	3
80	например в	1	3
81	самом деле	3	3
82	едва ли	5	3
83	той же	1	3
84	с ее	2	3
85	но уже	3	3
86	в сторону	1	3
87	отнюдь не	10	3
88	однако не	1	3
89	и как	3	3
90	и к	6	3
91	но в	12	3
92	то в	3	3
93	бы и	1	3
94	на его	1	3
95	и тем	9	3
96	в слове	2	3
97	с точки	2	3
98	на свою	1	3
99	только для	1	3
100	произведения в	2	3
101	однако если	3	3
102	потому что	25	3
103	для его	3	3
104	искусства и	2	3
105	прежде всего	3	3
106	все время	1	3
107	ни к	3	3
108	совершенно не	4	3
109	уже не	7	3
110	человеческого духа	1	3
111	в самом	3	3
112	о чем	2	3
113	как это	2	3
114	там где	1	3
115	это как	1	3
116	жизни и	6	3
117	как на	2	3
118	художественного произведения	14	2
119	того же	2	2
120	которой она	3	2
121	в первом	1	2
122	жизни здесь	1	2
123	как мы	8	2
124	вопрос о	1	2
125	не вполне	1	2
126	из того	3	2
127	мы и	2	2
128	то это	10	2
129	и на	1	2
130	бы то	4	2
131	во всех	2	2
132	сказать и	1	2
133	а и	1	2
134	и вовсе	4	2
135	оказывается не	1	2
136	все же	6	2
137	когда он	2	2
138	могли бы	4	2
139	всей художественной	1	2
140	к идее	1	2
141	как таковое	1	2
142	еще на	2	2
143	так или	1	2
144	он в	2	2
145	на то	3	2
146	все они	2	2
147	в нем	9	2
148	о которой	1	2
149	в первой	1	2
150	не как	1	2
151	том чтобы	1	2
152	подобно тому	1	2
153	то ни	6	2
154	и с	9	2
155	его в	3	2
156	было бы	8	2
157	и даже	14	2
158	той или	12	2
159	далеко не	1	2
160	со своими	1	2
161	не всегда	1	2
162	он и	2	2
163	несмотря на	1	2
164	и тогда	3	2
165	еще раз	1	2
166	со всей	1	2
167	и при	2	2
168	и ее	3	2
169	от себя	2	2
170	и другого	1	2
171	вплоть до	1	2
172	быть может	1	2
173	ни было	3	2
174	в конце	5	2
175	по себе	25	2
176	нас к	2	2
177	автора и	1	2
178	не менее	10	2
179	с которой	2	2
180	как о	5	2
181	того чтобы	1	2
182	как раз	8	2
183	другой стороны	5	2
184	целом и	1	2
185	у нас	10	2
186	вот в	1	2
187	же самое	9	2
188	для такого	1	2
189	для себя	2	2
190	вещей в	1	2
191	сознания с	1	2
192	и сам	5	2
193	что у	3	2
194	не с	1	2
195	если бы	3	2
196	путь всех	1	2
197	можно сказать	6	2
198	во втором	1	2
199	что и	9	2
200	во всей	3	2
201	и только	6	2
202	в ту	1	2
203	и об	1	2
204	но с	2	2
205	здесь не	8	2
206	вне себя	1	2
207	со всеми	1	2
208	связи с	8	2
209	к своим	1	2
210	ни с	4	2
211	для него	3	2
212	тем что	4	2
213	для того	1	2
214	это будет	4	2
215	или иной	8	2
216	или иначе	1	2
217	с иной	1	2
218	себя и	1	2
219	что не	1	2
220	в живом	1	2
221	с ней	5	2
222	не означает	1	2
223	если не	3	2
224	в реальное	1	2
225	так же	5	2
226	и потому	7	2
227	быть только	1	2
228	если это	1	2
229	быть не	1	2
230	с этой	3	2
231	художественное произведение	8	2
232	что в	8	2
233	внимание на	1	2
234	же в	3	2
235	жизни а	3	2
236	оно не	1	2
237	эти слова	2	2
238	но еще	1	2
239	еще и	7	2
240	ее в	1	2
241	в своих	1	2
242	к этому	1	2
243	от этой	1	1
244	была бы	1	1
245	и т	13	1
246	и хотя	1	1
247	литературоведении и	1	1
248	и то	14	1
249	на самом	7	1
250	того самого	1	1
251	это и	7	1
252	идет о	1	1
253	и есть	5	1
254	человеком в	1	1
255	от самого	1	1
256	и до	2	1
257	оно было	1	1
258	все те	1	1
259	и за	2	1
260	мы уже	4	1
261	который в	2	1
262	есть образ	2	1
263	изображение и	1	1
264	от художественного	5	1
265	общества но	2	1
266	и совсем	1	1
267	это означает	1	1
268	и образами	1	1
269	говорить о	3	1
270	совсем иное	1	1
271	что иное	4	1
272	самое можно	1	1
273	и он	1	1
274	в ней	5	1
275	который может	1	1
276	он сам	4	1
277	иное как	4	1
278	мысли и	1	1
279	быть в	2	1
280	в чем	4	1
281	стихотворения в	1	1
282	художественному образу	1	1
283	сам собою	1	1
284	с присущей	1	1
285	уже как	3	1
286	не просто	23	1
287	друг от	2	1
288	за пределы	5	1
289	сама по	8	1
290	однако от	1	1
291	здесь очевидно	1	1
292	в истории	1	1
293	первый взгляд	2	1
294	независимо от	1	1
295	с этим	2	1
296	в художественном	3	1
297	в своем	5	1
298	она как	1	1
299	перед нами	8	1
300	в одноименной	1	1
301	ее революционном	1	1
302	это тоже	2	1
303	ценность и	1	1
304	для которой	4	1
305	более или	1	1
306	в этот	1	1
307	путь от	2	1
308	или иную	1	1
309	себе как	3	1
310	никакого существенного	1	1
311	в нашем	5	1
312	бы не	1	1
313	и и	1	1
314	заключение мы	1	1
315	уже в	3	1
316	как он	1	1
317	личность но	1	1
318	еще одна	1	1
319	что эти	1	1
320	вообще не	1	1
321	в определенном	1	1
322	тем не	10	1
323	он не	8	1
324	момента в	1	1
325	свою собственную	3	1
326	функционирует как	1	1
327	собой не	1	1
328	содержит в	3	1
329	равновесии и	1	1
330	бы они	1	1
331	здесь мы	1	1
332	слова и	3	1
333	мы его	1	1
334	а то	3	1
335	втором случае	1	1
336	значение в	3	1
337	нам остается	1	1
338	его не	2	1
339	первую очередь	3	1
340	с другими	3	1
341	который и	1	1
342	своей основе	1	1
343	а просто	1	1
344	в них	1	1
345	нет в	1	1
346	о которых	3	1
347	своей художественной	1	1
348	соприкасается с	1	1
349	все равно	3	1
350	жизни но	2	1
351	на этот	4	1
352	в чистом	3	1
353	этом в	1	1
354	и того	1	1
355	был бы	1	1
356	только тем	1	1
357	на первый	4	1
358	в первую	3	1
359	общности в	1	1
360	во время	1	1
361	функционирования но	1	1
362	революционном развитии	1	1
363	в понимании	1	1
364	она сама	1	1
365	выступает на	1	1
366	что такое	3	1
367	нас не	5	1
368	на месте	1	1
369	в их	2	1
370	самая сущность	1	1
371	не столько	2	1
372	не к	1	1
373	коммуникативной функции	1	1
374	но это	8	1
375	но он	1	1
376	шли по	1	1
377	был только	1	1
378	и эти	1	1
379	что никакой	2	1
380	и является	4	1
381	в таких	3	1
382	бы быть	3	1
383	художественной символики	1	1
384	вовсе не	37	1
385	где каждый	1	1
386	например и	2	1
387	тому что	4	1
388	же самого	1	1
389	в отношении	2	1
390	не имела	1	1
391	чистом виде	2	1
392	а а	1	1
393	она не	3	1
394	мысли в	1	1
395	например не	2	1
396	тогда когда	1	1
397	чтобы в	1	1
398	и притом	4	1
399	революции и	1	1
400	и сама	2	1
401	в процессе	2	1
402	на ее	2	1
403	мы все	1	1
404	отличное от	2	1
405	исчезает из	1	1
406	только не	1	1
407	не имеет	9	1
408	слова как	2	1
409	такого же	2	1
410	во всем	1	1
411	исторического процесса	1	1
412	не столь	1	1
413	к той	1	1
414	свое собственное	2	1
415	начиная с	1	1
416	в общую	2	1
417	когда мы	15	1
418	как только	3	1
419	она же	1	1
420	как некое	1	1
421	ничего общего	7	1
422	значение это	1	1
423	вливаться в	1	1
424	ни даже	1	1
425	именно эту	1	1
426	говорит сам	1	1
427	и о	5	1
428	более не	1	1
429	от друга	2	1
430	в виду	10	1
431	но при	1	1
432	самим собою	1	1
433	остается в	1	1
434	с каким	1	1
435	и от	9	1
436	языка и	4	1
437	по сути	1	1
438	на том	1	1
439	котором мы	1	1
440	с собой	3	1
441	не за	1	1
442	и прочих	1	1
443	можно только	1	1
444	том как	2	1
445	имеется в	4	1
446	разного рода	2	1
447	жизнь и	2	1
448	для этого	6	1
449	трактуется как	2	1
450	о ней	2	1
451	уже никто	1	1
452	определенным образом	2	1
453	говорит об	1	1
454	все прочие	1	1
455	но мы	1	1
456	пушкинского пророка	2	1
457	нас в	4	1
458	несомненно и	1	1
459	а во	1	1
460	на нее	1	1
461	собственно говоря	5	1
462	возникает и	1	1
463	природы в	1	1
464	нуждается в	1	1
465	бы в	2	1
466	если эта	2	1
467	и она	1	1
468	самих себя	1	1
469	в литературе	1	1
470	в искусстве	4	1
471	другого не	1	1
472	миф и	1	1
473	будто бы	3	1
474	к их	2	1
475	и действительно	1	1
476	не идет	1	1
477	по мнению	2	1
478	за себя	2	1
479	xix и	1	1
480	своего собственного	1	1
481	так что	12	1
482	от автора	1	1
483	для всех	1	1
484	есть в	3	1
485	переходит в	2	1
486	искусства с	1	1
487	и у	2	1
488	фигур и	1	1
489	самой и	2	1
490	то и	5	1
491	существу своему	1	1
492	за счет	2	1
493	или даже	5	1
494	и других	1	1
495	ту или	1	1
496	свой собственный	3	1
497	роль и	2	1
498	в котором	2	1
499	представлений о	1	1
500	так как	9	1
501	друг друга	2	1
502	у него	1	1
503	случае не	3	1
504	именно этой	1	1
505	момент в	1	1
506	только на	5	1
507	с общим	1	1
508	даже не	2	1
509	есть не	5	1
510	что они	5	1
511	а эти	1	1
512	чем он	2	1
513	а с	2	1
