N	4gram	Vygotskiy__5	Russkaja
1	можно было бы показать	1	1
2	одного и того же	2	1
3	дело в том что	1	1
4	указывает на то что	2	1
5	что с точки зрения	1	1
6	в том виде как	1	1
7	уверены в том что	1	1
8	что ни одна из	1	1
9	сводится к тому что	2	1
10	которых мы говорили выше	1	1
11	было бы показать что	1	1
12	все до сих пор	1	1
13	заключается в том что	4	1
14	о котором мы говорили	2	1
15	о которых мы говорили	1	1
16	в совершенно ином виде	1	1
17	несмотря на то что	1	1
18	в каждый данный момент	1	1
