N	3gram	Vygotskiy__4	Analitik
1	не может быть	1	16
2	в том что	31	9
3	в том чтобы	2	7
4	в отличие от	2	6
5	значении этого слова	1	6
6	что иное как	1	5
7	по отношению к	1	5
8	мы имеем дело	1	4
9	с точки зрения	11	4
10	не что иное	1	4
11	к тому же	1	4
12	о том что	3	3
13	состоит в том	3	3
14	подобно тому как	2	3
15	в том числе	2	3
16	бы то ни	1	3
17	для того чтобы	5	3
18	то ни было	1	3
19	с одной стороны	9	3
20	имеем дело с	1	3
21	и того же	5	2
22	это означает что	1	2
23	в самом деле	6	2
24	то же самое	7	2
25	но и в	2	2
26	в этом отношении	7	2
27	в данном случае	2	2
28	далеко не всегда	1	2
29	не могут быть	2	2
30	с другой стороны	8	2
31	в свое время	2	2
32	означает что в	1	2
33	одного и того	5	2
34	тех или иных	1	2
35	том что он	1	2
36	по своей природе	1	1
37	в том виде	2	1
38	не в состоянии	1	1
39	такой же мере	1	1
40	связей и отношений	2	1
41	а отнюдь не	1	1
42	оно может быть	2	1
43	оно нуждается в	1	1
44	и той же	4	1
45	как бы не	1	1
46	равно как и	1	1
47	как и во	1	1
48	он может быть	1	1
49	один и тот	7	1
50	о том как	1	1
51	в истинном значении	1	1
52	только в том	2	1
53	до сих пор	1	1
54	более высокой ступени	1	1
55	во всей своей	1	1
56	говоря уже о	1	1
57	том случае если	1	1
58	в зависимости от	1	1
59	того что мы	1	1
60	в том случае	1	1
61	и та же	1	1
62	между тем как	3	1
63	в собственном смысле	7	1
64	состоит не в	1	1
65	том числе и	2	1
66	приводит нас к	1	1
67	виде в каком	1	1
68	собой не что	1	1
69	с этой точки	4	1
70	как если бы	1	1
71	вместе с тем	3	1
72	и отношения между	1	1
73	в равной мере	3	1
74	одно и то	6	1
75	и в частности	1	1
76	не подлежит никакому	2	1
77	и тогда когда	2	1
78	здесь мы имеем	1	1
79	не только в	1	1
80	тому или иному	2	1
81	у одного и	2	1
82	связи и отношения	1	1
83	смысле этого слова	7	1
84	и то же	6	1
85	представляет собой не	1	1
86	в свою очередь	2	1
87	и при этом	1	1
88	а с другой	2	1
89	и как бы	1	1
90	самом деле как	1	1
91	как и на	2	1
92	в такой же	1	1
93	все же не	1	1
94	одни и те	3	1
95	прежде всего в	1	1
96	или иных элементов	1	1
97	собственном смысле слова	1	1
98	во всяком случае	3	1
99	что в качестве	1	1
100	одна и та	1	1
101	такой же точно	1	1
102	распространено и на	1	1
103	на вопрос о	1	1
104	речь идет об	1	1
105	этой точки зрения	4	1
106	в целом но	1	1
107	далеко не все	1	1
108	при этом как	1	1
109	толкование которое дает	1	1
110	том виде в	1	1
111	в той же	1	1
112	только в качестве	1	1
113	а затем уже	1	1
114	мышления в частности	1	1
115	из сказанного выше	1	1
116	и тем самым	4	1
117	никогда не бывает	2	1
118	заключенное в нем	1	1
119	только тогда когда	1	1
120	и те же	3	1
121	в сущности говоря	1	1
122	в этом смысле	8	1
123	в связи с	3	1
124	к тому что	1	1
125	одной и той	4	1
126	и таким образом	1	1
127	под этим именем	1	1
128	мы встречаемся с	1	1
129	друг с другом	7	1
130	или лучше сказать	1	1
131	как и в	1	1
132	как мы постараемся	1	1
133	в том же	1	1
134	истинном значении этого	1	1
135	и тот же	7	1
136	не говоря уже	1	1
137	этого слова в	1	1
