N	2gram	Tiupa_Anal_3	slovoVRo
1	в романе	2	46
2	и в	18	39
3	может быть	9	37
4	и его	13	33
5	то есть	10	26
6	не только	22	24
7	и не	12	22
8	но и	13	21
9	не может	2	20
10	в нем	2	19
11	в этом	14	16
12	все это	3	16
13	так и	14	15
14	а не	9	14
15	отличие от	2	13
16	как в	3	13
17	в пределах	4	13
18	слова в	1	13
19	во всех	2	12
20	в отличие	2	12
21	в истории	1	11
22	вовсе не	1	10
23	не в	6	9
24	со своим	1	9
25	таким образом	4	8
26	языков в	1	8
27	оно не	1	8
28	себя в	4	8
29	прежде всего	5	8
30	точки зрения	3	8
31	еще не	6	7
32	с его	8	7
33	при этом	11	7
34	для него	6	7
35	с ним	1	7
36	никогда не	5	7
37	могут быть	2	7
38	как мы	1	7
39	в его	7	7
40	и даже	8	7
41	и потому	2	7
42	как бы	10	7
43	в сущности	5	6
44	но не	7	6
45	в своем	4	6
46	все же	4	6
47	и к	4	6
48	но в	2	6
49	все эти	2	6
50	так сказать	2	6
51	значительной степени	2	6
52	в них	2	6
53	в слове	5	6
54	как и	14	6
55	в значительной	2	6
56	авторитарное слово	1	6
57	в большинстве	2	6
58	там где	2	6
59	этом случае	1	6
60	жизни и	1	6
61	например в	2	5
62	героя и	4	5
63	человека в	1	5
64	это не	2	5
65	том что	12	5
66	по себе	4	5
67	не могут	1	5
68	той или	3	5
69	мира и	2	5
70	с другой	7	5
71	один из	2	5
72	в том	9	5
73	с ними	1	5
74	с одной	2	5
75	уже не	5	5
76	со словом	1	5
77	и их	1	5
78	одной стороны	2	5
79	или иной	5	5
80	большинстве случаев	1	5
81	остается в	1	5
82	и для	2	5
83	только в	2	5
84	от него	1	5
85	и все	2	5
86	отношения к	2	4
87	в зависимости	1	4
88	его не	3	4
89	и на	4	4
90	по отношению	7	4
91	отношение к	1	4
92	сливается с	1	4
93	всех этих	1	4
94	то же	3	4
95	слова не	1	4
96	художественный образ	1	4
97	его в	3	4
98	входит в	2	4
99	с другими	1	4
100	и иных	1	4
101	на почве	1	4
102	остается вне	1	4
