N	3gram	Tiupa_Hudo_2	Problema
1	по отношению к	7	19
2	и т п	2	13
3	не может быть	3	11
4	с точки зрения	2	6
5	между тем как	1	5
6	в данном случае	2	4
7	с другой стороны	1	4
8	в конечном счете	3	4
9	в самом деле	3	3
10	бы то ни	1	3
11	можно было бы	2	3
12	с одной стороны	3	3
13	то же время	4	3
14	в том что	11	3
15	в то же	4	3
16	тем не менее	3	3
17	можно сказать что	1	2
18	не следует что	1	2
19	то же самое	2	2
20	то или иное	1	2
21	и в то	2	2
22	не только в	2	2
23	мы имеем дело	1	2
24	того или иного	2	2
25	в нашем примере	1	2
26	той или иной	1	2
27	для того чтобы	3	2
28	в этом отношении	1	2
29	переводит его в	1	1
30	а между тем	3	1
31	зрения на мир	1	1
32	что с ним	1	1
33	да и не	1	1
34	в этом произведении	1	1
35	подобно тому как	4	1
36	ибо в нем	1	1
37	в настоящее время	1	1
38	мы ничего не	1	1
39	отношению к этой	1	1
40	все что угодно	1	1
41	о том как	2	1
42	во что бы	1	1
43	до сих пор	2	1
44	именно то что	1	1
45	и в других	1	1
46	хотя бы и	2	1
47	с самим собою	1	1
48	а иногда и	1	1
49	едва ли может	1	1
50	что бы то	1	1
51	в значительной степени	1	1
52	то время как	1	1
53	ни стало и	1	1
54	позиции по отношению	1	1
55	а также и	1	1
56	то ни стало	1	1
57	и в этом	2	1
58	имеем дело с	1	1
59	весьма характерной для	1	1
60	только в таком	1	1
61	и в том	1	1
62	ничего не узнаем	1	1
63	в себе самой	1	1
64	а в том	1	1
65	самостоятельной позиции по	1	1
66	не чуждо и	1	1
67	в то время	1	1
68	человека и его	1	1
69	серьезность и значительность	1	1
70	та или иная	1	1
71	и т д	2	1
72	и в самом	1	1
73	ли может быть	1	1
74	лежит не в	1	1
75	в художественном целом	1	1
76	она не могла	1	1
77	к тому что	4	1
78	в первом случае	1	1
79	если бы не	1	1
80	но как только	1	1
81	бы не было	1	1
82	как и в	3	1
83	он не нуждается	1	1
84	не нуждается в	1	1
85	дело в том	1	1
86	что все они	2	1
