N	3gram	Vinokur_St_3	Istorich
1	и т д	2	15
2	с другой стороны	4	7
3	до сих пор	2	5
4	в том что	11	5
5	тем не менее	2	5
6	как мы видели	1	5
7	в некоторых случаях	1	3
8	в связи с	3	3
9	состоит в том	3	2
10	и в других	1	2
11	что в них	1	2
12	с одной стороны	2	2
13	то время как	4	2
14	во всяком случае	4	2
15	в то время	4	2
16	о том что	4	2
17	в одном из	1	2
18	не только не	1	2
19	но все же	2	2
20	мы имеем в	2	2
21	так что она	1	2
22	в чем же	1	1
23	и пр но	1	1
24	со стороны ее	1	1
25	и той же	1	1
26	между прочим и	1	1
27	которые состояли из	1	1
28	к более поздним	1	1
29	т е не	1	1
30	то же можно	1	1
31	во многих случаях	1	1
32	в течение лет	1	1
33	с этой точки	1	1
34	с точки зрения	4	1
35	но и в	2	1
36	этом мы имеем	1	1
37	то это означало	1	1
38	независимо от того	2	1
39	с тем что	3	1
40	можно было бы	1	1
41	об этом мы	1	1
42	и тем что	1	1
43	вместе с тем	1	1
44	в том смысле	2	1
45	он попадает в	1	1
46	не только в	3	1
47	мы находим и	1	1
48	заключается в том	2	1
49	так или иначе	1	1
50	в такой же	1	1
51	это означало бы	1	1
52	мы имеем здесь	1	1
53	этой точки зрения	1	1
54	же можно сказать	1	1
55	то обстоятельство что	5	1
56	не означает что	1	1
57	одной стороны он	1	1
58	случаях обычно в	1	1
59	в свою очередь	1	1
60	на самом деле	1	1
61	так как в	1	1
62	не может быть	5	1
63	с самого начала	2	1
64	можно сказать что	1	1
65	на то что	3	1
66	обратимся теперь к	1	1
67	в его работе	2	1
68	одной и той	1	1
