N	3gram	Bakhtin_Pr_3	formyVre
1	и т п	6	11
2	с точки зрения	4	8
3	для того чтобы	1	7
4	в том же	1	4
5	то же время	12	4
6	в то же	12	4
7	как мы уже	1	4
8	друг с другом	2	4
9	к себе самому	14	3
10	и в особенности	1	3
11	и в то	5	3
12	и в этом	2	3
13	мы уже говорили	3	3
14	и прежде всего	4	3
15	в большинстве случаев	2	3
16	в том что	1	3
17	и т д	2	3
18	прежде всего в	1	2
19	протяжении всего романа	2	2
20	в этом случае	2	2
21	до сих пор	1	2
22	друг на друга	2	2
23	может быть и	1	2
24	лежит в основе	1	2
25	потому что они	1	2
26	в этом отношении	1	2
27	на протяжении всего	4	2
28	себя как бы	1	1
29	т п если	1	1
30	и того же	1	1
31	даже там где	1	1
32	сих пор еще	1	1
33	в чем не	2	1
34	в той или	2	1
35	как для других	1	1
36	сводится к тому	2	1
37	он ни был	3	1
38	а вовсе не	2	1
39	и наконец в	2	1
40	уже говорили что	2	1
41	и для самого	1	1
42	отношение к себе	3	1
43	кто бы он	2	1
44	там где они	1	1
45	на самом деле	10	1
46	как и во	1	1
47	в котором он	1	1
48	мы вовсе не	1	1
49	и для других	1	1
50	прямо начинается с	1	1
51	как и все	2	1
52	и самая форма	1	1
53	в конце концов	3	1
54	что он не	1	1
55	в отличие от	2	1
56	а так как	1	1
57	то что в	1	1
58	но в этом	1	1
59	себе самому и	5	1
60	с самим собою	7	1
61	это вовсе не	1	1
62	рано или поздно	1	1
63	себе самому к	1	1
64	в уста в	1	1
65	он не мог	1	1
66	со всех сторон	1	1
67	он как мы	1	1
68	здесь еще не	1	1
69	вместе с тем	2	1
70	в тот же	1	1
71	те же явления	1	1
72	и у других	1	1
73	из уст в	1	1
74	одно и то	1	1
75	мне все равно	2	1
76	и стремится к	1	1
77	с такою же	1	1
78	как и в	1	1
79	в данном случае	1	1
80	дело идет о	1	1
81	как бы уже	2	1
82	что на самом	1	1
83	себя и других	1	1
84	и все его	1	1
85	и то же	1	1
86	но при этом	1	1
87	быть и речи	1	1
88	или иной форме	1	1
89	до того что	1	1
90	каждый из них	2	1
91	во всех отношениях	1	1
92	для него самого	1	1
93	все более и	1	1
94	имеет громадное значение	1	1
95	но только в	1	1
96	все это было	3	1
97	с другой стороны	3	1
98	уст в уста	1	1
99	не может быть	6	1
100	но в то	3	1
101	бы он ни	3	1
102	ни в чем	2	1
103	но в конце	1	1
104	и как бы	1	1
105	и вместе с	1	1
106	в свою очередь	1	1
107	в этом выражении	1	1
108	рядом с этим	1	1
109	о том что	2	1
110	с самого начала	8	1
111	и пересекаются с	1	1
112	как бы ни	1	1
113	более и более	1	1
114	выходит за пределы	2	1
115	но все же	1	1
116	можно сказать что	1	1
117	одного и того	1	1
118	а вместе с	1	1
119	это как бы	1	1
120	и во всем	1	1
121	к тому что	1	1
122	то что уже	1	1
123	как бы в	1	1
124	конце концов он	1	1
125	и в нем	3	1
126	вовсе не является	1	1
127	тех же тонах	1	1
128	что и в	1	1
129	как мы видели	2	1
130	той или иной	2	1
131	т д он	1	1
132	и в другом	1	1
