N	3gram	Vygotskiy__3	Formalny
1	с точки зрения	9	14
2	не может быть	1	14
3	на самом деле	2	12
4	во всяком случае	2	6
5	и т д	4	6
6	и т п	5	5
7	в зависимости от	1	5
8	с другой стороны	5	5
9	а вовсе не	2	4
10	в самом деле	18	4
11	подобно тому как	1	4
12	может быть понято	1	4
13	в данном случае	2	4
14	для того чтобы	8	4
15	потому что он	1	3
16	то же самое	8	3
17	в этом отношении	1	3
18	вместе с тем	2	3
19	в том что	11	3
20	вовсе не является	1	3
21	как и всякое	1	2
22	нам кажется что	1	2
23	о том как	2	2
24	мы увидим что	7	2
25	как и все	1	2
26	в отличие от	1	2
27	в какой это	1	2
28	в высшей степени	1	2
29	только то что	2	2
30	мы видели что	2	2
31	мы не можем	2	2
32	не только не	1	2
33	вовсе не в	2	2
34	к тому что	2	2
35	дело не в	1	2
36	там где она	3	2
37	смысле этого слова	2	2
38	как мы видели	2	2
39	для нас важно	1	1
40	что в этом	1	1
41	и столь же	1	1
42	одной и другой	1	1
43	к одной и	1	1
44	имеем в виду	1	1
45	те случаи когда	1	1
46	один и тот	1	1
47	не вытекает из	1	1
48	это совсем не	1	1
49	таким образом разделение	1	1
50	он указывает что	1	1
51	как раз ту	1	1
52	они не могут	1	1
53	в лучшем случае	2	1
54	того как мы	1	1
55	выбор слов и	1	1
56	он говорит о	1	1
57	идет не о	1	1
58	не могло бы	1	1
59	не совпадает с	2	1
60	их в той	1	1
61	с тем что	1	1
62	к тому чтобы	1	1
63	с этой точки	1	1
64	так сказать в	1	1
65	до сих пор	5	1
66	и что в	1	1
67	тот факт что	1	1
68	в двух направлениях	1	1
69	не потому что	1	1
70	то внутреннее противоречие	1	1
71	проблема жанра и	1	1
72	с одной стороны	5	1
73	и тот же	1	1
74	не могут их	1	1
75	самом деле он	1	1
76	и вместе с	2	1
77	в такой же	1	1
78	не в том	2	1
79	все более и	2	1
80	том что они	1	1
81	всему тому что	1	1
82	мы все время	2	1
83	мере в какой	1	1
84	и на этом	1	1
85	и той же	1	1
86	все то что	6	1
87	потому что они	2	1
88	этой точки зрения	1	1
89	о том что	3	1
90	таким образом все	1	1
91	того или иного	1	1
92	и все другие	1	1
93	в той же	1	1
94	и все же	1	1
95	мы можем сказать	1	1
96	то что так	1	1
97	можно было бы	1	1
98	что в его	1	1
99	с самого начала	6	1
100	и в самом	10	1
101	более и более	2	1
102	самом деле здесь	1	1
103	как не в	1	1
104	но все же	1	1
105	можно сказать что	1	1
106	совершенно прав когда	2	1
107	с тем и	1	1
108	быть понято как	1	1
109	на то что	12	1
110	совершенно очевидно что	1	1
111	никак не могут	1	1
112	одной и той	1	1
113	той же мере	1	1
114	мы уже указывали	1	1
115	заставляя их действовать	1	1
116	она не может	1	1
