N	3gram	Bakhtin_Fr_5	DiskursI
1	в отличие от	2	12
2	в данном случае	2	6
3	в том что	6	6
4	то же время	9	5
5	как и в	1	5
6	по отношению к	1	4
7	в этом отношении	5	4
8	в то же	9	4
9	так и в	1	3
10	не может быть	2	3
11	о том что	1	3
12	той или иной	1	3
13	и того же	1	2
14	жизни а также	1	2
15	с точки зрения	2	2
16	в основе своей	1	2
17	дело в том	2	2
18	и прежде всего	3	2
19	одного и того	1	2
20	вещами и ценностями	1	1
21	в другом месте	2	1
22	том что в	1	1
23	и смертью в	1	1
24	ни о чем	1	1
25	при всей ее	1	1
26	в той или	1	1
27	и т.п для	1	1
28	потому что в	1	1
29	она тут же	1	1
30	в самом деле	1	1
31	же время и	1	1
32	друг от друга	1	1
33	и в то	1	1
34	до известной степени	4	1
35	можно говорить о	2	1
36	жизни и смерти	2	1
37	данном случае не	1	1
38	то что в	1	1
39	но это не	1	1
40	одном и том	1	1
41	в предыдущей главе	1	1
42	и в частности	1	1
43	в это время	1	1
44	в значительной степени	1	1
45	между вещами и	1	1
46	внешнее и внутреннее	2	1
47	и том же	1	1
48	на некоторое время	1	1
49	не может так	1	1
50	а также и	4	1
51	этом отношении на	1	1
52	между человеком и	2	1
53	о чем не	1	1
54	и той же	1	1
55	между тем как	1	1
56	и т.п в	1	1
57	то есть в	2	1
58	в себя и	1	1
59	становления и роста	1	1
60	в конечном счете	1	1
61	включает в себя	1	1
62	с миром в	2	1
63	можно сказать что	2	1
64	один из важнейших	1	1
65	существенную роль в	2	1
66	подход к жизни	1	1
67	в полной мере	1	1
68	в большинстве случаев	2	1
69	в том числе	4	1
70	одной и той	1	1
71	тем не менее	1	1
72	все то что	1	1
73	здесь как и	2	1
74	все три момента	1	1
75	том числе и	2	1
