N	3gram	Berdyaev_M_2	Myslijsy
1	в том что	2	7
2	а между тем	1	4
3	подобно тому как	2	4
4	до сих пор	3	4
5	сам по себе	1	4
6	от того что	3	4
7	на то что	1	3
8	смысле этого слова	1	3
9	на самом деле	1	2
10	как и во	2	2
11	есть прежде всего	5	2
12	было для него	1	2
13	после того как	2	2
14	между тем как	1	2
15	и тогда когда	1	2
16	может быть названо	1	2
17	для того чтобы	4	2
18	не может быть	8	2
19	сама по себе	1	2
20	только тогда когда	1	2
21	слова для него	1	1
22	а от того	1	1
23	не понятно для	1	1
24	в ней все	1	1
25	потому что в	1	1
26	и той же	2	1
27	но так как	1	1
28	что это не	2	1
29	в нем самом	1	1
30	том что он	1	1
31	и тот кто	2	1
32	не приводит в	1	1
33	и во многих	1	1
34	во многих других	1	1
35	во втором случае	1	1
36	друг на друга	1	1
37	себя и для	1	1
38	тому как в	1	1
39	не от того	1	1
40	но это не	2	1
41	в той мере	1	1
42	не было в	1	1
43	и для него	2	1
44	того что человек	1	1
45	как и в	2	1
46	никогда не достигает	1	1
47	себя и других	1	1
48	той мере в	1	1
49	и в нашем	1	1
50	по сравнению с	1	1
51	между тем в	1	1
52	человеческой природы вообще	1	1
53	в каждом человеке	2	1
54	искать в них	1	1
55	и быть может	1	1
56	есть не только	1	1
57	не для того	1	1
58	друг к другу	5	1
59	того чтобы сделать	1	1
60	мере в какой	1	1
61	такой степени как	1	1
62	они не имеют	1	1
63	не потому что	1	1
64	о том что	2	1
65	что у него	1	1
66	что и в	4	1
67	мыслей и чувств	1	1
68	если бы не	1	1
69	нельзя себе представить	1	1
70	одной и той	2	1
71	втором случае человек	1	1
72	и в этом	3	1
73	должны быть признаны	1	1
