N	2gram	Voloshinov_1	RusskieA
1	и в	13	29
2	том что	2	22
3	в том	2	22
4	что в	3	22
5	как бы	6	18
6	состоит в	1	15
7	так как	3	13
8	может быть	8	13
9	в этом	2	11
10	как и	3	11
11	одна из	1	11
12	в этот	2	10
13	не только	6	10
14	все это	4	10
15	а на	1	9
16	в некоторых	1	9
17	а в	2	9
18	его в	1	8
19	или на	1	8
20	но и	3	8
21	ее в	2	8
22	как в	2	7
23	данном случае	2	7
24	или в	1	7
25	мы имеем	1	6
26	мы не	4	6
27	еще не	1	6
28	при этом	2	6
29	таким образом	6	6
30	того чтобы	1	6
31	для того	1	6
32	вместе с	1	6
33	в данном	2	6
34	но не	1	5
35	но в	4	5
36	не может	8	5
37	представление о	1	5
38	потому что	1	5
39	для этого	1	5
40	и что	1	5
41	или же	1	5
42	то что	6	5
43	к этому	1	5
44	же как	1	4
45	то же	4	4
46	вопрос о	1	4
47	их в	1	4
48	в них	2	4
49	далеко не	1	4
50	в которых	1	4
51	не в	3	4
52	а также	2	4
53	к нему	1	4
54	в виде	1	4
55	а не	2	4
56	так же	2	4
57	как это	1	4
58	и все	3	4
59	и через	1	3
60	и о	1	3
61	в ее	3	3
62	все эти	2	3
63	в этой	1	3
64	что она	1	3
65	подобно тому	1	3
66	на этом	1	3
67	и других	1	3
68	не всегда	1	3
69	в отличие	1	3
70	не имеет	2	3
71	их по	1	3
72	должно было	1	3
73	между тем	2	3
74	связь с	1	3
75	или даже	1	3
76	отличие от	1	3
77	тем что	2	3
78	в природе	1	3
79	до конца	1	3
80	тому как	1	3
81	и там	1	3
82	было бы	4	3
83	но если	1	3
84	вряд ли	3	2
85	одним из	1	2
86	мы здесь	1	2
87	и то	3	2
88	на самом	1	2
89	это и	1	2
90	что иное	2	2
91	на себя	1	2
92	не совсем	1	2
93	иное как	2	2
94	природы и	1	2
95	с одной	2	2
96	эта связь	1	2
97	с этим	3	2
98	все же	5	2
99	и как	1	2
100	не было	1	2
101	в руках	2	2
102	не можем	1	2
103	в которой	3	2
104	под ним	1	2
105	если он	1	2
106	людей и	1	2
107	в образе	1	2
108	здесь мы	3	2
109	связанные с	2	2
110	об этом	1	2
111	для них	1	2
112	из нее	1	2
113	должно быть	1	2
114	так в	1	2
115	в своей	4	2
116	в их	3	2
117	не столько	3	2
118	тем не	1	2
119	не менее	2	2
120	в то	1	2
121	того как	1	2
122	никогда не	3	2
123	во всем	2	2
124	связи с	1	2
125	все то	1	2
126	когда мы	1	2
127	что при	1	2
128	в виду	1	2
129	можно было	1	2
130	которые с	1	2
131	еще в	2	2
132	или их	1	2
133	с другой	2	2
134	вся эта	1	2
135	в ряд	2	2
136	в г	2	2
137	один из	1	2
138	совсем не	1	2
139	этот вопрос	1	2
140	и ее	2	2
141	иной характер	1	2
142	на эту	1	2
143	одно из	1	2
144	каждый из	1	2
145	на две	2	2
146	ее на	1	2
147	в целях	2	2
148	прежде всего	9	2
149	и пр	7	2
150	одной стороны	2	2
151	из наиболее	1	2
152	там где	2	2
153	в течение	2	2
154	могут быть	2	2
155	как средство	1	2
156	с этой	2	2
157	и для	3	2
158	ее и	1	2
159	у некоторых	1	2
160	две формы	1	2
161	и при	2	2
162	не что	2	2
163	в своих	2	2
164	ту же	1	1
165	отношение к	1	1
166	человека и	1	1
167	и есть	1	1
168	здесь и	1	1
169	можно говорить	1	1
170	и до	1	1
