N	2gram	Bakhtin_Fr_7	Psycholo
1	в том	11	37
2	и в	41	32
3	и что	1	22
4	то есть	20	21
5	том что	4	21
6	потому что	5	21
7	таким образом	19	21
8	то что	8	21
9	что в	9	20
10	может быть	4	18
11	так же	5	18
12	точки зрения	5	17
13	что и	5	17
14	не может	3	17
15	самом деле	1	16
16	то же	13	13
17	в этом	15	13
18	при этом	3	13
19	что он	3	13
20	в самом	1	12
21	не только	5	12
22	по себе	1	12
23	если мы	1	12
24	так как	3	12
25	было бы	4	11
26	с тем	1	11
27	в основе	1	11
28	с точки	3	10
29	при помощи	1	10
30	но и	9	10
31	же точно	1	10
32	как и	14	10
33	и не	7	10
34	как в	5	9
35	никогда не	2	9
36	тем что	3	9
37	что все	2	9
38	в своих	1	9
39	с таким	1	8
40	той же	3	8
41	что это	4	8
42	не в	9	8
43	дело с	1	8
44	того что	2	8
45	в сущности	4	7
46	что они	1	7
47	и как	2	7
48	говорит что	2	7
49	все эти	13	7
50	такой же	3	7
51	и его	9	7
52	к тому	2	7
53	можно было	3	7
54	только в	6	7
55	а не	2	7
56	сказать что	1	7
57	в этой	13	6
58	целый ряд	4	6
59	он не	4	6
60	о том	6	6
61	все время	2	6
62	тот же	2	6
63	и из	1	6
64	как бы	7	6
65	же самое	1	6
66	на самом	2	5
67	и на	4	5
68	что его	1	5
69	только на	2	5
70	что у	3	5
71	на все	1	5
72	далеко не	2	5
73	сейчас же	1	5
74	все это	10	5
75	в то	10	5
76	есть только	1	5
77	в ней	5	5
78	утверждает что	1	5
79	и даже	1	5
80	он говорит	1	5
81	этом отношении	2	5
82	как на	1	5
83	ту же	2	4
84	сам по	1	4
85	едва ли	1	4
86	есть не	2	4
87	мы имеем	2	4
88	в чем	2	4
89	с этим	2	4
90	все же	1	4
91	и те	3	4
92	в нем	7	4
93	и по	3	4
94	и с	4	4
95	и тем	1	4
96	в жизни	1	4
97	несмотря на	3	4
98	в данном	2	4
99	знаем что	1	4
100	образом и	2	4
101	которые в	1	4
102	не имеет	3	4
103	того как	5	4
104	но только	1	4
105	ничего не	4	4
106	и до	6	4
107	в сознании	1	4
108	что на	1	4
109	и для	5	4
110	и это	5	4
111	данном случае	1	4
112	и когда	1	4
113	между тем	1	4
114	мы видим	6	4
115	из них	3	4
116	таким путем	1	4
117	а на	2	4
118	как это	1	4
119	с этой	1	4
120	и все	14	4
121	а в	5	4
122	из этого	1	4
123	жизни и	3	4
124	например в	3	3
125	и то	2	3
126	мы не	2	3
127	а другой	1	3
128	время как	1	3
129	имеет дело	2	3
130	которое он	2	3
131	во всех	3	3
132	а только	2	3
133	что именно	1	3
134	как к	1	3
135	и к	5	3
136	но в	8	3
137	та же	4	3
138	он в	1	3
139	думать что	1	3
140	не как	1	3
141	и вот	2	3
142	на этом	5	3
143	об этом	1	3
144	это было	2	3
145	к которым	1	3
146	в своей	3	3
147	в их	3	3
148	представление о	1	3
149	в которых	2	3
150	жизни с	1	3
151	но он	4	3
152	том чтобы	1	3
153	в отношении	3	3
154	видим что	1	3
155	во всем	1	3
156	в каком	1	3
157	не могут	1	3
158	само собой	1	3
159	указывает на	1	3
160	с ее	3	3
161	в виду	4	3
162	так и	10	3
163	жизнь и	2	3
164	мы в	2	3
165	образом в	1	3
166	один из	1	3
167	этот вопрос	1	3
168	и так	2	3
169	и ее	2	3
170	так что	1	3
171	и других	2	3
172	и их	3	3
173	в конце	8	3
174	чтобы показать	1	3
175	что тот	1	3
176	до конца	2	3
177	в частности	1	3
178	по своему	2	3
179	видит в	1	3
180	по существу	8	3
181	при всем	1	3
182	еще более	2	3
183	конце концов	4	3
184	в свою	3	3
185	же мы	1	3
186	также и	2	2
187	того же	3	2
188	не остается	1	2
189	и без	1	2
190	все те	2	2
191	справиться с	1	2
192	еще не	2	2
193	из всех	2	2
194	в первый	1	2
195	оба эти	1	2
196	есть нечто	1	2
197	эта форма	1	2
198	но даже	1	2
199	же что	2	2
200	с его	2	2
201	в ее	1	2
202	но не	1	2
203	точка зрения	2	2
204	к которой	1	2
205	явлений и	2	2
206	значение и	1	2
207	себе и	1	2
208	отличие от	1	2
209	однако не	1	2
210	что по	1	2
211	но эта	1	2
212	увидим что	1	2
213	из самых	3	2
214	в которой	2	2
215	в себе	11	2
216	как он	2	2
217	имеем в	2	2
218	они в	2	2
219	человеческого тела	7	2
220	в каждом	1	2
221	материала и	1	2
222	и которые	1	2
223	это не	6	2
224	форму и	1	2
225	мы почти	1	2
226	в них	7	2
227	не так	1	2
228	и при	1	2
229	всяком случае	1	2
230	место в	4	2
231	он дает	4	2
232	их в	2	2
233	том и	2	2
234	и наоборот	1	2
235	том же	1	2
236	в этих	2	2
237	созданный им	1	2
238	на него	1	2
239	в процессе	2	2
240	и отсюда	1	2
241	того и	1	2
242	его от	1	2
243	и всегда	2	2
244	же время	9	2
245	которая не	1	2
246	ни в	6	2
247	как только	1	2
248	для такого	1	2
249	оно не	2	2
250	она не	1	2
251	свою очередь	3	2
252	на другой	2	2
253	в особенности	2	2
254	так в	1	2
255	роль в	2	2
256	на том	2	2
257	начала и	2	2
258	на которую	1	2
259	том как	2	2
260	в таком	1	2
261	именно потому	1	2
262	и здесь	4	2
263	два момента	1	2
264	во всяком	2	2
265	в глаза	1	2
266	наслаждение и	1	2
267	после того	4	2
268	которой мы	1	2
269	в его	12	2
270	в свете	3	2
271	у всех	1	2
272	для самого	1	2
273	в него	1	2
274	к нему	5	2
275	в новой	7	2
276	образом все	1	2
277	как нечто	2	2
278	и у	5	2
279	которые делает	1	2
280	их как	1	2
281	говорит о	1	2
282	слова в	1	2
283	мы находим	1	2
284	в одном	3	2
285	вовсе не	7	2
286	в состоянии	2	2
287	отношение к	2	2
288	к ним	1	2
289	в других	1	2
290	к которому	1	2
291	такое же	1	2
292	не было	3	2
293	не на	3	2
294	в руках	3	2
295	вместе с	5	2
296	из которых	2	2
297	его жизни	1	2
298	но это	3	2
299	и таким	1	2
300	наслаждения и	1	2
301	у них	2	2
302	интерес к	2	2
303	тем более	1	2
304	в романе	7	2
305	на этот	1	2
306	в свое	2	2
307	ли он	1	2
308	и от	8	2
309	заметить что	1	2
310	это в	3	2
311	тайны и	1	2
312	все что	4	2
313	от этой	1	1
314	одним из	1	1
315	зрения их	1	1
316	для построения	1	1
317	он считает	1	1
318	человека и	1	1
319	и странным	1	1
320	он может	3	1
321	в первом	1	1
322	к другому	1	1
323	игры с	1	1
324	уже указывали	1	1
325	и самое	1	1
326	самому существу	1	1
327	с темой	1	1
328	отношения к	1	1
329	он понимал	1	1
330	всю человеческую	1	1
331	в несколько	1	1
332	а как	1	1
333	употребляются в	1	1
334	но нигде	1	1
335	что между	2	1
336	точкой зрения	1	1
337	на место	4	1
338	почти все	1	1
339	так чтобы	1	1
340	что иное	1	1
341	моря и	2	1
342	и со	2	1
343	и заставляет	2	1
344	о судьбе	1	1
345	состоят из	1	1
346	на другом	2	1
347	подробно и	2	1
348	он сам	1	1
349	время в	2	1
350	и формы	1	1
351	эти вещи	1	1
352	его так	1	1
353	и указывает	1	1
354	эти произведения	2	1
355	огромное большинство	1	1
356	есть своя	1	1
357	для других	1	1
358	и т.д	2	1
359	с совершенно	1	1
360	должны были	1	1
361	иногда и	1	1
362	друг от	1	1
363	легче и	1	1
364	за пределы	1	1
365	внешних и	1	1
366	чем же	1	1
367	в истории	1	1
368	его на	1	1
369	общего с	1	1
370	для всех	2	1
371	к новому	2	1
