N	3gram	Tiupa_Anal_1	Myshleni
1	с точки зрения	4	21
2	для того чтобы	3	18
3	в том что	9	13
4	к тому что	1	6
5	по отношению к	5	5
6	то же самое	2	5
7	в данном случае	2	5
8	с одной стороны	3	5
9	этой точки зрения	1	4
10	в самом деле	2	4
11	с этой точки	1	4
12	вместе с тем	1	4
13	не может быть	16	4
14	о том что	3	4
15	и тем самым	1	4
16	по своей природе	1	4
17	такой же мере	1	3
18	состоит в том	3	3
19	в том и	2	3
20	до сих пор	1	3
21	в этом отношении	2	3
22	в собственном смысле	1	3
23	одно и то	1	3
24	в первом случае	2	3
25	смысле этого слова	1	3
26	и то же	1	3
27	во втором случае	1	3
28	в такой же	1	3
29	содержат в себе	1	3
30	но и не	4	3
31	как и в	1	3
32	нет и не	2	2
33	одной и той	1	2
34	прежде всего в	1	2
35	и той же	1	2
36	но то что	1	2
37	том что он	2	2
38	оно представляет собой	1	2
39	в известном смысле	1	2
40	в той же	1	2
41	в отличие от	6	2
42	того и другого	2	2
43	из того что	3	2
44	в сущности говоря	1	2
45	в той мере	2	2
46	именно в этом	2	2
47	присущих целому и	1	2
48	свойств присущих целому	1	2
49	все эти три	1	2
50	и вместе с	1	2
51	в самом простом	1	2
52	во внутренней речи	1	2
53	мере в какой	2	2
54	разложения на элементы	1	2
55	же мере как	1	2
56	в свою очередь	1	2
57	методом разложения на	1	2
58	в конечном счете	4	2
59	той же мере	1	2
60	той мере в	2	2
61	друг с другом	1	2
62	приводит нас к	1	2
63	в себе в	1	2
64	что иное как	5	1
65	тех пор пока	1	1
66	продукты анализа которые	1	1
67	имеет дело с	1	1
68	последними такие продукты	1	1
69	объяснению но содержат	1	1
70	такие продукты анализа	1	1
71	подобно тому как	3	1
72	в том числе	3	1
73	также и в	1	1
74	в соответствии с	1	1
75	в этом смысле	1	1
76	в том же	1	1
77	элементы не есть	1	1
78	самом же деле	1	1
79	а в начале	1	1
80	только в том	1	1
81	и не может	4	1
82	простом первоначальном виде	1	1
83	во всей своей	1	1
84	в зависимости от	1	1
85	сам по себе	1	1
86	есть в сущности	1	1
87	того что мы	1	1
88	есть не что	3	1
89	по отношению ко	1	1
90	виде те свойства	1	1
91	самом простом первоначальном	1	1
92	как мы увидим	1	1
93	первоначальном виде те	1	1
94	к разрешению конкретных	1	1
95	как раз и	1	1
96	же самое время	2	1
97	по аналогии с	1	1
98	и заключается что	1	1
99	на элементы не	1	1
100	том числе и	1	1
101	может быть понят	1	1
102	не утрачивают свойств	1	1
103	от элементов не	1	1
104	для другого в	1	1
105	до тех пор	1	1
106	в сущности анализ	1	1
107	элементов не утрачивают	1	1
108	внутренней речи первое	1	1
109	целого ради которых	1	1
110	в равной мере	1	1
111	на единицы понимая	1	1
112	себе в самом	1	1
113	подлежащих объяснению но	1	1
114	расчленяющим сложное единство	1	1
115	здесь как и	1	1
116	не только в	1	1
117	разрешению конкретных проблем	1	1
118	и должно быть	1	1
119	в двух основных	1	1
120	те свойства целого	1	1
121	которых предпринимается анализ	1	1
122	если в основе	1	1
123	с другой стороны	2	1
124	утрачивают свойств присущих	1	1
125	не могут быть	2	1
126	не есть в	1	1
127	во всяком случае	1	1
128	собой один из	1	1
129	но содержат в	1	1
130	целому и подлежащих	1	1
131	том и заключается	1	1
132	на вопрос о	1	1
133	собой не только	1	1
134	в целом но	1	1
135	и таким образом	1	1
136	как бы не	1	1
137	ради которых предпринимается	1	1
138	на самом же	1	1
139	свою силу и	1	1
140	то что мы	1	1
141	сущности анализ в	1	1
142	представляет собой один	1	1
143	включает в себя	1	1
144	это отнюдь не	1	1
145	той или иной	6	1
146	и вследствие этого	1	1
147	анализ в собственном	1	1
148	свойства целого ради	1	1
149	и подлежащих объяснению	1	1
150	этот факт не	1	1
151	таким образом с	1	1
152	в силу своей	2	1
153	не что иное	4	1
154	в котором по	1	1
155	единицы понимая под	1	1
156	в то же	8	1
157	мы имеем дело	4	1
158	отличие от элементов	1	1
159	но не может	1	1
160	всей своей полноте	1	1
161	только тогда когда	1	1
162	опять как и	1	1
