N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	65
2	то есть	33	45
3	и др	9	24
4	как бы	2	22
5	и не	14	22
6	вовсе не	13	18
7	и т.п	4	17
8	в сущности	3	16
9	в том	9	16
10	в этом	25	15
11	но в	10	14
12	в нем	24	13
13	в условиях	7	13
14	мы уже	11	12
15	и на	8	11
16	прежде всего	15	11
17	все эти	9	10
18	не только	9	10
19	и его	16	10
20	так и	12	10
21	но и	8	10
22	и потому	3	10
23	том числе	4	10
24	во всех	6	9
25	в эпоху	1	9
26	в его	13	9
27	все это	4	9
28	всех этих	5	8
29	в своем	4	8
30	в основе	5	8
31	в дальнейшем	6	8
32	и даже	2	8
33	здесь в	2	8
34	по своему	1	8
35	и другие	5	8
36	формы и	3	7
37	его в	3	7
38	точки зрения	5	7
39	уже говорили	3	7
40	только в	4	7
41	влияние на	4	7
42	числе и	2	7
43	жизни и	8	7
44	они были	2	6
45	в ней	4	6
46	еще не	5	6
47	все же	6	6
48	и у	5	6
49	главным образом	1	6
50	при этом	3	6
51	том что	4	6
52	в отношении	3	6
53	никогда не	2	6
54	как мы	14	6
55	времени и	10	6
56	в значительной	2	6
57	в литературе	16	6
58	одно из	3	6
59	так как	6	6
60	может быть	11	6
61	века и	1	6
62	не знает	3	6
63	сказать что	3	6
64	связана с	1	5
65	в последующих	1	5
66	с его	9	5
67	отличие от	2	5
68	его развития	1	5
69	как в	6	5
70	с их	2	5
71	на протяжении	1	5
72	в них	4	5
73	рядом с	2	5
74	как и	8	5
75	есть в	2	5
76	в своей	2	5
77	потому что	4	5
78	той или	2	5
79	на мир	1	5
80	для него	2	5
81	в одном	3	5
82	или иной	2	5
83	еще и	2	5
84	в частности	6	5
85	в той	4	5
86	и все	6	5
87	почти вовсе	2	5
88	еще более	3	5
89	в своих	1	5
90	жизни в	8	5
91	xvii века	2	4
92	в средние	1	4
93	здесь и	2	4
94	и до	5	4
95	начала в	1	4
96	и к	2	4
97	поэтому и	3	4
98	в самом	8	4
99	в этой	1	4
100	были связаны	1	4
101	так сказать	7	4
102	и еще	2	4
103	на всю	1	4
104	входит в	3	4
105	во время	1	4
106	в их	6	4
107	в отличие	2	4
108	не в	5	4
109	до сих	3	4
110	и искусства	1	4
111	мы остановимся	1	4
112	можно только	2	4
113	связи с	6	4
114	в жизни	6	4
115	почти полностью	1	4
116	из них	1	4
117	отношение к	2	4
118	в средневековом	1	4
119	и оценки	1	4
120	сих пор	3	4
121	это уже	1	4
122	последующих веков	1	4
123	для нас	2	4
124	между ними	3	4
125	средние века	1	4
126	культуры в	1	4
127	совершенно не	2	4
128	новое время	1	3
129	самом деле	1	3
130	по его	1	3
131	мировой литературе	2	3
132	жизни как	1	3
133	мы и	4	3
134	конечно и	4	3
135	мы будем	2	3
136	жить и	1	3
137	менее всего	1	3
138	в себя	1	3
139	уже не	2	3
140	но все	5	3
141	то что	6	3
142	в себе	3	3
143	но на	4	3
144	в xvii	3	3
145	и с	4	3
146	на этой	4	3
147	и других	3	3
148	это не	6	3
149	в новое	3	3
150	далеко не	2	3
151	в ее	6	3
152	пародия на	1	3
153	с точки	2	3
154	разного рода	2	3
155	он дает	1	3
156	мир и	2	3
157	уже сказали	2	3
158	самой жизни	1	3
159	ничего не	9	3
