N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	56
2	то есть	20	24
3	в его	7	18
4	таким образом	3	17
5	в этом	15	14
6	в том	23	13
7	так и	8	13
8	в то	3	12
9	и его	2	12
10	то же	7	11
11	в них	4	11
12	в этих	1	11
13	и т.п	12	11
14	до конца	1	11
15	как бы	5	11
16	и до	1	10
17	еще не	14	10
18	же время	4	10
19	в эпоху	5	10
20	в самом	3	9
21	и не	11	9
22	только в	7	9
23	но и	14	9
24	в сущности	2	8
25	во всех	5	8
26	не только	28	8
27	в нем	9	8
28	и их	1	8
29	и даже	3	8
30	до сих	1	8
31	и др	2	8
32	по своему	3	8
33	сих пор	1	8
34	том что	19	8
35	и на	5	7
36	в большинстве	1	7
37	как мы	2	7
38	в частности	9	7
39	той же	1	6
40	в ее	3	6
41	в этой	2	6
42	но в	8	6
43	эпохи и	2	6
44	на его	4	6
45	своего времени	2	6
46	точки зрения	3	6
47	языка и	2	6
48	связи с	4	6
49	большинстве случаев	1	6
50	связаны с	1	6
51	прежде всего	11	6
52	в той	1	6
53	и все	2	6
54	потому что	4	6
55	одним из	2	5
56	с ее	2	5
57	с его	4	5
58	но не	11	5
59	в пределах	2	5
60	он не	1	5
61	так сказать	2	5
62	роль в	7	5
63	мы видели	1	5
64	во время	1	5
65	своего рода	8	5
66	в процессе	5	5
67	никогда не	2	5
68	в области	1	5
69	один из	3	5
70	не было	7	5
71	как и	16	5
72	в творчестве	1	5
73	в результате	1	5
74	что в	4	5
75	и другие	1	5
76	они не	2	5
77	например в	2	4
78	и потому	3	4
79	но по	1	4
80	они были	1	4
81	не был	1	4
82	за пределы	2	4
83	и к	4	4
84	в которой	1	4
85	что это	1	4
86	в себе	7	4
87	при этом	13	4
88	и ее	2	4
89	и более	1	4
90	по своей	11	4
91	во всем	1	4
92	наконец в	1	4
93	времени и	3	4
94	к языку	1	4
95	и других	1	4
96	о том	8	4
97	и брань	1	4
98	с одной	9	4
99	в качестве	34	4
100	в особенности	4	4
101	в основе	7	4
102	в своих	3	4
103	в году	2	3
104	в их	5	3
105	меньшей степени	1	3
106	на них	1	3
107	в едином	2	3
108	в своем	6	3
109	перед нами	3	3
110	его к	1	3
111	всех этих	1	3
112	характер в	1	3
113	слова и	1	3
114	мировой истории	1	3
115	не мог	1	3
116	не в	7	3
117	новое и	1	3
118	в форме	2	3
119	настоящего времени	1	3
120	во все	1	3
121	и о	4	3
122	характер и	2	3
123	в другом	2	3
124	и т.д	4	3
125	а также	8	3
126	времени в	2	3
127	между тем	4	3
128	существенную роль	3	3
129	в литературе	2	3
130	большей или	2	3
131	одной из	4	3
132	уже не	4	3
133	что и	3	3
134	может быть	17	3
