N	3gram	Vygotskiy__4	OGranits
1	с точки зрения	11	5
2	не может быть	1	4
3	по отношению к	1	3
4	есть прежде всего	1	3
5	одно и то	6	3
6	что иное как	1	2
7	но так как	2	2
8	в самом деле	6	2
9	в зависимости от	1	2
10	не чем иным	1	2
11	в данном случае	2	2
12	с одной стороны	9	2
13	и то же	6	2
14	с другой стороны	8	2
15	то же слово	3	2
16	ничего общего с	1	2
17	чем иным как	1	2
18	с самого начала	1	2
19	не что иное	1	2
20	в том что	31	2
21	и находит свое	1	1
22	том что в	1	1
23	один и тот	7	1
24	что такое утверждение	1	1
25	что в этом	1	1
26	еще долгое время	1	1
27	быть не чем	1	1
28	во всей полноте	1	1
29	что в основе	6	1
30	этой точки зрения	4	1
31	равно как и	1	1
32	на самом деле	1	1
33	подобно тому как	2	1
34	то же самое	7	1
35	вывод к которому	1	1
36	во всей своей	1	1
37	в отличие от	2	1
38	между тем как	3	1
39	только то что	1	1
40	в этом отношении	7	1
41	то что в	1	1
42	в собственном смысле	7	1
43	и т.д и	1	1
44	можно было бы	5	1
45	если только они	1	1
46	с этой точки	4	1
47	и тем что	1	1
48	те же слова	2	1
49	мы полагаем что	1	1
50	для того чтобы	5	1
51	так же как	5	1
52	может быть не	1	1
53	далеко не всегда	1	1
54	если бы мы	1	1
55	и тот же	7	1
56	состоит в том	3	1
57	а также и	1	1
58	не входит в	1	1
59	тем не менее	1	1
60	и как бы	1	1
61	остановиться на нем	1	1
62	в связи с	3	1
63	чуть ли не	1	1
64	само по себе	1	1
65	прежде всего в	1	1
66	собственном смысле слова	1	1
67	здесь мы должны	1	1
68	не только на	1	1
69	на то что	4	1
70	на всем протяжении	2	1
71	к тому что	1	1
72	тех или иных	1	1
73	как и в	1	1
74	и подобно тому	1	1
75	только с помощью	1	1
76	же самое слово	1	1
