N	2gram	Vygotskiy__6	RusskieA
1	и в	28	29
2	том что	19	22
3	в том	28	22
4	что в	17	22
5	как бы	11	18
6	состоит в	2	15
7	в других	2	15
8	и другие	2	14
9	так как	10	13
10	может быть	13	13
11	во время	1	12
12	в этом	27	11
13	как и	6	11
14	одна из	1	11
15	в этот	1	10
16	не только	16	10
17	и с	1	10
18	все это	2	10
19	а на	1	9
20	о том	1	9
21	а в	2	9
22	его в	6	8
23	показывает что	7	8
24	но и	10	8
25	ее в	2	8
26	как в	3	7
27	данном случае	1	7
28	мы видели	8	7
29	представляют собой	3	7
30	мы имеем	4	6
31	мы не	6	6
32	еще не	8	6
33	и на	5	6
34	при этом	3	6
35	таким образом	18	6
36	того чтобы	10	6
37	для нас	2	6
38	для того	8	6
39	с тем	5	6
40	вместе с	7	6
41	в данном	2	6
42	этом случае	2	6
43	но не	10	5
44	но в	5	5
45	это не	5	5
46	не может	19	5
47	представление о	1	5
48	потому что	22	5
49	для этого	2	5
50	и что	6	5
51	к жизни	4	5
52	то что	28	5
53	с ней	3	5
54	к этому	1	5
55	же как	6	4
56	то же	7	4
57	вопрос о	5	4
58	видели что	3	4
59	уже не	1	4
60	в другие	1	4
61	их в	1	4
62	том же	5	4
63	в них	3	4
64	далеко не	1	4
65	в которых	2	4
66	не в	4	4
67	тогда когда	6	4
68	у нас	2	4
69	что сила	1	4
70	к нему	1	4
71	так что	6	4
72	то и	1	4
73	в виде	1	4
74	из них	2	4
75	именно в	4	4
76	а не	3	4
77	о чем	1	4
78	так же	15	4
79	как это	3	4
80	по существу	2	4
81	и все	5	4
82	и через	1	3
83	в и	1	3
84	и о	1	3
85	в ее	1	3
86	только тогда	4	3
87	это показывает	1	3
88	что это	1	3
89	все эти	2	3
90	в этой	5	3
91	что она	1	3
92	главным образом	1	3
93	подобно тому	1	3
94	и по	3	3
95	на этом	4	3
96	и других	7	3
97	с другими	2	3
98	должен был	3	3
99	на первый	1	3
100	в этих	2	3
101	в котором	2	3
102	в отличие	1	3
103	но он	2	3
104	и под	1	3
105	она не	2	3
106	не имеет	6	3
